Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5131081784,MLB $5K Hot Corner [5 Entry Max],190145556,$3,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5131081785,MLB $5K Hot Corner [5 Entry Max],190145556,$3,,,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5131081786,MLB $5K Hot Corner [5 Entry Max],190145556,$3,,,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5131081787,MLB $5K Hot Corner [5 Entry Max],190145556,$3,,,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5131081788,MLB $5K Hot Corner [5 Entry Max],190145556,$3,,,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5131074151,MLB $300 Dime Time [Just $0.10!],190168925,$0.10,,,,,,,,,,,,
5131074152,MLB $300 Dime Time [Just $0.10!],190168925,$0.10,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,SP,Foster Griffin (42962581),Foster Griffin,42962581,P,7400,MIL@WSH 05/03/2026 01:35PM ET,WSH,17.18
,,,,,,,,,,,,,,,SP,Cade Cavalli (42962582),Cade Cavalli,42962582,P,7300,MIL@WSH 05/03/2026 01:35PM ET,WSH,12.86
,,,,,,,,,,,,,,,SP,Rhett Lowder (42962584),Rhett Lowder,42962584,P,7300,CIN@PIT 05/03/2026 01:35PM ET,CIN,10.59
,,,,,,,,,,,,,,,SP,Brandon Young (42962583),Brandon Young,42962583,P,7300,BAL@NYY 05/03/2026 01:35PM ET,BAL,8.2
,,,,,,,,,,,,,,,SP,Dax Fulton (42962585),Dax Fulton,42962585,P,7200,PHI@MIA 05/03/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Braxton Garrett (42962586),Braxton Garrett,42962586,P,7200,PHI@MIA 05/03/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Ryan Gusto (42962587),Ryan Gusto,42962587,P,7200,PHI@MIA 05/03/2026 01:40PM ET,MIA,4.25
,,,,,,,,,,,,,,,SP,Adam Mazur (42962588),Adam Mazur,42962588,P,7200,PHI@MIA 05/03/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Janson Junk (42962589),Janson Junk,42962589,P,7200,PHI@MIA 05/03/2026 01:40PM ET,MIA,13.44
,,,,,,,,,,,,,,,RP,Trevor Richards (42962590),Trevor Richards,42962590,P,7100,PHI@MIA 05/03/2026 01:40PM ET,PHI,6.78
,,,,,,,,,,,,,,,SP,Shane Baz (42962156),Shane Baz,42962156,P,7100,BAL@NYY 05/03/2026 01:35PM ET,BAL,12.55
,,,,,,,,,,,,,,,SP,Ronel Blanco (42962592),Ronel Blanco,42962592,P,7000,HOU@BOS 05/03/2026 01:35PM ET,HOU,0
,,,,,,,,,,,,,,,SP,Roki Sasaki (42962593),Roki Sasaki,42962593,P,7000,LAD@STL 05/03/2026 02:15PM ET,LAD,8.65
,,,,,,,,,,,,,,,SP,Brandon Pfaadt (42962594),Brandon Pfaadt,42962594,P,7000,ARI@CHC 05/03/2026 02:20PM ET,ARI,7.86
,,,,,,,,,,,,,,,SP,Cade Povich (42962591),Cade Povich,42962591,P,7000,BAL@NYY 05/03/2026 01:35PM ET,BAL,11.38
,,,,,,,,,,,,,,,RP,Shane Drohan (42962596),Shane Drohan,42962596,P,6900,MIL@WSH 05/03/2026 01:35PM ET,MIL,7.01
,,,,,,,,,,,,,,,RP,Jake Woodford (42962597),Jake Woodford,42962597,P,6900,MIL@WSH 05/03/2026 01:35PM ET,MIL,3.6
,,,,,,,,,,,,,,,SP,Tyler Mahle (42962157),Tyler Mahle,42962157,P,6900,SF@TB 05/03/2026 01:40PM ET,SF,10.17
,,,,,,,,,,,,,,,RP,Carmen Mlodzinski (42962595),Carmen Mlodzinski,42962595,P,6900,CIN@PIT 05/03/2026 01:35PM ET,PIT,13.81
,,,,,,,,,,,,,,,SP,Jared Jones (42962599),Jared Jones,42962599,P,6900,CIN@PIT 05/03/2026 01:35PM ET,PIT,0
,,,,,,,,,,,,,,,SP,Antwone Kelly (42962600),Antwone Kelly,42962600,P,6900,CIN@PIT 05/03/2026 01:35PM ET,PIT,0
,,,,,,,,,,,,,,,SP,Hunter Barco (42962601),Hunter Barco,42962601,P,6900,CIN@PIT 05/03/2026 01:35PM ET,PIT,1.45
,,,,,,,,,,,,,,,SP,Jose Urquidy (42962602),Jose Urquidy,42962602,P,6900,CIN@PIT 05/03/2026 01:35PM ET,PIT,0.81
,,,,,,,,,,,,,,,SP,Thomas Harrington (42962603),Thomas Harrington,42962603,P,6900,CIN@PIT 05/03/2026 01:35PM ET,PIT,0
,,,,,,,,,,,,,,,RP,Colin Rea (42962598),Colin Rea,42962598,P,6900,ARI@CHC 05/03/2026 02:20PM ET,CHC,13.01
,,,,,,,,,,,,,,,SP,Tanner Houck (42962605),Tanner Houck,42962605,P,6800,HOU@BOS 05/03/2026 01:35PM ET,BOS,0
,,,,,,,,,,,,,,,RP,Hayden Wesneski (42962606),Hayden Wesneski,42962606,P,6800,HOU@BOS 05/03/2026 01:35PM ET,HOU,0
,,,,,,,,,,,,,,,SP,Mike Burrows (42962607),Mike Burrows,42962607,P,6800,HOU@BOS 05/03/2026 01:35PM ET,HOU,10.34
,,,,,,,,,,,,,,,SP,Lance McCullers Jr. (42962608),Lance McCullers Jr.,42962608,P,6800,HOU@BOS 05/03/2026 01:35PM ET,HOU,12.25
,,,,,,,,,,,,,,,SP,Cristian Javier (42962609),Cristian Javier,42962609,P,6800,HOU@BOS 05/03/2026 01:35PM ET,HOU,-3.8
,,,,,,,,,,,,,,,SP,Merrill Kelly (42962158),Merrill Kelly,42962158,P,6800,ARI@CHC 05/03/2026 02:20PM ET,ARI,1.73
,,,,,,,,,,,,,,,SP,Dean Kremer (42962604),Dean Kremer,42962604,P,6800,BAL@NYY 05/03/2026 01:35PM ET,BAL,20.38
,,,,,,,,,,,,,,,SP,Brandon Sproat (42962613),Brandon Sproat,42962613,P,6700,MIL@WSH 05/03/2026 01:35PM ET,MIL,7.37
,,,,,,,,,,,,,,,SP,Coleman Crow (42962620),Coleman Crow,42962620,P,6700,MIL@WSH 05/03/2026 01:35PM ET,MIL,13
,,,,,,,,,,,,,,,SP,Patrick Sandoval (42962611),Patrick Sandoval,42962611,P,6700,HOU@BOS 05/03/2026 01:35PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Kutter Crawford (42962612),Kutter Crawford,42962612,P,6700,HOU@BOS 05/03/2026 01:35PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Johan Oviedo (42962624),Johan Oviedo,42962624,P,6700,HOU@BOS 05/03/2026 01:35PM ET,BOS,1.45
,,,,,,,,,,,,,,,SP,Brayan Bello (42962625),Brayan Bello,42962625,P,6700,HOU@BOS 05/03/2026 01:35PM ET,BOS,1.49
,,,,,,,,,,,,,,,RP,Ian Seymour (42962614),Ian Seymour,42962614,P,6700,SF@TB 05/03/2026 01:40PM ET,TB,2.54
,,,,,,,,,,,,,,,RP,Jesse Scholtens (42962623),Jesse Scholtens,42962623,P,6700,SF@TB 05/03/2026 01:40PM ET,TB,12.96
,,,,,,,,,,,,,,,RP,Wilber Dotel (42962622),Wilber Dotel,42962622,P,6700,CIN@PIT 05/03/2026 01:35PM ET,PIT,6
,,,,,,,,,,,,,,,RP,Andre Pallante (42962610),Andre Pallante,42962610,P,6700,LAD@STL 05/03/2026 02:15PM ET,STL,13.35
,,,,,,,,,,,,,,,SP,River Ryan (42962615),River Ryan,42962615,P,6700,LAD@STL 05/03/2026 02:15PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Gavin Stone (42962616),Gavin Stone,42962616,P,6700,LAD@STL 05/03/2026 02:15PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Bobby Miller (42962617),Bobby Miller,42962617,P,6700,LAD@STL 05/03/2026 02:15PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Landon Knack (42962618),Landon Knack,42962618,P,6700,LAD@STL 05/03/2026 02:15PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Chayce McDermott (42962619),Chayce McDermott,42962619,P,6700,LAD@STL 05/03/2026 02:15PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Kyle Leahy (42962621),Kyle Leahy,42962621,P,6700,LAD@STL 05/03/2026 02:15PM ET,STL,9.23
,,,,,,,,,,,,,,,SP,Blade Tidwell (42962627),Blade Tidwell,42962627,P,6600,SF@TB 05/03/2026 01:40PM ET,SF,3.82
,,,,,,,,,,,,,,,RP,Carson Seymour (42962628),Carson Seymour,42962628,P,6600,SF@TB 05/03/2026 01:40PM ET,SF,0
,,,,,,,,,,,,,,,RP,JT Brubaker (42962629),JT Brubaker,42962629,P,6600,SF@TB 05/03/2026 01:40PM ET,SF,3.47
,,,,,,,,,,,,,,,RP,Jose Butto (42962630),Jose Butto,42962630,P,6600,SF@TB 05/03/2026 01:40PM ET,SF,-0.5
,,,,,,,,,,,,,,,SP,Dylan Smith (42962631),Dylan Smith,42962631,P,6600,SF@TB 05/03/2026 01:40PM ET,SF,0
,,,,,,,,,,,,,,,RP,Tristan Beck (42962632),Tristan Beck,42962632,P,6600,SF@TB 05/03/2026 01:40PM ET,SF,0
,,,,,,,,,,,,,,,RP,Spencer Bivens (42962633),Spencer Bivens,42962633,P,6600,SF@TB 05/03/2026 01:40PM ET,SF,0
,,,,,,,,,,,,,,,SP,Adrian Houser (42962634),Adrian Houser,42962634,P,6600,SF@TB 05/03/2026 01:40PM ET,SF,3.41
,,,,,,,,,,,,,,,SP,Carson Whisenhunt (42962635),Carson Whisenhunt,42962635,P,6600,SF@TB 05/03/2026 01:40PM ET,SF,0
,,,,,,,,,,,,,,,RP,Hayden Birdsong (42962636),Hayden Birdsong,42962636,P,6600,SF@TB 05/03/2026 01:40PM ET,SF,0
,,,,,,,,,,,,,,,OF,Aaron Judge (42962163),Aaron Judge,42962163,OF,6600,BAL@NYY 05/03/2026 01:35PM ET,NYY,10.94
,,,,,,,,,,,,,,,SP,Chris Bassitt (42962626),Chris Bassitt,42962626,P,6600,BAL@NYY 05/03/2026 01:35PM ET,BAL,6.33
,,,,,,,,,,,,,,,SP,Josiah Gray (42962640),Josiah Gray,42962640,P,6500,MIL@WSH 05/03/2026 01:35PM ET,WSH,0
,,,,,,,,,,,,,,,SP,DJ Herz (42962641),DJ Herz,42962641,P,6500,MIL@WSH 05/03/2026 01:35PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Jackson Rutledge (42962642),Jackson Rutledge,42962642,P,6500,MIL@WSH 05/03/2026 01:35PM ET,WSH,-11.8
,,,,,,,,,,,,,,,SP,Andrew Alvarez (42962643),Andrew Alvarez,42962643,P,6500,MIL@WSH 05/03/2026 01:35PM ET,WSH,21.95
,,,,,,,,,,,,,,,RP,Brad Lord (42962644),Brad Lord,42962644,P,6500,MIL@WSH 05/03/2026 01:35PM ET,WSH,4.60
,,,,,,,,,,,,,,,SP,Trevor Williams (42962646),Trevor Williams,42962646,P,6500,MIL@WSH 05/03/2026 01:35PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Jake Irvin (42962647),Jake Irvin,42962647,P,6500,MIL@WSH 05/03/2026 01:35PM ET,WSH,13.23
,,,,,,,,,,,,,,,SP,Andrew Abbott (42962638),Andrew Abbott,42962638,P,6500,CIN@PIT 05/03/2026 01:35PM ET,CIN,7.03
,,,,,,,,,,,,,,,SP,Brandon Williamson (42962639),Brandon Williamson,42962639,P,6500,CIN@PIT 05/03/2026 01:35PM ET,CIN,6.93
,,,,,,,,,,,,,,,RP,Jared Shuster (42962645),Jared Shuster,42962645,P,6500,LAD@STL 05/03/2026 02:15PM ET,STL,1.92
,,,,,,,,,,,,,,,RP,Dietrich Enns (42962637),Dietrich Enns,42962637,P,6500,BAL@NYY 05/03/2026 01:35PM ET,BAL,4.95
,,,,,,,,,,,,,,,SP,Quinn Priester (42962653),Quinn Priester,42962653,P,6400,MIL@WSH 05/03/2026 01:35PM ET,MIL,0
,,,,,,,,,,,,,,,SP,Miles Mikolas (42962654),Miles Mikolas,42962654,P,6400,MIL@WSH 05/03/2026 01:35PM ET,WSH,3.04
,,,,,,,,,,,,,,,SP,Mitchell Parker (42962656),Mitchell Parker,42962656,P,6400,MIL@WSH 05/03/2026 01:35PM ET,WSH,6.38
,,,,,,,,,,,,,,,OF,Yordan Alvarez (42962164),Yordan Alvarez,42962164,OF,6400,HOU@BOS 05/03/2026 01:35PM ET,HOU,11.38
,,,,,,,,,,,,,,,SP,Keaton Winn (42962655),Keaton Winn,42962655,P,6400,SF@TB 05/03/2026 01:40PM ET,SF,3.07
,,,,,,,,,,,,,,,SP,Alex McFarlane (42962651),Alex McFarlane,42962651,P,6400,PHI@MIA 05/03/2026 01:40PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Seth Johnson (42962652),Seth Johnson,42962652,P,6400,PHI@MIA 05/03/2026 01:40PM ET,PHI,1.62
,,,,,,,,,,,,,,,SP,Chase Petty (42962649),Chase Petty,42962649,P,6400,CIN@PIT 05/03/2026 01:35PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Brady Singer (42962650),Brady Singer,42962650,P,6400,CIN@PIT 05/03/2026 01:35PM ET,CIN,6.56
,,,,,,,,,,,,,,,SP,Dustin May (42962159),Dustin May,42962159,P,6400,LAD@STL 05/03/2026 02:15PM ET,STL,9.93
