Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5107778427,MLB $2.5K Quarter Jukebox [Just $0.25!],189485033,$0.25,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5107778428,MLB $2.5K Quarter Jukebox [Just $0.25!],189485033,$0.25,,,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5107778429,MLB $2.5K Quarter Jukebox [Just $0.25!],189485033,$0.25,,,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5107778430,MLB $2.5K Quarter Jukebox [Just $0.25!],189485033,$0.25,,,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5107781625,MLB Satellite to $15 Relay Throw,189485640,$0.10,,,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5107781626,MLB Satellite to $15 Relay Throw,189485640,$0.10,,,,,,,,,,,,
5107778180,MLB $100 Dime Time [Just $0.10!],189501938,$0.10,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
5107778195,MLB $100 Dime Time [Just $0.10!],189501938,$0.10,,,,,,,,,,,,SP,Paul Skenes (42557243),Paul Skenes,42557243,P,9000,SD@PIT 04/07/2026 06:40PM ET,PIT,4.78
5107778196,MLB $100 Dime Time [Just $0.10!],189501938,$0.10,,,,,,,,,,,,SP,Max Fried (42557811),Max Fried,42557811,P,9000,ATH@NYY 04/07/2026 07:05PM ET,NYY,21.6
5107778197,MLB $100 Dime Time [Just $0.10!],189501938,$0.10,,,,,,,,,,,,SP,Gerrit Cole (42557812),Gerrit Cole,42557812,P,9000,ATH@NYY 04/07/2026 07:05PM ET,NYY,0
5107778198,MLB $100 Dime Time [Just $0.10!],189501938,$0.10,,,,,,,,,,,,SP,Shane McClanahan (42557816),Shane McClanahan,42557816,P,8900,CHC@TB 04/07/2026 06:40PM ET,TB,11.75
5107778199,MLB $100 Dime Time [Just $0.10!],189501938,$0.10,,,,,,,,,,,,SP,Logan Webb (42557815),Logan Webb,42557815,P,8900,PHI@SF 04/07/2026 09:45PM ET,SF,12.97
5107781102,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Jacob deGrom (42557813),Jacob deGrom,42557813,P,8800,SEA@TEX 04/07/2026 08:05PM ET,TEX,17.48
5107781103,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,MacKenzie Gore (42557814),MacKenzie Gore,42557814,P,8800,SEA@TEX 04/07/2026 08:05PM ET,TEX,22.15
5107781104,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Logan Henderson (42557817),Logan Henderson,42557817,P,8800,MIL@BOS 04/07/2026 06:45PM ET,MIL,4.1
5107781105,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Brandon Woodruff (42557818),Brandon Woodruff,42557818,P,8800,MIL@BOS 04/07/2026 06:45PM ET,MIL,14.8
5107781106,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Chad Patrick (42557819),Chad Patrick,42557819,P,8800,MIL@BOS 04/07/2026 06:45PM ET,MIL,14.6
5107781107,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Luis Castillo (42557822),Luis Castillo,42557822,P,8700,SEA@TEX 04/07/2026 08:05PM ET,SEA,14.98
5107781108,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Jacob Misiorowski (42557244),Jacob Misiorowski,42557244,P,8700,MIL@BOS 04/07/2026 06:45PM ET,MIL,25.78
5107781109,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Pablo Lopez (42557820),Pablo Lopez,42557820,P,8700,DET@MIN 04/07/2026 07:40PM ET,MIN,0
5107781110,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Andrew Painter (42557821),Andrew Painter,42557821,P,8700,PHI@SF 04/07/2026 09:45PM ET,PHI,12
5107781111,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Aaron Nola (42557823),Aaron Nola,42557823,P,8700,PHI@SF 04/07/2026 09:45PM ET,PHI,22.85
5107781112,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,RP,Spencer Strider (42557824),Spencer Strider,42557824,P,8600,ATL@LAA 04/07/2026 09:38PM ET,ATL,0
5107781113,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Spencer Schwellenbach (42557825),Spencer Schwellenbach,42557825,P,8600,ATL@LAA 04/07/2026 09:38PM ET,ATL,0
5107781114,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Connelly Early (42557831),Connelly Early,42557831,P,8500,MIL@BOS 04/07/2026 06:45PM ET,BOS,13.3
5107781115,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Sonny Gray (42557833),Sonny Gray,42557833,P,8500,MIL@BOS 04/07/2026 06:45PM ET,BOS,12.95
5107781116,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Ranger Suarez (42557834),Ranger Suarez,42557834,P,8500,MIL@BOS 04/07/2026 06:45PM ET,BOS,1.58
5107781117,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Edward Cabrera (42557826),Edward Cabrera,42557826,P,8500,CHC@TB 04/07/2026 06:40PM ET,CHC,21.72
5107781118,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,RP,Framber Valdez (42557827),Framber Valdez,42557827,P,8500,DET@MIN 04/07/2026 07:40PM ET,DET,20.6
5107781119,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Max Meyer (42557836),Max Meyer,42557836,P,8500,CIN@MIA 04/07/2026 06:40PM ET,MIA,12.98
5107781120,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,RP,Bubba Chandler (42557832),Bubba Chandler,42557832,P,8500,SD@PIT 04/07/2026 06:40PM ET,PIT,12.25
5107781121,MLB SUPERSatellite to $2 MLB Pocket Cup MEGA Qualifier [5x],189502680,$0.01,,,,,,,,,,,,SP,Cam Schlittler (42557245),Cam Schlittler,42557245,P,8500,ATH@NYY 04/07/2026 07:05PM ET,NYY,31.22
5107788655,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier,189503020,$0.01,,,,,,,,,,,,SP,Will Warren (42557828),Will Warren,42557828,P,8500,ATH@NYY 04/07/2026 07:05PM ET,NYY,15.95
5107788656,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier,189503020,$0.01,,,,,,,,,,,,SP,Carlos Rodon (42557829),Carlos Rodon,42557829,P,8500,ATH@NYY 04/07/2026 07:05PM ET,NYY,0
5107788657,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier,189503020,$0.01,,,,,,,,,,,,SP,Clarke Schmidt (42557830),Clarke Schmidt,42557830,P,8500,ATH@NYY 04/07/2026 07:05PM ET,NYY,0
5107798766,MLB Satellite to 4-9 $10 Golf Millionaire,189503309,$0.25,,,,,,,,,,,,SP,Luis Gil (42557835),Luis Gil,42557835,P,8500,ATH@NYY 04/07/2026 07:05PM ET,NYY,0
5107777928,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Hunter Brown (42557837),Hunter Brown,42557837,P,8400,HOU@COL 04/07/2026 08:40PM ET,HOU,26.7
5107777929,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Ronel Blanco (42557838),Ronel Blanco,42557838,P,8400,HOU@COL 04/07/2026 08:40PM ET,HOU,0
5107777930,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,RP,Kyle Harrison (42557839),Kyle Harrison,42557839,P,8300,MIL@BOS 04/07/2026 06:45PM ET,MIL,21.32
5107777931,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Sandy Alcantara (42557246),Sandy Alcantara,42557246,P,8300,CIN@MIA 04/07/2026 06:40PM ET,MIA,33.5
5107777932,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Roki Sasaki (42557842),Roki Sasaki,42557842,P,8200,LAD@TOR 04/07/2026 07:07PM ET,LAD,7.92
5107777933,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,George Kirby (42557247),George Kirby,42557247,P,8200,SEA@TEX 04/07/2026 08:05PM ET,SEA,18.6
5107777934,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Joe Ryan (42557840),Joe Ryan,42557840,P,8200,DET@MIN 04/07/2026 07:40PM ET,MIN,14.95
5107777935,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Zebby Matthews (42557841),Zebby Matthews,42557841,P,8200,DET@MIN 04/07/2026 07:40PM ET,MIN,0
5107777936,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Cody Ponce (42557844),Cody Ponce,42557844,P,8000,LAD@TOR 04/07/2026 07:07PM ET,TOR,8.05
5107777937,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Max Scherzer (42557846),Max Scherzer,42557846,P,8000,LAD@TOR 04/07/2026 07:07PM ET,TOR,11.6
5107777938,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Trey Yesavage (42557847),Trey Yesavage,42557847,P,8000,LAD@TOR 04/07/2026 07:07PM ET,TOR,0
5107777939,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,RP,Eric Lauer (42557848),Eric Lauer,42557848,P,8000,LAD@TOR 04/07/2026 07:07PM ET,TOR,12.25
5107777940,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Jose Berrios (42557849),Jose Berrios,42557849,P,8000,LAD@TOR 04/07/2026 07:07PM ET,TOR,0
5107777941,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Shane Bieber (42557851),Shane Bieber,42557851,P,8000,LAD@TOR 04/07/2026 07:07PM ET,TOR,0
5107777942,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Shota Imanaga (42557843),Shota Imanaga,42557843,P,8000,CHC@TB 04/07/2026 06:40PM ET,CHC,13.65
5107777943,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Justin Steele (42557845),Justin Steele,42557845,P,8000,CHC@TB 04/07/2026 06:40PM ET,CHC,0
5107777944,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Eury Perez (42557850),Eury Perez,42557850,P,8000,CIN@MIA 04/07/2026 06:40PM ET,MIA,12.88
5107777945,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Robbie Ray (42557248),Robbie Ray,42557248,P,8000,PHI@SF 04/07/2026 09:45PM ET,SF,17.7
5107777946,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,RP,Landen Roupp (42557852),Landen Roupp,42557852,P,8000,PHI@SF 04/07/2026 09:45PM ET,SF,19.4
5107777947,MLB $300 Dime Time [Just $0.10!],189503419,$0.10,,,,,,,,,,,,SP,Nathan Eovaldi (42557249),Nathan Eovaldi,42557249,P,7800,SEA@TEX 04/07/2026 08:05PM ET,TEX,5.05
5107781509,MLB Satellite to 4-9 $10 Golf Millionaire,189504425,$0.25,,,,,,,,,,,,SP,Jack Leiter (42557853),Jack Leiter,42557853,P,7800,SEA@TEX 04/07/2026 08:05PM ET,TEX,25.08
5107788917,MLB Satellite to 4-9 $10 Golf Millionaire,189504653,$0.25,,,,,,,,,,,,SP,Kumar Rocker (42557854),Kumar Rocker,42557854,P,7800,SEA@TEX 04/07/2026 08:05PM ET,TEX,9.05
5107780807,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Logan Evans (42557855),Logan Evans,42557855,P,7700,SEA@TEX 04/07/2026 08:05PM ET,SEA,0
5107780808,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Marco Raya (42557861),Marco Raya,42557861,P,7700,DET@MIN 04/07/2026 07:40PM ET,MIN,0
5107780809,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Hunter Greene (42557856),Hunter Greene,42557856,P,7700,CIN@MIA 04/07/2026 06:40PM ET,CIN,0
5107780810,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Brady Singer (42557857),Brady Singer,42557857,P,7700,CIN@MIA 04/07/2026 06:40PM ET,CIN,10.62
5107780811,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Nick Lodolo (42557859),Nick Lodolo,42557859,P,7700,CIN@MIA 04/07/2026 06:40PM ET,CIN,0
5107780812,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Nick Pivetta (42557250),Nick Pivetta,42557250,P,7700,SD@PIT 04/07/2026 06:40PM ET,SD,13.1
5107780813,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Joe Musgrove (42557858),Joe Musgrove,42557858,P,7700,SD@PIT 04/07/2026 06:40PM ET,SD,0
5107780814,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,RP,Michael King (42557860),Michael King,42557860,P,7700,SD@PIT 04/07/2026 06:40PM ET,SD,14.8
5107780815,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Brayan Bello (42557869),Brayan Bello,42557869,P,7500,MIL@BOS 04/07/2026 06:45PM ET,BOS,2
5107780816,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Matthew Boyd (42557862),Matthew Boyd,42557862,P,7500,CHC@TB 04/07/2026 06:40PM ET,CHC,19.2
5107780817,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Cade Horton (42557865),Cade Horton,42557865,P,7500,CHC@TB 04/07/2026 06:40PM ET,CHC,10.45
5107780818,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Jack Flaherty (42557864),Jack Flaherty,42557864,P,7500,DET@MIN 04/07/2026 07:40PM ET,DET,4.98
5107780819,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Reese Olson (42557866),Reese Olson,42557866,P,7500,DET@MIN 04/07/2026 07:40PM ET,DET,0
5107780820,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Justin Verlander (42557867),Justin Verlander,42557867,P,7500,DET@MIN 04/07/2026 07:40PM ET,DET,-4.55
5107780821,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Casey Mize (42557868),Casey Mize,42557868,P,7500,DET@MIN 04/07/2026 07:40PM ET,DET,13.82
5107780822,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Jared Jones (42557870),Jared Jones,42557870,P,7500,SD@PIT 04/07/2026 06:40PM ET,PIT,0
5107780823,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,RP,Braxton Ashcraft (42557871),Braxton Ashcraft,42557871,P,7500,SD@PIT 04/07/2026 06:40PM ET,PIT,19.9
5107780824,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Mitch Keller (42557872),Mitch Keller,42557872,P,7500,SD@PIT 04/07/2026 06:40PM ET,PIT,16.6
5107780825,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,SP,Reynaldo Lopez (42557251),Reynaldo Lopez,42557251,P,7500,ATL@LAA 04/07/2026 09:38PM ET,ATL,15.38
5107780826,MLB $300 Dime Time [Just $0.10!],189505025,$0.10,,,,,,,,,,,,RP,AJ Smith-Shawver (42557863),AJ Smith-Shawver,42557863,P,7500,ATL@LAA 04/07/2026 09:38PM ET,ATL,0
,,,,,,,,,,,,,,,SP,Bryce Elder (42557873),Bryce Elder,42557873,P,7500,ATL@LAA 04/07/2026 09:38PM ET,ATL,26.32
,,,,,,,,,,,,,,,SP,Lance McCullers Jr. (42557874),Lance McCullers Jr.,42557874,P,7400,HOU@COL 04/07/2026 08:40PM ET,HOU,19.48
,,,,,,,,,,,,,,,SP,Spencer Arrighetti (42557875),Spencer Arrighetti,42557875,P,7400,HOU@COL 04/07/2026 08:40PM ET,HOU,0
,,,,,,,,,,,,,,,SP,Tatsuya Imai (42557876),Tatsuya Imai,42557876,P,7400,HOU@COL 04/07/2026 08:40PM ET,HOU,16.48
,,,,,,,,,,,,,,,SP,Brandon Walter (42557877),Brandon Walter,42557877,P,7400,HOU@COL 04/07/2026 08:40PM ET,HOU,0
,,,,,,,,,,,,,,,RP,Shane Drohan (42557881),Shane Drohan,42557881,P,7300,MIL@BOS 04/07/2026 06:45PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Jake Woodford (42557882),Jake Woodford,42557882,P,7300,MIL@BOS 04/07/2026 06:45PM ET,MIL,7.78
,,,,,,,,,,,,,,,SP,Brandon Sproat (42557883),Brandon Sproat,42557883,P,7300,MIL@BOS 04/07/2026 06:45PM ET,MIL,-1.6
,,,,,,,,,,,,,,,SP,Quinn Priester (42557884),Quinn Priester,42557884,P,7300,MIL@BOS 04/07/2026 06:45PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Joe Boyle (42557878),Joe Boyle,42557878,P,7300,CHC@TB 04/07/2026 06:40PM ET,TB,18.75
,,,,,,,,,,,,,,,SP,Ryan Pepiot (42557879),Ryan Pepiot,42557879,P,7300,CHC@TB 04/07/2026 06:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Ian Seymour (42557880),Ian Seymour,42557880,P,7300,CHC@TB 04/07/2026 06:40PM ET,TB,-0.1
,,,,,,,,,,,,,,,SP,Taj Bradley (42557252),Taj Bradley,42557252,P,7300,DET@MIN 04/07/2026 07:40PM ET,MIN,21.02
,,,,,,,,,,,,,,,SP,Dustin May (42557891),Dustin May,42557891,P,7200,STL@WSH 04/07/2026 06:45PM ET,STL,-4.05
,,,,,,,,,,,,,,,SP,Michael McGreevy (42557892),Michael McGreevy,42557892,P,7200,STL@WSH 04/07/2026 06:45PM ET,STL,15.3
,,,,,,,,,,,,,,,RP,Andre Pallante (42557893),Andre Pallante,42557893,P,7200,STL@WSH 04/07/2026 06:45PM ET,STL,12.35
,,,,,,,,,,,,,,,RP,Matt Bowman (42557886),Matt Bowman,42557886,P,7200,DET@MIN 04/07/2026 07:40PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Mick Abel (42557887),Mick Abel,42557887,P,7200,DET@MIN 04/07/2026 07:40PM ET,MIN,-0.65
,,,,,,,,,,,,,,,SP,Bailey Ober (42557894),Bailey Ober,42557894,P,7200,DET@MIN 04/07/2026 07:40PM ET,MIN,4.7
,,,,,,,,,,,,,,,SP,Simeon Woods Richardson (42557895),Simeon Woods Richardson,42557895,P,7200,DET@MIN 04/07/2026 07:40PM ET,MIN,12.22
,,,,,,,,,,,,,,,SP,David Festa (42557896),David Festa,42557896,P,7200,DET@MIN 04/07/2026 07:40PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Walker Buehler (42557888),Walker Buehler,42557888,P,7200,SD@PIT 04/07/2026 06:40PM ET,SD,3.3
,,,,,,,,,,,,,,,SP,Reid Detmers (42557885),Reid Detmers,42557885,P,7200,ATL@LAA 04/07/2026 09:38PM ET,LAA,18.55
,,,,,,,,,,,,,,,RP,Jose Soriano (42557889),Jose Soriano,42557889,P,7200,ATL@LAA 04/07/2026 09:38PM ET,LAA,29.73
,,,,,,,,,,,,,,,SP,Jack Kochanowicz (42557890),Jack Kochanowicz,42557890,P,7200,ATL@LAA 04/07/2026 09:38PM ET,LAA,13.38
,,,,,,,,,,,,,,,SP,Jameson Taillon (42557900),Jameson Taillon,42557900,P,7000,CHC@TB 04/07/2026 06:40PM ET,CHC,12.1
,,,,,,,,,,,,,,,SP,Andrew Abbott (42557253),Andrew Abbott,42557253,P,7000,CIN@MIA 04/07/2026 06:40PM ET,CIN,13.32
,,,,,,,,,,,,,,,RP,Janson Junk (42557901),Janson Junk,42557901,P,7000,CIN@MIA 04/07/2026 06:40PM ET,MIA,12.92
,,,,,,,,,,,,,,,SP,Braxton Garrett (42557903),Braxton Garrett,42557903,P,7000,CIN@MIA 04/07/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Dax Fulton (42557904),Dax Fulton,42557904,P,7000,CIN@MIA 04/07/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Adam Mazur (42557905),Adam Mazur,42557905,P,7000,CIN@MIA 04/07/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Chris Paddack (42557906),Chris Paddack,42557906,P,7000,CIN@MIA 04/07/2026 06:40PM ET,MIA,6.95
,,,,,,,,,,,,,,,RP,Ryan Gusto (42557907),Ryan Gusto,42557907,P,7000,CIN@MIA 04/07/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Ryan Weathers (42557897),Ryan Weathers,42557897,P,7000,ATH@NYY 04/07/2026 07:05PM ET,NYY,11.5
,,,,,,,,,,,,,,,RP,Ryan Yarbrough (42557902),Ryan Yarbrough,42557902,P,7000,ATH@NYY 04/07/2026 07:05PM ET,NYY,5.4
,,,,,,,,,,,,,,,SP,Carson Whisenhunt (42557898),Carson Whisenhunt,42557898,P,7000,PHI@SF 04/07/2026 09:45PM ET,SF,0
,,,,,,,,,,,,,,,SP,Tyler Mahle (42557899),Tyler Mahle,42557899,P,7000,PHI@SF 04/07/2026 09:45PM ET,SF,7.32
,,,,,,,,,,,,,,,RP,Cody Bradford (42557910),Cody Bradford,42557910,P,6800,SEA@TEX 04/07/2026 08:05PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Jordan Montgomery (42557911),Jordan Montgomery,42557911,P,6800,SEA@TEX 04/07/2026 08:05PM ET,TEX,0
,,,,,,,,,,,,,,,RP,Jakob Junis (42557912),Jakob Junis,42557912,P,6800,SEA@TEX 04/07/2026 08:05PM ET,TEX,4.06
,,,,,,,,,,,,,,,RP,Jacob Latz (42557913),Jacob Latz,42557913,P,6800,SEA@TEX 04/07/2026 08:05PM ET,TEX,6.64
