Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5122673313,MLB $15K Base Hit [Single Entry],189894012,$12,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5122673808,MLB $1.5K Daily Dollar [Single Entry] ,189894016,$1,,,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5122683446,MLB $300 Dime Time [Just $0.10!],189913466,$0.10,,,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5122683447,MLB $300 Dime Time [Just $0.10!],189913466,$0.10,,,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5122683448,MLB $300 Dime Time [Just $0.10!],189913466,$0.10,,,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5122683449,MLB $300 Dime Time [Just $0.10!],189913466,$0.10,,,,,,,,,,,,
5122683450,MLB $300 Dime Time [Just $0.10!],189913466,$0.10,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
5122683497,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Blake Snell (42730935),Blake Snell,42730935,P,9200,CHC@LAD 04/24/2026 10:15PM ET,LAD,0
5122683498,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Yoshinobu Yamamoto (42730936),Yoshinobu Yamamoto,42730936,P,9200,CHC@LAD 04/24/2026 10:15PM ET,LAD,20.3
5122683499,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Sandy Alcantara (42730325),Sandy Alcantara,42730325,P,9200,MIA@SF 04/24/2026 10:15PM ET,MIA,18.34
5122683500,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Max Fried (42730937),Max Fried,42730937,P,9100,NYY@HOU 04/24/2026 08:10PM ET,NYY,21.1
5122683501,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Taj Bradley (42730326),Taj Bradley,42730326,P,9000,MIN@TB 04/24/2026 07:10PM ET,MIN,22.13
5122683502,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Joe Ryan (42730938),Joe Ryan,42730938,P,9000,MIN@TB 04/24/2026 07:10PM ET,MIN,16.29
5122683503,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Pablo Lopez (42730939),Pablo Lopez,42730939,P,9000,MIN@TB 04/24/2026 07:10PM ET,MIN,0
5122683504,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Parker Messick (42730943),Parker Messick,42730943,P,8800,CLE@TOR 04/24/2026 07:07PM ET,CLE,22.04
5122683505,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Edward Cabrera (42730941),Edward Cabrera,42730941,P,8800,CHC@LAD 04/24/2026 10:15PM ET,CHC,15.95
5122683506,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Shota Imanaga (42730942),Shota Imanaga,42730942,P,8800,CHC@LAD 04/24/2026 10:15PM ET,CHC,22.13
5122683507,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Freddy Peralta (42730327),Freddy Peralta,42730327,P,8800,COL@NYM 04/24/2026 07:10PM ET,NYM,15.48
5122683508,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,RP,Clay Holmes (42730940),Clay Holmes,42730940,P,8800,COL@NYM 04/24/2026 07:10PM ET,NYM,16.06
5122683509,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Kodai Senga (42730945),Kodai Senga,42730945,P,8800,COL@NYM 04/24/2026 07:10PM ET,NYM,7.3
5122683510,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Logan Webb (42730944),Logan Webb,42730944,P,8800,MIA@SF 04/24/2026 10:15PM ET,SF,13.58
5122683511,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Dylan Cease (42730946),Dylan Cease,42730946,P,8700,CLE@TOR 04/24/2026 07:07PM ET,TOR,23.47
5122683512,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Kevin Gausman (42730947),Kevin Gausman,42730947,P,8700,CLE@TOR 04/24/2026 07:07PM ET,TOR,20.59
5122683513,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Spencer Schwellenbach (42730948),Spencer Schwellenbach,42730948,P,8700,PHI@ATL 04/24/2026 07:15PM ET,ATL,0
5122683514,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,RP,AJ Smith-Shawver (42730949),AJ Smith-Shawver,42730949,P,8700,PHI@ATL 04/24/2026 07:15PM ET,ATL,0
5122683515,MLB $300 Dime Time [Just $0.10!],189913504,$0.10,,,,,,,,,,,,SP,Will Warren (42730328),Will Warren,42730328,P,8600,NYY@HOU 04/24/2026 08:10PM ET,NYY,19.12
,,,,,,,,,,,,,,,SP,Cam Schlittler (42730950),Cam Schlittler,42730950,P,8600,NYY@HOU 04/24/2026 08:10PM ET,NYY,24.11
,,,,,,,,,,,,,,,SP,Gerrit Cole (42730951),Gerrit Cole,42730951,P,8600,NYY@HOU 04/24/2026 08:10PM ET,NYY,0
,,,,,,,,,,,,,,,SP,Clarke Schmidt (42730952),Clarke Schmidt,42730952,P,8600,NYY@HOU 04/24/2026 08:10PM ET,NYY,0
,,,,,,,,,,,,,,,SP,Nathan Eovaldi (42730329),Nathan Eovaldi,42730329,P,8500,ATH@TEX 04/24/2026 08:05PM ET,TEX,14.16
,,,,,,,,,,,,,,,SP,MacKenzie Gore (42730953),MacKenzie Gore,42730953,P,8500,ATH@TEX 04/24/2026 08:05PM ET,TEX,18.66
,,,,,,,,,,,,,,,SP,Jacob deGrom (42730954),Jacob deGrom,42730954,P,8500,ATH@TEX 04/24/2026 08:05PM ET,TEX,21.36
,,,,,,,,,,,,,,,SP,Jack Leiter (42730955),Jack Leiter,42730955,P,8500,ATH@TEX 04/24/2026 08:05PM ET,TEX,13.64
,,,,,,,,,,,,,,,RP,Jose Soriano (42730956),Jose Soriano,42730956,P,8400,LAA@KC 04/24/2026 07:40PM ET,LAA,28.36
,,,,,,,,,,,,,,,SP,Drew Rasmussen (42730330),Drew Rasmussen,42730330,P,8300,MIN@TB 04/24/2026 07:10PM ET,TB,17.26
,,,,,,,,,,,,,,,SP,Steven Matz (42730957),Steven Matz,42730957,P,8300,MIN@TB 04/24/2026 07:10PM ET,TB,14.43
,,,,,,,,,,,,,,,SP,Shane McClanahan (42730958),Shane McClanahan,42730958,P,8300,MIN@TB 04/24/2026 07:10PM ET,TB,11.52
,,,,,,,,,,,,,,,SP,Logan Henderson (42730959),Logan Henderson,42730959,P,8300,PIT@MIL 04/24/2026 07:40PM ET,MIL,4.1
,,,,,,,,,,,,,,,RP,Kyle Harrison (42730960),Kyle Harrison,42730960,P,8300,PIT@MIL 04/24/2026 07:40PM ET,MIL,13.19
,,,,,,,,,,,,,,,SP,Emmet Sheehan (42730331),Emmet Sheehan,42730331,P,8200,CHC@LAD 04/24/2026 10:15PM ET,LAD,11.55
,,,,,,,,,,,,,,,SP,Tyler Glasnow (42730962),Tyler Glasnow,42730962,P,8200,CHC@LAD 04/24/2026 10:15PM ET,LAD,26.09
,,,,,,,,,,,,,,,SP,Justin Wrobleski (42730964),Justin Wrobleski,42730964,P,8200,CHC@LAD 04/24/2026 10:15PM ET,LAD,15.35
,,,,,,,,,,,,,,,RP,Seth Lugo (42730961),Seth Lugo,42730961,P,8200,LAA@KC 04/24/2026 07:40PM ET,KC,21.02
,,,,,,,,,,,,,,,SP,Kris Bubic (42730966),Kris Bubic,42730966,P,8200,LAA@KC 04/24/2026 07:40PM ET,KC,17.06
,,,,,,,,,,,,,,,SP,Cole Ragans (42730967),Cole Ragans,42730967,P,8200,LAA@KC 04/24/2026 07:40PM ET,KC,8.45
,,,,,,,,,,,,,,,SP,Michael Wacha (42730968),Michael Wacha,42730968,P,8200,LAA@KC 04/24/2026 07:40PM ET,KC,20.03
,,,,,,,,,,,,,,,SP,Eury Perez (42730963),Eury Perez,42730963,P,8200,MIA@SF 04/24/2026 10:15PM ET,MIA,14.86
,,,,,,,,,,,,,,,SP,Max Meyer (42730965),Max Meyer,42730965,P,8200,MIA@SF 04/24/2026 10:15PM ET,MIA,14.89
,,,,,,,,,,,,,,,SP,Carlos Rodon (42730969),Carlos Rodon,42730969,P,8100,NYY@HOU 04/24/2026 08:10PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Braxton Ashcraft (42730972),Braxton Ashcraft,42730972,P,8000,PIT@MIL 04/24/2026 07:40PM ET,PIT,20.03
,,,,,,,,,,,,,,,RP,Bubba Chandler (42730973),Bubba Chandler,42730973,P,8000,PIT@MIL 04/24/2026 07:40PM ET,PIT,10.36
,,,,,,,,,,,,,,,SP,Robbie Ray (42730970),Robbie Ray,42730970,P,8000,MIA@SF 04/24/2026 10:15PM ET,SF,19.43
,,,,,,,,,,,,,,,RP,Landen Roupp (42730971),Landen Roupp,42730971,P,8000,MIA@SF 04/24/2026 10:15PM ET,SF,21.65
,,,,,,,,,,,,,,,RP,Jeffrey Springs (42730974),Jeffrey Springs,42730974,P,7900,ATH@TEX 04/24/2026 08:05PM ET,ATH,18.67
,,,,,,,,,,,,,,,SP,Tanner Bibee (42730975),Tanner Bibee,42730975,P,7800,CLE@TOR 04/24/2026 07:07PM ET,CLE,10.64
,,,,,,,,,,,,,,,SP,Slade Cecconi (42730976),Slade Cecconi,42730976,P,7800,CLE@TOR 04/24/2026 07:07PM ET,CLE,7.26
,,,,,,,,,,,,,,,RP,Joey Cantillo (42730977),Joey Cantillo,42730977,P,7800,CLE@TOR 04/24/2026 07:07PM ET,CLE,16.52
,,,,,,,,,,,,,,,SP,Spencer Arrighetti (42730982),Spencer Arrighetti,42730982,P,7800,NYY@HOU 04/24/2026 08:10PM ET,HOU,20.68
,,,,,,,,,,,,,,,SP,Jameson Taillon (42730332),Jameson Taillon,42730332,P,7800,CHC@LAD 04/24/2026 10:15PM ET,CHC,14.75
,,,,,,,,,,,,,,,SP,Matthew Boyd (42730978),Matthew Boyd,42730978,P,7800,CHC@LAD 04/24/2026 10:15PM ET,CHC,17.3
,,,,,,,,,,,,,,,SP,Justin Steele (42730979),Justin Steele,42730979,P,7800,CHC@LAD 04/24/2026 10:15PM ET,CHC,0
,,,,,,,,,,,,,,,SP,Jordan Wicks (42730980),Jordan Wicks,42730980,P,7800,CHC@LAD 04/24/2026 10:15PM ET,CHC,0
,,,,,,,,,,,,,,,SP,Cade Horton (42730981),Cade Horton,42730981,P,7800,CHC@LAD 04/24/2026 10:15PM ET,CHC,10.45
,,,,,,,,,,,,,,,RP,Ben Brown (42730983),Ben Brown,42730983,P,7800,CHC@LAD 04/24/2026 10:15PM ET,CHC,8.02
,,,,,,,,,,,,,,,RP,Colin Rea (42730984),Colin Rea,42730984,P,7800,CHC@LAD 04/24/2026 10:15PM ET,CHC,14.88
,,,,,,,,,,,,,,,SP,Javier Assad (42730985),Javier Assad,42730985,P,7800,CHC@LAD 04/24/2026 10:15PM ET,CHC,8.02
,,,,,,,,,,,,,,,RP,Grant Holmes (42730333),Grant Holmes,42730333,P,7700,PHI@ATL 04/24/2026 07:15PM ET,ATL,13.57
,,,,,,,,,,,,,,,RP,Joey Wentz (42730986),Joey Wentz,42730986,P,7700,PHI@ATL 04/24/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,SP,Hurston Waldrep (42730987),Hurston Waldrep,42730987,P,7700,PHI@ATL 04/24/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Reynaldo Lopez (42730988),Reynaldo Lopez,42730988,P,7700,PHI@ATL 04/24/2026 07:15PM ET,ATL,11.11
,,,,,,,,,,,,,,,SP,Bryce Elder (42730989),Bryce Elder,42730989,P,7700,PHI@ATL 04/24/2026 07:15PM ET,ATL,21.78
,,,,,,,,,,,,,,,SP,Foster Griffin (42730990),Foster Griffin,42730990,P,7700,WSH@CWS 04/24/2026 07:40PM ET,WSH,15.24
,,,,,,,,,,,,,,,SP,Connelly Early (42730991),Connelly Early,42730991,P,7600,BOS@BAL 04/24/2026 07:05PM ET,BOS,14.13
,,,,,,,,,,,,,,,SP,Sonny Gray (42730992),Sonny Gray,42730992,P,7600,BOS@BAL 04/24/2026 07:05PM ET,BOS,9.03
,,,,,,,,,,,,,,,SP,Ranger Suarez (42730993),Ranger Suarez,42730993,P,7600,BOS@BAL 04/24/2026 07:05PM ET,BOS,12.03
,,,,,,,,,,,,,,,RP,Ryan Weathers (42730994),Ryan Weathers,42730994,P,7600,NYY@HOU 04/24/2026 08:10PM ET,NYY,19.75
,,,,,,,,,,,,,,,SP,Luis Gil (42730995),Luis Gil,42730995,P,7600,NYY@HOU 04/24/2026 08:10PM ET,NYY,10.17
,,,,,,,,,,,,,,,RP,Ryan Yarbrough (42730996),Ryan Yarbrough,42730996,P,7600,NYY@HOU 04/24/2026 08:10PM ET,NYY,1.76
,,,,,,,,,,,,,,,SP,Dean Kremer (42730334),Dean Kremer,42730334,P,7500,BOS@BAL 04/24/2026 07:05PM ET,BAL,20.38
,,,,,,,,,,,,,,,SP,Trevor Rogers (42730997),Trevor Rogers,42730997,P,7500,BOS@BAL 04/24/2026 07:05PM ET,BAL,14.62
,,,,,,,,,,,,,,,SP,Kyle Bradish (42730998),Kyle Bradish,42730998,P,7500,BOS@BAL 04/24/2026 07:05PM ET,BAL,12.65
,,,,,,,,,,,,,,,SP,Shane Baz (42731003),Shane Baz,42731003,P,7500,BOS@BAL 04/24/2026 07:05PM ET,BAL,10.55
,,,,,,,,,,,,,,,SP,Zach Eflin (42731004),Zach Eflin,42731004,P,7500,BOS@BAL 04/24/2026 07:05PM ET,BAL,16.65
,,,,,,,,,,,,,,,SP,Cade Povich (42731005),Cade Povich,42731005,P,7500,BOS@BAL 04/24/2026 07:05PM ET,BAL,16.28
,,,,,,,,,,,,,,,SP,Brandon Young (42731006),Brandon Young,42731006,P,7500,BOS@BAL 04/24/2026 07:05PM ET,BAL,16.85
,,,,,,,,,,,,,,,SP,Davis Martin (42731007),Davis Martin,42731007,P,7500,WSH@CWS 04/24/2026 07:40PM ET,CWS,20.14
,,,,,,,,,,,,,,,SP,Noah Schultz (42731008),Noah Schultz,42731008,P,7500,WSH@CWS 04/24/2026 07:40PM ET,CWS,15.8
,,,,,,,,,,,,,,,SP,Emerson Hancock (42730999),Emerson Hancock,42730999,P,7500,SEA@STL 04/24/2026 08:15PM ET,SEA,18.98
,,,,,,,,,,,,,,,SP,Logan Evans (42731000),Logan Evans,42731000,P,7500,SEA@STL 04/24/2026 08:15PM ET,SEA,0
,,,,,,,,,,,,,,,SP,Bryce Miller (42731001),Bryce Miller,42731001,P,7500,SEA@STL 04/24/2026 08:15PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Cooper Criswell (42731002),Cooper Criswell,42731002,P,7500,SEA@STL 04/24/2026 08:15PM ET,SEA,4.02
,,,,,,,,,,,,,,,SP,Grayson Rodriguez (42731009),Grayson Rodriguez,42731009,P,7400,LAA@KC 04/24/2026 07:40PM ET,LAA,0
,,,,,,,,,,,,,,,SP,Reid Detmers (42731010),Reid Detmers,42731010,P,7400,LAA@KC 04/24/2026 07:40PM ET,LAA,16.82
,,,,,,,,,,,,,,,SP,Jack Kochanowicz (42731011),Jack Kochanowicz,42731011,P,7400,LAA@KC 04/24/2026 07:40PM ET,LAA,13.81
,,,,,,,,,,,,,,,RP,Walbert Urena (42731012),Walbert Urena,42731012,P,7400,LAA@KC 04/24/2026 07:40PM ET,LAA,8.28
,,,,,,,,,,,,,,,SP,Logan Allen (42731019),Logan Allen,42731019,P,7300,CLE@TOR 04/24/2026 07:07PM ET,CLE,0
,,,,,,,,,,,,,,,SP,Andrew Painter (42730335),Andrew Painter,42730335,P,7300,PHI@ATL 04/24/2026 07:15PM ET,PHI,12.91
,,,,,,,,,,,,,,,SP,Aaron Nola (42731017),Aaron Nola,42731017,P,7300,PHI@ATL 04/24/2026 07:15PM ET,PHI,13.72
,,,,,,,,,,,,,,,SP,Alex McFarlane (42731027),Alex McFarlane,42731027,P,7300,PHI@ATL 04/24/2026 07:15PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Seth Johnson (42731028),Seth Johnson,42731028,P,7300,PHI@ATL 04/24/2026 07:15PM ET,PHI,1.62
,,,,,,,,,,,,,,,RP,Jonathan Bowlan (42731029),Jonathan Bowlan,42731029,P,7300,PHI@ATL 04/24/2026 07:15PM ET,PHI,3.48
,,,,,,,,,,,,,,,RP,Joe Boyle (42731013),Joe Boyle,42731013,P,7300,MIN@TB 04/24/2026 07:10PM ET,TB,13.02
,,,,,,,,,,,,,,,RP,Jesse Scholtens (42731014),Jesse Scholtens,42731014,P,7300,MIN@TB 04/24/2026 07:10PM ET,TB,14.77
,,,,,,,,,,,,,,,RP,Ian Seymour (42731015),Ian Seymour,42731015,P,7300,MIN@TB 04/24/2026 07:10PM ET,TB,2.34
,,,,,,,,,,,,,,,SP,Ryan Pepiot (42731016),Ryan Pepiot,42731016,P,7300,MIN@TB 04/24/2026 07:10PM ET,TB,0
,,,,,,,,,,,,,,,RP,Nick Martinez (42731018),Nick Martinez,42731018,P,7300,MIN@TB 04/24/2026 07:10PM ET,TB,15.54
,,,,,,,,,,,,,,,RP,Jake Woodford (42731020),Jake Woodford,42731020,P,7300,PIT@MIL 04/24/2026 07:40PM ET,MIL,2.37
,,,,,,,,,,,,,,,SP,Coleman Crow (42731021),Coleman Crow,42731021,P,7300,PIT@MIL 04/24/2026 07:40PM ET,MIL,13
,,,,,,,,,,,,,,,RP,Shane Drohan (42731022),Shane Drohan,42731022,P,7300,PIT@MIL 04/24/2026 07:40PM ET,MIL,-0.2
,,,,,,,,,,,,,,,SP,Chad Patrick (42731023),Chad Patrick,42731023,P,7300,PIT@MIL 04/24/2026 07:40PM ET,MIL,9.67
,,,,,,,,,,,,,,,SP,Quinn Priester (42731024),Quinn Priester,42731024,P,7300,PIT@MIL 04/24/2026 07:40PM ET,MIL,0
,,,,,,,,,,,,,,,SP,Brandon Sproat (42731025),Brandon Sproat,42731025,P,7300,PIT@MIL 04/24/2026 07:40PM ET,MIL,7.45
,,,,,,,,,,,,,,,SP,Robert Gasser (42731026),Robert Gasser,42731026,P,7300,PIT@MIL 04/24/2026 07:40PM ET,MIL,0
,,,,,,,,,,,,,,,SP,Roki Sasaki (42731031),Roki Sasaki,42731031,P,7200,CHC@LAD 04/24/2026 10:15PM ET,LAD,7.34
,,,,,,,,,,,,,,,SP,Noah Cameron (42730336),Noah Cameron,42730336,P,7200,LAA@KC 04/24/2026 07:40PM ET,KC,10.4
,,,,,,,,,,,,,,,SP,Alec Marsh (42731032),Alec Marsh,42731032,P,7200,LAA@KC 04/24/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,RP,Luinder Avila (42731033),Luinder Avila,42731033,P,7200,LAA@KC 04/24/2026 07:40PM ET,KC,1.35
,,,,,,,,,,,,,,,RP,Bailey Falter (42731034),Bailey Falter,42731034,P,7200,LAA@KC 04/24/2026 07:40PM ET,KC,-0.25
,,,,,,,,,,,,,,,RP,Mason Black (42731035),Mason Black,42731035,P,7200,LAA@KC 04/24/2026 07:40PM ET,KC,4.2
,,,,,,,,,,,,,,,RP,Stephen Kolek (42731036),Stephen Kolek,42731036,P,7200,LAA@KC 04/24/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,RP,Daniel Lynch IV (42731037),Daniel Lynch IV,42731037,P,7200,LAA@KC 04/24/2026 07:40PM ET,KC,4.83
,,,,,,,,,,,,,,,RP,Mitch Spence (42731038),Mitch Spence,42731038,P,7200,LAA@KC 04/24/2026 07:40PM ET,KC,-2.4
,,,,,,,,,,,,,,,RP,Ryan Bergert (42731039),Ryan Bergert,42731039,P,7200,LAA@KC 04/24/2026 07:40PM ET,KC,0
,,,,,,,,,,,,,,,RP,Janson Junk (42731030),Janson Junk,42731030,P,7200,MIA@SF 04/24/2026 10:15PM ET,MIA,11.51
,,,,,,,,,,,,,,,SP,Bailey Ober (42731040),Bailey Ober,42731040,P,7000,MIN@TB 04/24/2026 07:10PM ET,MIN,14.14
,,,,,,,,,,,,,,,SP,Zebby Matthews (42731041),Zebby Matthews,42731041,P,7000,MIN@TB 04/24/2026 07:10PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Mick Abel (42731042),Mick Abel,42731042,P,7000,MIN@TB 04/24/2026 07:10PM ET,MIN,14.19
,,,,,,,,,,,,,,,SP,Marco Raya (42731047),Marco Raya,42731047,P,7000,MIN@TB 04/24/2026 07:10PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Matt Bowman (42731048),Matt Bowman,42731048,P,7000,MIN@TB 04/24/2026 07:10PM ET,MIN,0
,,,,,,,,,,,,,,,SP,David Festa (42731053),David Festa,42731053,P,7000,MIN@TB 04/24/2026 07:10PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Simeon Woods Richardson (42731054),Simeon Woods Richardson,42731054,P,7000,MIN@TB 04/24/2026 07:10PM ET,MIN,5.15
,,,,,,,,,,,,,,,RP,Kendry Rojas (42731055),Kendry Rojas,42731055,P,7000,MIN@TB 04/24/2026 07:10PM ET,MIN,1.5
,,,,,,,,,,,,,,,SP,Jared Jones (42731043),Jared Jones,42731043,P,7000,PIT@MIL 04/24/2026 07:40PM ET,PIT,0
,,,,,,,,,,,,,,,RP,Carmen Mlodzinski (42731044),Carmen Mlodzinski,42731044,P,7000,PIT@MIL 04/24/2026 07:40PM ET,PIT,14.38
,,,,,,,,,,,,,,,SP,Mitch Keller (42731045),Mitch Keller,42731045,P,7000,PIT@MIL 04/24/2026 07:40PM ET,PIT,14.69
,,,,,,,,,,,,,,,SP,Antwone Kelly (42731049),Antwone Kelly,42731049,P,7000,PIT@MIL 04/24/2026 07:40PM ET,PIT,0
,,,,,,,,,,,,,,,SP,Hunter Barco (42731050),Hunter Barco,42731050,P,7000,PIT@MIL 04/24/2026 07:40PM ET,PIT,1.54
,,,,,,,,,,,,,,,SP,Jose Urquidy (42731051),Jose Urquidy,42731051,P,7000,PIT@MIL 04/24/2026 07:40PM ET,PIT,0.81
,,,,,,,,,,,,,,,SP,Thomas Harrington (42731052),Thomas Harrington,42731052,P,7000,PIT@MIL 04/24/2026 07:40PM ET,PIT,0
,,,,,,,,,,,,,,,SP,Tyler Mahle (42731046),Tyler Mahle,42731046,P,7000,MIA@SF 04/24/2026 10:15PM ET,SF,11.83
,,,,,,,,,,,,,,,SP,Luis Severino (42730337),Luis Severino,42730337,P,6900,ATH@TEX 04/24/2026 08:05PM ET,ATH,9.82
,,,,,,,,,,,,,,,RP,J.T. Ginn (42731056),J.T. Ginn,42731056,P,6900,ATH@TEX 04/24/2026 08:05PM ET,ATH,8.49
