Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,,Instructions,,,,,,,,
5118505230,NBA $0.25 Winner Take All [$50 to 1st] (Night),189751905,$0.25 ,Jalen Suggs (42685286),Stephon Castle (42685347),Ausar Thompson (42685340),Paolo Banchero (42685308),Victor Wembanyama (42685325),Kevin Huerter (42685204),Kris Murray (42685268),Paul Reed (42685221),,PF,Paolo Banchero (42685308),Paolo Banchero,42685308,PF/F/UTIL,8600,ORL@DET 04/19/2026 06:30PM ET,ORL,42.57
5118505231,NBA $0.25 Winner Take All [$50 to 1st] (Night),189751905,$0.25 ,Cade Cunningham (42685273),Toumani Camara (42685248),Franz Wagner (42685259),Paolo Banchero (42685308),Jalen Duren (42685317),Keldon Johnson (42685228),Devin Vassell (42685223),Carter Bryant (42685360),,C,Jalen Duren (42685317),Jalen Duren,42685317,C/UTIL,7800,ORL@DET 04/19/2026 06:30PM ET,DET,38.11
5118505232,NBA $0.25 Winner Take All [$50 to 1st] (Night),189751905,$0.25 ,De'Aaron Fox (42685211),Stephon Castle (42685347),Carter Bryant (42685360),Tobias Harris (42685160),Victor Wembanyama (42685325),Daniss Jenkins (42685262),Javonte Green (42685165),Deni Avdija (42685295),,SG,Stephon Castle (42685347),Stephon Castle,42685347,SG/G/UTIL,7700,POR@SAS 04/19/2026 09:00PM ET,SAS,36.98
5118505233,NBA $0.25 Winner Take All [$50 to 1st] (Night),189751905,$0.25 ,Cade Cunningham (42685273),Stephon Castle (42685347),Carter Bryant (42685360),Ronald Holland II (42685350),Donovan Clingan (42685335),De'Aaron Fox (42685211),Deni Avdija (42685295),Jamal Cain (42685214),,SG,Desmond Bane (42685201),Desmond Bane,42685201,SG/G/UTIL,7500,ORL@DET 04/19/2026 06:30PM ET,ORL,34.48
5118505184,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,Jrue Holiday (42685145),Stephon Castle (42685347),Deni Avdija (42685295),Julian Champagnie (42685251),Victor Wembanyama (42685325),Kevin Huerter (42685204),Jamal Cain (42685214),Paul Reed (42685221),,C,Donovan Clingan (42685335),Donovan Clingan,42685335,C/UTIL,7200,POR@SAS 04/19/2026 09:00PM ET,POR,34.87
5118505185,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,De'Aaron Fox (42685211),Toumani Camara (42685248),Devin Vassell (42685223),Jerami Grant (42685174),Victor Wembanyama (42685325),Scoot Henderson (42685319),Matisse Thybulle (42685190),Deni Avdija (42685295),,PG,De'Aaron Fox (42685211),De'Aaron Fox,42685211,PG/G/UTIL,7100,POR@SAS 04/19/2026 09:00PM ET,SAS,34.57
5118505186,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,De'Aaron Fox (42685211),Toumani Camara (42685248),Devin Vassell (42685223),Jerami Grant (42685174),Victor Wembanyama (42685325),Scoot Henderson (42685319),Matisse Thybulle (42685190),Deni Avdija (42685295),,PG,Jrue Holiday (42685145),Jrue Holiday,42685145,PG/G/UTIL,6800,POR@SAS 04/19/2026 09:00PM ET,POR,33.62
5118505187,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,Cade Cunningham (42685273),Toumani Camara (42685248),Carter Bryant (42685360),Paolo Banchero (42685308),Jalen Duren (42685317),Jrue Holiday (42685145),Keldon Johnson (42685228),Paul Reed (42685221),,PG,Jalen Suggs (42685286),Jalen Suggs,42685286,PG/G/UTIL,6700,ORL@DET 04/19/2026 06:30PM ET,ORL,31.61
5118505188,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,De'Aaron Fox (42685211),Dylan Harper (42685353),Franz Wagner (42685259),Tobias Harris (42685160),Jalen Duren (42685317),Jalen Suggs (42685286),Carter Bryant (42685360),Deni Avdija (42685295),,SF,Franz Wagner (42685259),Franz Wagner,42685259,SF/F/UTIL,6100,ORL@DET 04/19/2026 06:30PM ET,ORL,34.14
5118505189,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,Cade Cunningham (42685273),Toumani Camara (42685248),Devin Vassell (42685223),Paolo Banchero (42685308),Donovan Clingan (42685335),De'Aaron Fox (42685211),Ronald Holland II (42685350),Paul Reed (42685221),,SG,Toumani Camara (42685248),Toumani Camara,42685248,SG/G/UTIL,5500,POR@SAS 04/19/2026 09:00PM ET,POR,27.1
5118505190,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,Cade Cunningham (42685273),Toumani Camara (42685248),Devin Vassell (42685223),Paolo Banchero (42685308),Donovan Clingan (42685335),De'Aaron Fox (42685211),Ronald Holland II (42685350),Paul Reed (42685221),,C,Wendell Carter Jr. (42685219),Wendell Carter Jr.,42685219,C/UTIL,5300,ORL@DET 04/19/2026 06:30PM ET,ORL,26.87
5118505191,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,De'Aaron Fox (42685211),Stephon Castle (42685347),Carter Bryant (42685360),Tobias Harris (42685160),Victor Wembanyama (42685325),Deni Avdija (42685295),Jamal Cain (42685214),Paul Reed (42685221),,SF,Ausar Thompson (42685340),Ausar Thompson,42685340,SF/F/UTIL,5200,ORL@DET 04/19/2026 06:30PM ET,DET,26.96
5118505192,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,Cade Cunningham (42685273),Stephon Castle (42685347),Carter Bryant (42685360),Paolo Banchero (42685308),Victor Wembanyama (42685325),Kevin Huerter (42685204),Jamal Cain (42685214),Kris Murray (42685268),,PF,Tobias Harris (42685160),Tobias Harris,42685160,PF/F/UTIL,5000,ORL@DET 04/19/2026 06:30PM ET,DET,26.31
5118505193,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,De'Aaron Fox (42685211),Stephon Castle (42685347),Devin Vassell (42685223),Ronald Holland II (42685350),Jalen Duren (42685317),Jrue Holiday (42685145),Carter Bryant (42685360),Deni Avdija (42685295),,SF,Devin Vassell (42685223),Devin Vassell,42685223,SF/F/UTIL,4900,POR@SAS 04/19/2026 09:00PM ET,SAS,25.9
5118505194,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,Jalen Suggs (42685286),Toumani Camara (42685248),Franz Wagner (42685259),Julian Champagnie (42685251),Victor Wembanyama (42685325),Deni Avdija (42685295),Matisse Thybulle (42685190),Kevin Huerter (42685204),,PG,Scoot Henderson (42685319),Scoot Henderson,42685319,PG/G/UTIL,4800,POR@SAS 04/19/2026 09:00PM ET,POR,25.17
5118505195,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,Jrue Holiday (42685145),Stephon Castle (42685347),Carter Bryant (42685360),Paolo Banchero (42685308),Victor Wembanyama (42685325),Dylan Harper (42685353),Tobias Harris (42685160),Kris Murray (42685268),,SF/PF,Julian Champagnie (42685251),Julian Champagnie,42685251,SF/PF/F/UTIL,4700,POR@SAS 04/19/2026 09:00PM ET,SAS,23.83
5118505196,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,De'Aaron Fox (42685211),Stephon Castle (42685347),Deni Avdija (42685295),Jerami Grant (42685174),Jalen Duren (42685317),Toumani Camara (42685248),Keldon Johnson (42685228),Paul Reed (42685221),,PG/SG,Dylan Harper (42685353),Dylan Harper,42685353,PG/SG/G/UTIL,4600,POR@SAS 04/19/2026 09:00PM ET,SAS,23.91
5118505197,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,De'Aaron Fox (42685211),Stephon Castle (42685347),Carter Bryant (42685360),Tobias Harris (42685160),Victor Wembanyama (42685325),Daniss Jenkins (42685262),Deni Avdija (42685295),Jamal Cain (42685214),,PF,Jerami Grant (42685174),Jerami Grant,42685174,PF/F/UTIL,4400,POR@SAS 04/19/2026 09:00PM ET,POR,28.95
5118505198,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,Cade Cunningham (42685273),Stephon Castle (42685347),Carter Bryant (42685360),Paolo Banchero (42685308),Victor Wembanyama (42685325),Kevin Huerter (42685204),Jamal Cain (42685214),Kris Murray (42685268),,SG,Shaedon Sharpe (42685322),Shaedon Sharpe,42685322,SG/G/UTIL,4300,POR@SAS 04/19/2026 09:00PM ET,POR,32.47
5118505199,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,Jrue Holiday (42685145),Stephon Castle (42685347),Devin Vassell (42685223),Ronald Holland II (42685350),Victor Wembanyama (42685325),Deni Avdija (42685295),Jamal Cain (42685214),Paul Reed (42685221),,PF/C,Isaiah Stewart (42685255),Isaiah Stewart,42685255,PF/C/F/UTIL,4200,ORL@DET 04/19/2026 06:30PM ET,DET,21.55
5118505200,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,De'Aaron Fox (42685211),Toumani Camara (42685248),Franz Wagner (42685259),Matisse Thybulle (42685190),Victor Wembanyama (42685325),Scoot Henderson (42685319),Carter Bryant (42685360),Deni Avdija (42685295),,PG/SG,Anthony Black (42685327),Anthony Black,42685327,PG/SG/G/UTIL,4200,ORL@DET 04/19/2026 06:30PM ET,ORL,29.12
5118505201,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,Jalen Suggs (42685286),Stephon Castle (42685347),Ausar Thompson (42685340),Paolo Banchero (42685308),Victor Wembanyama (42685325),Kevin Huerter (42685204),Kris Murray (42685268),Paul Reed (42685221),,C,Robert Williams (42685209),Robert Williams,42685209,C/UTIL,4100,POR@SAS 04/19/2026 09:00PM ET,POR,20.89
5118505202,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,Cade Cunningham (42685273),Toumani Camara (42685248),Franz Wagner (42685259),Paolo Banchero (42685308),Jalen Duren (42685317),Keldon Johnson (42685228),Devin Vassell (42685223),Carter Bryant (42685360),,SG/SF,Keldon Johnson (42685228),Keldon Johnson,42685228,SG/SF/F/G/UTIL,4100,POR@SAS 04/19/2026 09:00PM ET,SAS,23.4
5118505203,NBA $250 Dime Time [Just $0.10!] (Night),189751946,$0.10 ,De'Aaron Fox (42685211),Stephon Castle (42685347),Carter Bryant (42685360),Tobias Harris (42685160),Victor Wembanyama (42685325),Daniss Jenkins (42685262),Javonte Green (42685165),Deni Avdija (42685295),,SG,Duncan Robinson (42685185),Duncan Robinson,42685185,SG/G/UTIL,4000,ORL@DET 04/19/2026 06:30PM ET,DET,21.41
5118497725,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Cade Cunningham (42685273),Stephon Castle (42685347),Carter Bryant (42685360),Ronald Holland II (42685350),Donovan Clingan (42685335),De'Aaron Fox (42685211),Deni Avdija (42685295),Jamal Cain (42685214),,PG,Daniss Jenkins (42685262),Daniss Jenkins,42685262,PG/G/UTIL,4000,ORL@DET 04/19/2026 06:30PM ET,DET,19.96
5118497726,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Jrue Holiday (42685145),Stephon Castle (42685347),Deni Avdija (42685295),Julian Champagnie (42685251),Victor Wembanyama (42685325),Kevin Huerter (42685204),Jamal Cain (42685214),Paul Reed (42685221),,C,Paul Reed (42685221),Paul Reed,42685221,C/UTIL,3900,ORL@DET 04/19/2026 06:30PM ET,DET,18.58
5118497727,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,De'Aaron Fox (42685211),Toumani Camara (42685248),Devin Vassell (42685223),Jerami Grant (42685174),Victor Wembanyama (42685325),Scoot Henderson (42685319),Matisse Thybulle (42685190),Deni Avdija (42685295),,SG/SF,Kevin Huerter (42685204),Kevin Huerter,42685204,SG/SF/F/G/UTIL,3800,ORL@DET 04/19/2026 06:30PM ET,DET,21.27
5118497728,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,De'Aaron Fox (42685211),Toumani Camara (42685248),Devin Vassell (42685223),Jerami Grant (42685174),Victor Wembanyama (42685325),Scoot Henderson (42685319),Matisse Thybulle (42685190),Deni Avdija (42685295),,C,Luke Kornet (42685177),Luke Kornet,42685177,C/UTIL,3800,POR@SAS 04/19/2026 09:00PM ET,SAS,19.68
5118497729,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Cade Cunningham (42685273),Toumani Camara (42685248),Carter Bryant (42685360),Paolo Banchero (42685308),Jalen Duren (42685317),Jrue Holiday (42685145),Keldon Johnson (42685228),Paul Reed (42685221),,SG/SF,Caris LeVert (42685169),Caris LeVert,42685169,SG/SF/F/G/UTIL,3400,ORL@DET 04/19/2026 06:30PM ET,DET,16.68
5118497730,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,De'Aaron Fox (42685211),Dylan Harper (42685353),Franz Wagner (42685259),Tobias Harris (42685160),Jalen Duren (42685317),Jalen Suggs (42685286),Carter Bryant (42685360),Deni Avdija (42685295),,C,Goga Bitadze (42685235),Goga Bitadze,42685235,C/UTIL,3300,ORL@DET 04/19/2026 06:30PM ET,ORL,16.82
5118497731,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Cade Cunningham (42685273),Toumani Camara (42685248),Devin Vassell (42685223),Paolo Banchero (42685308),Donovan Clingan (42685335),De'Aaron Fox (42685211),Ronald Holland II (42685350),Paul Reed (42685221),,PF,Ronald Holland II (42685350),Ronald Holland II,42685350,PF/F/UTIL,3300,ORL@DET 04/19/2026 06:30PM ET,DET,17.88
5118497732,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Cade Cunningham (42685273),Toumani Camara (42685248),Devin Vassell (42685223),Paolo Banchero (42685308),Donovan Clingan (42685335),De'Aaron Fox (42685211),Ronald Holland II (42685350),Paul Reed (42685221),,PF,Harrison Barnes (42685157),Harrison Barnes,42685157,PF/F/UTIL,3300,POR@SAS 04/19/2026 09:00PM ET,SAS,18.44
5118497733,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,De'Aaron Fox (42685211),Stephon Castle (42685347),Carter Bryant (42685360),Tobias Harris (42685160),Victor Wembanyama (42685325),Deni Avdija (42685295),Jamal Cain (42685214),Paul Reed (42685221),,SF/PF,Tristan da Silva (42685279),Tristan da Silva,42685279,SF/PF/F/UTIL,3200,ORL@DET 04/19/2026 06:30PM ET,ORL,19.38
5118497734,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Cade Cunningham (42685273),Stephon Castle (42685347),Carter Bryant (42685360),Paolo Banchero (42685308),Victor Wembanyama (42685325),Kevin Huerter (42685204),Jamal Cain (42685214),Kris Murray (42685268),,SF/PF,Matisse Thybulle (42685190),Matisse Thybulle,42685190,SF/PF/F/UTIL,3200,POR@SAS 04/19/2026 09:00PM ET,POR,14.52
5118497735,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,De'Aaron Fox (42685211),Stephon Castle (42685347),Devin Vassell (42685223),Ronald Holland II (42685350),Jalen Duren (42685317),Jrue Holiday (42685145),Carter Bryant (42685360),Deni Avdija (42685295),,SF,Carter Bryant (42685360),Carter Bryant,42685360,SF/F/UTIL,3200,POR@SAS 04/19/2026 09:00PM ET,SAS,9.56
5118497736,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Jalen Suggs (42685286),Toumani Camara (42685248),Franz Wagner (42685259),Julian Champagnie (42685251),Victor Wembanyama (42685325),Deni Avdija (42685295),Matisse Thybulle (42685190),Kevin Huerter (42685204),,SF/PF,Javonte Green (42685165),Javonte Green,42685165,SF/PF/F/UTIL,3100,ORL@DET 04/19/2026 06:30PM ET,DET,14.88
5118497737,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Jrue Holiday (42685145),Stephon Castle (42685347),Carter Bryant (42685360),Paolo Banchero (42685308),Victor Wembanyama (42685325),Dylan Harper (42685353),Tobias Harris (42685160),Kris Murray (42685268),,SG/SF,Jamal Cain (42685214),Jamal Cain,42685214,SG/SF/F/G/UTIL,3100,ORL@DET 04/19/2026 06:30PM ET,ORL,9.76
5118497738,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,De'Aaron Fox (42685211),Stephon Castle (42685347),Deni Avdija (42685295),Jerami Grant (42685174),Jalen Duren (42685317),Toumani Camara (42685248),Keldon Johnson (42685228),Paul Reed (42685221),,SG/SF,Kris Murray (42685268),Kris Murray,42685268,SG/SF/F/G/UTIL,3100,POR@SAS 04/19/2026 09:00PM ET,POR,14.82
5118497739,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,De'Aaron Fox (42685211),Stephon Castle (42685347),Carter Bryant (42685360),Tobias Harris (42685160),Victor Wembanyama (42685325),Daniss Jenkins (42685262),Deni Avdija (42685295),Jamal Cain (42685214),,PG,Jevon Carter (42685179),Jevon Carter,42685179,PG/G/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,ORL,13
5118497740,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Cade Cunningham (42685273),Stephon Castle (42685347),Carter Bryant (42685360),Paolo Banchero (42685308),Victor Wembanyama (42685325),Kevin Huerter (42685204),Jamal Cain (42685214),Kris Murray (42685268),,C,Moritz Wagner (42685188),Moritz Wagner,42685188,C/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,ORL,12.72
5118497741,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Jrue Holiday (42685145),Stephon Castle (42685347),Devin Vassell (42685223),Ronald Holland II (42685350),Victor Wembanyama (42685325),Deni Avdija (42685295),Jamal Cain (42685214),Paul Reed (42685221),,PF/C,Jonathan Isaac (42685194),Jonathan Isaac,42685194,PF/C/F/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,ORL,8.24
5118497742,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,De'Aaron Fox (42685211),Toumani Camara (42685248),Franz Wagner (42685259),Matisse Thybulle (42685190),Victor Wembanyama (42685325),Scoot Henderson (42685319),Carter Bryant (42685360),Deni Avdija (42685295),,C,Colin Castleton (42685226),Colin Castleton,42685226,C/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,ORL,4.38
5118497743,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Jalen Suggs (42685286),Stephon Castle (42685347),Ausar Thompson (42685340),Paolo Banchero (42685308),Victor Wembanyama (42685325),Kevin Huerter (42685204),Kris Murray (42685268),Paul Reed (42685221),,C,Tolu Smith (42685233),Tolu Smith,42685233,C/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,DET,9.95
5118497744,NBA $250 Dime Time [Just $0.10!] (Night),189751947,$0.10 ,Cade Cunningham (42685273),Toumani Camara (42685248),Franz Wagner (42685259),Paolo Banchero (42685308),Jalen Duren (42685317),Keldon Johnson (42685228),Devin Vassell (42685223),Carter Bryant (42685360),,SF/PF,Wendell Moore Jr. (42685237),Wendell Moore Jr.,42685237,SF/PF/F/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,DET,5.17
,,,,,,,,,,,,,PG/SG,Marcus Sasser (42685241),Marcus Sasser,42685241,PG/SG/G/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,DET,10.86
,,,,,,,,,,,,,PG,Alex Morales (42685245),Alex Morales,42685245,PG/G/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,ORL,3.94
,,,,,,,,,,,,,SF,Chaz Lanier (42685276),Chaz Lanier,42685276,SF/F/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,DET,4.6
,,,,,,,,,,,,,PF/C,Isaac Jones (42685331),Isaac Jones,42685331,PF/C/F/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,DET,2.61
,,,,,,,,,,,,,SG,Jett Howard (42685337),Jett Howard,42685337,SG/G/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,ORL,9.7
,,,,,,,,,,,,,PG,Jase Richardson (42685357),Jase Richardson,42685357,PG/G/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,ORL,8.29
,,,,,,,,,,,,,SF/PF,Noah Penda (42685363),Noah Penda,42685363,SF/PF/F/UTIL,3000,ORL@DET 04/19/2026 06:30PM ET,ORL,11.05
,,,,,,,,,,,,,PG,Damian Lillard (42685148),Damian Lillard,42685148,PG/G/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,POR,0
,,,,,,,,,,,,,C,Mason Plumlee (42685151),Mason Plumlee,42685151,C/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,SAS,7.06
,,,,,,,,,,,,,PF/C,Kelly Olynyk (42685153),Kelly Olynyk,42685153,PF/C/F/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,SAS,8.08
,,,,,,,,,,,,,C,Bismack Biyombo (42685163),Bismack Biyombo,42685163,C/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,SAS,2.84
,,,,,,,,,,,,,PG,Jordan McLaughlin (42685182),Jordan McLaughlin,42685182,PG/G/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,SAS,5.25
,,,,,,,,,,,,,SG,Lindy Waters III (42685198),Lindy Waters III,42685198,SG/G/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,SAS,4.59
,,,,,,,,,,,,,SF,Emanuel Miller (42685265),Emanuel Miller,42685265,SF/F/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,SAS,5.95
,,,,,,,,,,,,,SG,Chris Youngblood (42685283),Chris Youngblood,42685283,SG/G/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,POR,4.29
,,,,,,,,,,,,,PF,Jayson Kent (42685289),Jayson Kent,42685289,PF/F/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,POR,4.15
,,,,,,,,,,,,,SG,Caleb Love (42685292),Caleb Love,42685292,SG/G/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,POR,18.64
,,,,,,,,,,,,,SG/SF,Vit Krejci (42685300),Vit Krejci,42685300,SG/SF/F/G/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,POR,16.28
,,,,,,,,,,,,,PG,David Jones-Garcia (42685305),David Jones-Garcia,42685305,PG/G/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,SAS,8.02
,,,,,,,,,,,,,PG,Blake Wesley (42685311),Blake Wesley,42685311,PG/G/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,POR,10.36
,,,,,,,,,,,,,SF,Harrison Ingram (42685314),Harrison Ingram,42685314,SF/F/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,SAS,2.32
,,,,,,,,,,,,,PF/C,Sidy Cissoko (42685343),Sidy Cissoko,42685343,PF/C/F/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,POR,12.05
,,,,,,,,,,,,,C,Hansen Yang (42685367),Hansen Yang,42685367,C/UTIL,3000,POR@SAS 04/19/2026 09:00PM ET,POR,5.19
