Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5116282767,MLB $25K mini-MAX [150 Entry Max],189703744,$1,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5116282768,MLB $25K mini-MAX [150 Entry Max],189703744,$1,,,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5116271371,MLB $20K mini-MAX [150 Entry Max],189703746,$0.50,,,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5116271372,MLB $20K mini-MAX [150 Entry Max],189703746,$0.50,,,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5116271373,MLB $20K mini-MAX [150 Entry Max],189703746,$0.50,,,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5116271374,MLB $20K mini-MAX [150 Entry Max],189703746,$0.50,,,,,,,,,,,,
5116271375,MLB $20K mini-MAX [150 Entry Max],189703746,$0.50,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
5116271248,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Jacob deGrom (42664893),Jacob deGrom,42664893,P,9200,TEX@SEA 04/17/2026 09:40PM ET,TEX,21.42
5116271249,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Sandy Alcantara (42665364),Sandy Alcantara,42665364,P,9100,MIL@MIA 04/17/2026 07:10PM ET,MIA,22.76
5116271250,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Blake Snell (42665363),Blake Snell,42665363,P,9100,LAD@COL 04/17/2026 08:40PM ET,LAD,0
5116271251,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,RP,Kyle Harrison (42665365),Kyle Harrison,42665365,P,9000,MIL@MIA 04/17/2026 07:10PM ET,MIL,15.6
5116271252,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,MacKenzie Gore (42665367),MacKenzie Gore,42665367,P,9000,TEX@SEA 04/17/2026 09:40PM ET,TEX,21.71
5116271253,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Kris Bubic (42665366),Kris Bubic,42665366,P,9000,KC@NYY 04/17/2026 07:05PM ET,KC,19.15
5116271254,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Cole Ragans (42665368),Cole Ragans,42665368,P,9000,KC@NYY 04/17/2026 07:05PM ET,KC,10.42
5116271255,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Logan Henderson (42665369),Logan Henderson,42665369,P,8900,MIL@MIA 04/17/2026 07:10PM ET,MIL,4.1
5116271256,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Tyler Glasnow (42664894),Tyler Glasnow,42664894,P,8900,LAD@COL 04/17/2026 08:40PM ET,LAD,20.77
5116271257,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Corbin Burnes (42665372),Corbin Burnes,42665372,P,8800,TOR@ARI 04/17/2026 09:40PM ET,ARI,0
5116271258,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Chase Burns (42665371),Chase Burns,42665371,P,8800,CIN@MIN 04/17/2026 08:10PM ET,CIN,17.96
5116271259,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Jack Leiter (42665373),Jack Leiter,42665373,P,8800,TEX@SEA 04/17/2026 09:40PM ET,TEX,14.29
5116271260,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,RP,Seth Lugo (42665370),Seth Lugo,42665370,P,8800,KC@NYY 04/17/2026 07:05PM ET,KC,19.59
5116271261,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Will Warren (42665374),Will Warren,42665374,P,8800,KC@NYY 04/17/2026 07:05PM ET,NYY,15.21
5116271262,MLB $300 Dime Time [Just $0.10!],189724737,$0.10,,,,,,,,,,,,SP,Joe Ryan (42664895),Joe Ryan,42664895,P,8700,CIN@MIN 04/17/2026 08:10PM ET,MIN,17.05
5116271198,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Luis Castillo (42665375),Luis Castillo,42665375,P,8700,TEX@SEA 04/17/2026 09:40PM ET,SEA,8.21
5116271199,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Clarke Schmidt (42665376),Clarke Schmidt,42665376,P,8700,KC@NYY 04/17/2026 07:05PM ET,NYY,0
5116271200,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Emerson Hancock (42665377),Emerson Hancock,42665377,P,8600,TEX@SEA 04/17/2026 09:40PM ET,SEA,21.96
5116271201,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,George Kirby (42665378),George Kirby,42665378,P,8600,TEX@SEA 04/17/2026 09:40PM ET,SEA,20.14
5116271202,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Hunter Greene (42665380),Hunter Greene,42665380,P,8500,CIN@MIN 04/17/2026 08:10PM ET,CIN,0
5116271203,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Nathan Eovaldi (42665379),Nathan Eovaldi,42665379,P,8500,TEX@SEA 04/17/2026 09:40PM ET,TEX,15.74
5116271204,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Cam Schlittler (42664896),Cam Schlittler,42664896,P,8500,KC@NYY 04/17/2026 07:05PM ET,NYY,23.79
5116271205,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Ronel Blanco (42665382),Ronel Blanco,42665382,P,8400,STL@HOU 04/17/2026 08:10PM ET,HOU,0
5116271206,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Nick Pivetta (42665381),Nick Pivetta,42665381,P,8400,SD@LAA 04/17/2026 09:38PM ET,SD,15.3
5116271207,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Pablo Lopez (42665383),Pablo Lopez,42665383,P,8300,CIN@MIN 04/17/2026 08:10PM ET,MIN,0
5116271208,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Tatsuya Imai (42665384),Tatsuya Imai,42665384,P,8300,STL@HOU 04/17/2026 08:10PM ET,HOU,8.03
5116271209,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Michael Wacha (42664897),Michael Wacha,42664897,P,8300,KC@NYY 04/17/2026 07:05PM ET,KC,25.88
5116271210,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Trey Yesavage (42665387),Trey Yesavage,42665387,P,8200,TOR@ARI 04/17/2026 09:40PM ET,TOR,0
5116271211,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Emmet Sheehan (42665385),Emmet Sheehan,42665385,P,8200,LAD@COL 04/17/2026 08:40PM ET,LAD,11.52
5116271212,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,RP,Jose Soriano (42664898),Jose Soriano,42664898,P,8200,SD@LAA 04/17/2026 09:38PM ET,LAA,31.49
5116271213,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Randy Vasquez (42665386),Randy Vasquez,42665386,P,8200,SD@LAA 04/17/2026 09:38PM ET,SD,18.34
5116271214,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,RP,Michael King (42665388),Michael King,42665388,P,8200,SD@LAA 04/17/2026 09:38PM ET,SD,16.9
5116271215,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Jose Berrios (42665389),Jose Berrios,42665389,P,8100,TOR@ARI 04/17/2026 09:40PM ET,TOR,0
5116271216,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Ranger Suarez (42664899),Ranger Suarez,42664899,P,8100,DET@BOS 04/17/2026 07:15PM ET,BOS,9.88
5116271217,MLB $300 Dime Time [Just $0.10!],189729052,$0.10,,,,,,,,,,,,SP,Connelly Early (42665390),Connelly Early,42665390,P,8100,DET@BOS 04/17/2026 07:15PM ET,BOS,15.51
5116282578,MLB $300 Quarter Jukebox [Just $0.25!],189729325,$0.25,,,,,,,,,,,,SP,Shane Bieber (42665393),Shane Bieber,42665393,P,8000,TOR@ARI 04/17/2026 09:40PM ET,TOR,0
5116282579,MLB $300 Quarter Jukebox [Just $0.25!],189729325,$0.25,,,,,,,,,,,,SP,Casey Mize (42664900),Casey Mize,42664900,P,8000,DET@BOS 04/17/2026 07:15PM ET,DET,16.07
5116282580,MLB $300 Quarter Jukebox [Just $0.25!],189729325,$0.25,,,,,,,,,,,,SP,Sonny Gray (42665394),Sonny Gray,42665394,P,8000,DET@BOS 04/17/2026 07:15PM ET,BOS,9.89
5116282581,MLB $300 Quarter Jukebox [Just $0.25!],189729325,$0.25,,,,,,,,,,,,SP,Rhett Lowder (42665391),Rhett Lowder,42665391,P,8000,CIN@MIN 04/17/2026 08:10PM ET,CIN,14.04
5116282582,MLB $300 Quarter Jukebox [Just $0.25!],189729325,$0.25,,,,,,,,,,,,SP,Brady Singer (42665392),Brady Singer,42665392,P,8000,CIN@MIN 04/17/2026 08:10PM ET,CIN,7.64
,,,,,,,,,,,,,,,SP,Noah Cameron (42665395),Noah Cameron,42665395,P,8000,KC@NYY 04/17/2026 07:05PM ET,KC,14
,,,,,,,,,,,,,,,RP,Michael Soroka (42664901),Michael Soroka,42664901,P,7900,TOR@ARI 04/17/2026 09:40PM ET,ARI,23.35
,,,,,,,,,,,,,,,SP,Nick Lodolo (42665396),Nick Lodolo,42665396,P,7900,CIN@MIN 04/17/2026 08:10PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Logan Evans (42665397),Logan Evans,42665397,P,7900,TEX@SEA 04/17/2026 09:40PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Cooper Criswell (42665398),Cooper Criswell,42665398,P,7900,TEX@SEA 04/17/2026 09:40PM ET,SEA,4.38
,,,,,,,,,,,,,,,SP,Bryce Miller (42665400),Bryce Miller,42665400,P,7900,TEX@SEA 04/17/2026 09:40PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Ryan Weathers (42665399),Ryan Weathers,42665399,P,7900,KC@NYY 04/17/2026 07:05PM ET,NYY,16.46
,,,,,,,,,,,,,,,SP,Noah Schultz (42665404),Noah Schultz,42665404,P,7800,CWS@ATH 04/17/2026 09:40PM ET,CWS,7.55
,,,,,,,,,,,,,,,SP,Eduardo Rodriguez (42665403),Eduardo Rodriguez,42665403,P,7800,TOR@ARI 04/17/2026 09:40PM ET,ARI,14.24
,,,,,,,,,,,,,,,SP,Chad Patrick (42665405),Chad Patrick,42665405,P,7800,MIL@MIA 04/17/2026 07:10PM ET,MIL,11.89
,,,,,,,,,,,,,,,SP,Lance McCullers Jr. (42664902),Lance McCullers Jr.,42664902,P,7800,STL@HOU 04/17/2026 08:10PM ET,HOU,13.5
,,,,,,,,,,,,,,,RP,Ryan Yarbrough (42665401),Ryan Yarbrough,42665401,P,7800,KC@NYY 04/17/2026 07:05PM ET,NYY,1.76
,,,,,,,,,,,,,,,SP,Luis Gil (42665402),Luis Gil,42665402,P,7800,KC@NYY 04/17/2026 07:05PM ET,NYY,5.92
,,,,,,,,,,,,,,,RP,Eric Lauer (42664903),Eric Lauer,42664903,P,7700,TOR@ARI 04/17/2026 09:40PM ET,TOR,7.5
,,,,,,,,,,,,,,,SP,Merrill Kelly (42665406),Merrill Kelly,42665406,P,7700,TOR@ARI 04/17/2026 09:40PM ET,ARI,12.6
,,,,,,,,,,,,,,,SP,Eury Perez (42665407),Eury Perez,42665407,P,7700,MIL@MIA 04/17/2026 07:10PM ET,MIA,11.3
,,,,,,,,,,,,,,,SP,Max Meyer (42665408),Max Meyer,42665408,P,7700,MIL@MIA 04/17/2026 07:10PM ET,MIA,13.66
,,,,,,,,,,,,,,,SP,Grayson Rodriguez (42665409),Grayson Rodriguez,42665409,P,7700,SD@LAA 04/17/2026 09:38PM ET,LAA,0
,,,,,,,,,,,,,,,SP,Max Scherzer (42665412),Max Scherzer,42665412,P,7600,TOR@ARI 04/17/2026 09:40PM ET,TOR,4.55
,,,,,,,,,,,,,,,SP,Andrew Abbott (42665410),Andrew Abbott,42665410,P,7600,CIN@MIN 04/17/2026 08:10PM ET,CIN,5.65
,,,,,,,,,,,,,,,SP,Quinn Priester (42665416),Quinn Priester,42665416,P,7600,MIL@MIA 04/17/2026 07:10PM ET,MIL,0
,,,,,,,,,,,,,,,SP,Spencer Arrighetti (42665411),Spencer Arrighetti,42665411,P,7600,STL@HOU 04/17/2026 08:10PM ET,HOU,30.7
,,,,,,,,,,,,,,,SP,Joe Musgrove (42665413),Joe Musgrove,42665413,P,7600,SD@LAA 04/17/2026 09:38PM ET,SD,0
,,,,,,,,,,,,,,,RP,Jhony Brito (42665414),Jhony Brito,42665414,P,7600,SD@LAA 04/17/2026 09:38PM ET,SD,0
,,,,,,,,,,,,,,,SP,Kyle Hart (42665415),Kyle Hart,42665415,P,7600,SD@LAA 04/17/2026 09:38PM ET,SD,2.72
,,,,,,,,,,,,,,,SP,Davis Martin (42664904),Davis Martin,42664904,P,7500,CWS@ATH 04/17/2026 09:40PM ET,CWS,18.63
,,,,,,,,,,,,,,,RP,Framber Valdez (42665421),Framber Valdez,42665421,P,7500,DET@BOS 04/17/2026 07:15PM ET,DET,11.35
,,,,,,,,,,,,,,,SP,Jack Flaherty (42665422),Jack Flaherty,42665422,P,7500,DET@BOS 04/17/2026 07:15PM ET,DET,12.6
,,,,,,,,,,,,,,,SP,Walker Buehler (42665417),Walker Buehler,42665417,P,7500,SD@LAA 04/17/2026 09:38PM ET,SD,11.99
,,,,,,,,,,,,,,,SP,German Marquez (42665418),German Marquez,42665418,P,7500,SD@LAA 04/17/2026 09:38PM ET,SD,9.35
,,,,,,,,,,,,,,,SP,JP Sears (42665419),JP Sears,42665419,P,7500,SD@LAA 04/17/2026 09:38PM ET,SD,0
,,,,,,,,,,,,,,,SP,Griffin Canning (42665420),Griffin Canning,42665420,P,7500,SD@LAA 04/17/2026 09:38PM ET,SD,0
,,,,,,,,,,,,,,,RP,Aaron Civale (42664905),Aaron Civale,42664905,P,7400,CWS@ATH 04/17/2026 09:40PM ET,ATH,17.42
,,,,,,,,,,,,,,,SP,Cody Ponce (42665423),Cody Ponce,42665423,P,7400,TOR@ARI 04/17/2026 09:40PM ET,TOR,8.05
,,,,,,,,,,,,,,,SP,Reese Olson (42665429),Reese Olson,42665429,P,7400,DET@BOS 04/17/2026 07:15PM ET,DET,0
,,,,,,,,,,,,,,,SP,Taj Bradley (42665424),Taj Bradley,42665424,P,7400,CIN@MIN 04/17/2026 08:10PM ET,MIN,23.84
,,,,,,,,,,,,,,,SP,Zebby Matthews (42665425),Zebby Matthews,42665425,P,7400,CIN@MIN 04/17/2026 08:10PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Simeon Woods Richardson (42665430),Simeon Woods Richardson,42665430,P,7400,CIN@MIN 04/17/2026 08:10PM ET,MIN,5.18
,,,,,,,,,,,,,,,SP,Mick Abel (42665431),Mick Abel,42665431,P,7400,CIN@MIN 04/17/2026 08:10PM ET,MIN,14.19
,,,,,,,,,,,,,,,SP,Bailey Ober (42665434),Bailey Ober,42665434,P,7400,CIN@MIN 04/17/2026 08:10PM ET,MIN,10.16
,,,,,,,,,,,,,,,SP,J.P. France (42665426),J.P. France,42665426,P,7400,STL@HOU 04/17/2026 08:10PM ET,HOU,1.25
,,,,,,,,,,,,,,,SP,AJ Blubaugh (42665427),AJ Blubaugh,42665427,P,7400,STL@HOU 04/17/2026 08:10PM ET,HOU,2.66
,,,,,,,,,,,,,,,SP,Brandon Walter (42665428),Brandon Walter,42665428,P,7400,STL@HOU 04/17/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,,RP,Jason Alexander (42665432),Jason Alexander,42665432,P,7400,STL@HOU 04/17/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,,RP,Hayden Wesneski (42665433),Hayden Wesneski,42665433,P,7400,STL@HOU 04/17/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,,SP,Colton Gordon (42665435),Colton Gordon,42665435,P,7400,STL@HOU 04/17/2026 08:10PM ET,HOU,4.85
,,,,,,,,,,,,,,,SP,Mike Burrows (42665436),Mike Burrows,42665436,P,7400,STL@HOU 04/17/2026 08:10PM ET,HOU,8.22
,,,,,,,,,,,,,,,RP,Jeffrey Springs (42665439),Jeffrey Springs,42665439,P,7300,CWS@ATH 04/17/2026 09:40PM ET,ATH,22.02
,,,,,,,,,,,,,,,RP,J.T. Ginn (42665441),J.T. Ginn,42665441,P,7300,CWS@ATH 04/17/2026 09:40PM ET,ATH,7.43
,,,,,,,,,,,,,,,SP,Justin Verlander (42665438),Justin Verlander,42665438,P,7300,DET@BOS 04/17/2026 07:15PM ET,DET,-4.55
,,,,,,,,,,,,,,,SP,Keider Montero (42665442),Keider Montero,42665442,P,7300,DET@BOS 04/17/2026 07:15PM ET,DET,16.78
,,,,,,,,,,,,,,,SP,Cristian Javier (42665437),Cristian Javier,42665437,P,7300,STL@HOU 04/17/2026 08:10PM ET,HOU,-3.8
,,,,,,,,,,,,,,,RP,Cody Bolton (42665440),Cody Bolton,42665440,P,7300,STL@HOU 04/17/2026 08:10PM ET,HOU,7.25
,,,,,,,,,,,,,,,RP,Anthony Kay (42665443),Anthony Kay,42665443,P,7200,CWS@ATH 04/17/2026 09:40PM ET,CWS,10.5
,,,,,,,,,,,,,,,RP,Janson Junk (42664906),Janson Junk,42664906,P,7200,MIL@MIA 04/17/2026 07:10PM ET,MIA,10.97
,,,,,,,,,,,,,,,SP,Coleman Crow (42665448),Coleman Crow,42665448,P,7200,MIL@MIA 04/17/2026 07:10PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Jake Woodford (42665449),Jake Woodford,42665449,P,7200,MIL@MIA 04/17/2026 07:10PM ET,MIL,3.7
,,,,,,,,,,,,,,,SP,Brandon Sproat (42665450),Brandon Sproat,42665450,P,7200,MIL@MIA 04/17/2026 07:10PM ET,MIL,6.71
,,,,,,,,,,,,,,,SP,River Ryan (42665444),River Ryan,42665444,P,7200,LAD@COL 04/17/2026 08:40PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Gavin Stone (42665445),Gavin Stone,42665445,P,7200,LAD@COL 04/17/2026 08:40PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Bobby Miller (42665446),Bobby Miller,42665446,P,7200,LAD@COL 04/17/2026 08:40PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Landon Knack (42665447),Landon Knack,42665447,P,7200,LAD@COL 04/17/2026 08:40PM ET,LAD,0
,,,,,,,,,,,,,,,RP,Shane Drohan (42665452),Shane Drohan,42665452,P,7100,MIL@MIA 04/17/2026 07:10PM ET,MIL,-0.2
,,,,,,,,,,,,,,,SP,Justin Wrobleski (42665451),Justin Wrobleski,42665451,P,7100,LAD@COL 04/17/2026 08:40PM ET,LAD,14.15
,,,,,,,,,,,,,,,SP,Roki Sasaki (42665453),Roki Sasaki,42665453,P,7100,LAD@COL 04/17/2026 08:40PM ET,LAD,8.95
,,,,,,,,,,,,,,,SP,Matt Waldron (42664907),Matt Waldron,42664907,P,7100,SD@LAA 04/17/2026 09:38PM ET,SD,0
,,,,,,,,,,,,,,,SP,Brayan Bello (42665458),Brayan Bello,42665458,P,7000,DET@BOS 04/17/2026 07:15PM ET,BOS,6.07
,,,,,,,,,,,,,,,1B/OF,Shohei Ohtani (42664912),Shohei Ohtani,42664912,1B/OF,7000,LAD@COL 04/17/2026 08:40PM ET,LAD,8.83
,,,,,,,,,,,,,,,RP,Cody Bradford (42665454),Cody Bradford,42665454,P,7000,TEX@SEA 04/17/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Jordan Montgomery (42665455),Jordan Montgomery,42665455,P,7000,TEX@SEA 04/17/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,,RP,Jakob Junis (42665456),Jakob Junis,42665456,P,7000,TEX@SEA 04/17/2026 09:40PM ET,TEX,2.78
,,,,,,,,,,,,,,,RP,Jacob Latz (42665457),Jacob Latz,42665457,P,7000,TEX@SEA 04/17/2026 09:40PM ET,TEX,4.23
,,,,,,,,,,,,,,,SP,Kumar Rocker (42665459),Kumar Rocker,42665459,P,7000,TEX@SEA 04/17/2026 09:40PM ET,TEX,11.07
,,,,,,,,,,,,,,,SP,Joey Estes (42665467),Joey Estes,42665467,P,6900,CWS@ATH 04/17/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,,RP,Hogan Harris (42665468),Hogan Harris,42665468,P,6900,CWS@ATH 04/17/2026 09:40PM ET,ATH,3.1
,,,,,,,,,,,,,,,SP,Luis Medina (42665469),Luis Medina,42665469,P,6900,CWS@ATH 04/17/2026 09:40PM ET,ATH,3.9
,,,,,,,,,,,,,,,RP,Jack Perkins (42665470),Jack Perkins,42665470,P,6900,CWS@ATH 04/17/2026 09:40PM ET,ATH,5.08
,,,,,,,,,,,,,,,SP,Luis Morales (42665471),Luis Morales,42665471,P,6900,CWS@ATH 04/17/2026 09:40PM ET,ATH,-3.35
,,,,,,,,,,,,,,,SP,Yilber Diaz (42665466),Yilber Diaz,42665466,P,6900,TOR@ARI 04/17/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Alec Marsh (42665460),Alec Marsh,42665460,P,6900,KC@NYY 04/17/2026 07:05PM ET,KC,0
,,,,,,,,,,,,,,,RP,Mason Black (42665461),Mason Black,42665461,P,6900,KC@NYY 04/17/2026 07:05PM ET,KC,0
,,,,,,,,,,,,,,,RP,Luinder Avila (42665462),Luinder Avila,42665462,P,6900,KC@NYY 04/17/2026 07:05PM ET,KC,1.35
,,,,,,,,,,,,,,,RP,Bailey Falter (42665463),Bailey Falter,42665463,P,6900,KC@NYY 04/17/2026 07:05PM ET,KC,-0.25
,,,,,,,,,,,,,,,RP,Daniel Lynch IV (42665464),Daniel Lynch IV,42665464,P,6900,KC@NYY 04/17/2026 07:05PM ET,KC,4.52
,,,,,,,,,,,,,,,RP,Stephen Kolek (42665465),Stephen Kolek,42665465,P,6900,KC@NYY 04/17/2026 07:05PM ET,KC,0
,,,,,,,,,,,,,,,SP,Gunnar Hoglund (42665474),Gunnar Hoglund,42665474,P,6800,CWS@ATH 04/17/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,,SP,Luis Severino (42665476),Luis Severino,42665476,P,6800,CWS@ATH 04/17/2026 09:40PM ET,ATH,11.92
,,,,,,,,,,,,,,,RP,Jacob Lopez (42665477),Jacob Lopez,42665477,P,6800,CWS@ATH 04/17/2026 09:40PM ET,ATH,7.41
,,,,,,,,,,,,,,,SP,Ryne Nelson (42665475),Ryne Nelson,42665475,P,6800,TOR@ARI 04/17/2026 09:40PM ET,ARI,14.79
,,,,,,,,,,,,,,,SP,Zac Gallen (42665478),Zac Gallen,42665478,P,6800,TOR@ARI 04/17/2026 09:40PM ET,ARI,9.4
,,,,,,,,,,,,,,,SP,Brandon Pfaadt (42665479),Brandon Pfaadt,42665479,P,6800,TOR@ARI 04/17/2026 09:40PM ET,ARI,7.7
