Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
5111524921,MLB $625 Quarter Jukebox [Just $0.25!] (Afternoon),189576632,$0.25,Kodai Senga (42604583),Brandon Williamson (42604722),Carter Jensen (42604784),Nathaniel Lowe (42604662),Jonathan India (42604643),Eugenio Suarez (42604578),Elly De La Cruz (42604768),Mike Trout (42604574),TJ Friedl (42604673),Spencer Steer (42604665),,SP,Freddy Peralta (42604611),Freddy Peralta,42604611,P,9200,ATH@NYM 04/11/2026 04:10PM ET,NYM,16.32
5111524922,MLB $625 Quarter Jukebox [Just $0.25!] (Afternoon),189576632,$0.25,Kodai Senga (42604583),Brandon Williamson (42604722),Salvador Perez (42604571),Sal Stewart (42604805),Jonathan India (42604643),Eugenio Suarez (42604578),Francisco Lindor (42604586),Mike Trout (42604574),TJ Friedl (42604673),Spencer Steer (42604665),,RP,Clay Holmes (42604590),Clay Holmes,42604590,P,9100,ATH@NYM 04/11/2026 04:10PM ET,NYM,18.17
5111524923,MLB $625 Quarter Jukebox [Just $0.25!] (Afternoon),189576632,$0.25,Michael Wacha (42604595),Brandon Williamson (42604722),Salvador Perez (42604571),Nathaniel Lowe (42604662),Jonathan India (42604643),Eugenio Suarez (42604578),Elly De La Cruz (42604768),Luis Robert Jr. (42604674),Mike Trout (42604574),Noelvi Marte (42604730),,SP,Cole Ragans (42604655),Cole Ragans,42604655,P,8600,CWS@KC 04/11/2026 04:10PM ET,KC,9.73
5111524924,MLB $625 Quarter Jukebox [Just $0.25!] (Afternoon),189576632,$0.25,Michael Wacha (42604595),Brandon Williamson (42604722),Salvador Perez (42604571),Sal Stewart (42604805),Jonathan India (42604643),Maikel Garcia (42604677),Elly De La Cruz (42604768),Mike Trout (42604574),Noelvi Marte (42604730),Andrew Benintendi (42604619),,SP,Hunter Greene (42604682),Hunter Greene,42604682,P,8500,LAA@CIN 04/11/2026 04:10PM ET,CIN,0
5111524925,MLB $625 Quarter Jukebox [Just $0.25!] (Afternoon),189576632,$0.25,Michael Wacha (42604595),Brandon Williamson (42604722),Salvador Perez (42604571),Vinnie Pasquantino (42604697),Michael Massey (42604700),Maikel Garcia (42604677),Elly De La Cruz (42604768),Luis Robert Jr. (42604674),Noelvi Marte (42604730),Andrew Benintendi (42604619),,RP,Seth Lugo (42604593),Seth Lugo,42604593,P,8500,CWS@KC 04/11/2026 04:10PM ET,KC,18.12
5111524926,MLB $625 Quarter Jukebox [Just $0.25!] (Afternoon),189576632,$0.25,Michael Wacha (42604595),Brandon Williamson (42604722),Salvador Perez (42604571),Vinnie Pasquantino (42604697),Jonathan India (42604643),Eugenio Suarez (42604578),Bobby Witt Jr. (42604732),Luis Robert Jr. (42604674),Noelvi Marte (42604730),Andrew Benintendi (42604619),,SP,Michael Wacha (42604595),Michael Wacha,42604595,P,8500,CWS@KC 04/11/2026 04:10PM ET,KC,22.32
5111524927,MLB $625 Quarter Jukebox [Just $0.25!] (Afternoon),189576632,$0.25,Jacob Lopez (42604718),Brandon Williamson (42604722),Tyler Stephenson (42604634),Sal Stewart (42604805),Jonathan India (42604643),Maikel Garcia (42604677),Elly De La Cruz (42604768),Luis Robert Jr. (42604674),Mike Trout (42604574),Noelvi Marte (42604730),,SP,Kris Bubic (42604679),Kris Bubic,42604679,P,8500,CWS@KC 04/11/2026 04:10PM ET,KC,25.17
5111524928,MLB $625 Quarter Jukebox [Just $0.25!] (Afternoon),189576632,$0.25,Jacob Lopez (42604718),Brandon Williamson (42604722),Carter Jensen (42604784),Sal Stewart (42604805),Jonathan India (42604643),Maikel Garcia (42604677),Bobby Witt Jr. (42604732),Luis Robert Jr. (42604674),Noelvi Marte (42604730),Andrew Benintendi (42604619),,SP,Tylor Megill (42604712),Tylor Megill,42604712,P,8300,ATH@NYM 04/11/2026 04:10PM ET,NYM,0
5111524929,MLB $625 Quarter Jukebox [Just $0.25!] (Afternoon),189576632,$0.25,Jacob Lopez (42604718),Brandon Williamson (42604722),Carter Jensen (42604784),Nathaniel Lowe (42604662),Michael Massey (42604700),Maikel Garcia (42604677),Bobby Witt Jr. (42604732),Mike Trout (42604574),Noelvi Marte (42604730),Andrew Benintendi (42604619),,SP,Reid Detmers (42604689),Reid Detmers,42604689,P,7900,LAA@CIN 04/11/2026 04:10PM ET,LAA,13.35
5111524930,MLB $625 Quarter Jukebox [Just $0.25!] (Afternoon),189576632,$0.25,Jacob Lopez (42604718),Brandon Williamson (42604722),Tyler Stephenson (42604634),Vinnie Pasquantino (42604697),Michael Massey (42604700),Maikel Garcia (42604677),Bobby Witt Jr. (42604732),Luis Robert Jr. (42604674),Noelvi Marte (42604730),Andrew Benintendi (42604619),,RP,Jose Soriano (42604652),Jose Soriano,42604652,P,7800,LAA@CIN 04/11/2026 04:10PM ET,LAA,29.73
5111533019,MLB $400 Solo Shot (Afternoon),189600292,$1,Michael Wacha (42604595),Brandon Williamson (42604722),Salvador Perez (42604571),Vinnie Pasquantino (42604697),Jonathan India (42604643),Eugenio Suarez (42604578),Bobby Witt Jr. (42604732),Luis Robert Jr. (42604674),Noelvi Marte (42604730),Andrew Benintendi (42604619),,SP,Brady Singer (42604637),Brady Singer,42604637,P,7700,LAA@CIN 04/11/2026 04:10PM ET,CIN,5.75
5111515660,MLB $750 Four-Seamer (Afternoon),189601021,$4,Jacob Lopez (42604718),Brandon Williamson (42604722),Tyler Stephenson (42604634),Sal Stewart (42604805),Jonathan India (42604643),Maikel Garcia (42604677),Elly De La Cruz (42604768),Luis Robert Jr. (42604674),Mike Trout (42604574),Noelvi Marte (42604730),,SP,Rhett Lowder (42604819),Rhett Lowder,42604819,P,7700,LAA@CIN 04/11/2026 04:10PM ET,CIN,12.92
5111515627,MLB $30 Quarter Jukebox [Just $0.25!] (Afternoon),189601315,$0.25,Jacob Lopez (42604718),Brandon Williamson (42604722),Carter Jensen (42604784),Sal Stewart (42604805),Jonathan India (42604643),Maikel Garcia (42604677),Bobby Witt Jr. (42604732),Luis Robert Jr. (42604674),Noelvi Marte (42604730),Andrew Benintendi (42604619),,SP,Nick Lodolo (42604656),Nick Lodolo,42604656,P,7600,LAA@CIN 04/11/2026 04:10PM ET,CIN,0
5111515647,MLB $30 Quarter Jukebox [Just $0.25!] (Afternoon),189601315,$0.25,Jacob Lopez (42604718),Brandon Williamson (42604722),Carter Jensen (42604784),Nathaniel Lowe (42604662),Michael Massey (42604700),Maikel Garcia (42604677),Bobby Witt Jr. (42604732),Mike Trout (42604574),Noelvi Marte (42604730),Andrew Benintendi (42604619),,SP,Noah Cameron (42604790),Noah Cameron,42604790,P,7500,CWS@KC 04/11/2026 04:10PM ET,KC,18.4
5111515648,MLB $30 Quarter Jukebox [Just $0.25!] (Afternoon),189601315,$0.25,Jacob Lopez (42604718),Brandon Williamson (42604722),Tyler Stephenson (42604634),Vinnie Pasquantino (42604697),Michael Massey (42604700),Maikel Garcia (42604677),Bobby Witt Jr. (42604732),Luis Robert Jr. (42604674),Noelvi Marte (42604730),Andrew Benintendi (42604619),,SP,Sean Manaea (42604610),Sean Manaea,42604610,P,7400,ATH@NYM 04/11/2026 04:10PM ET,NYM,5.55
5111515649,MLB $30 Quarter Jukebox [Just $0.25!] (Afternoon),189601315,$0.25,Kodai Senga (42604583),Michael Wacha (42604595),Salvador Perez (42604571),Vinnie Pasquantino (42604697),Michael Massey (42604700),Maikel Garcia (42604677),Bobby Witt Jr. (42604732),TJ Friedl (42604673),Spencer Steer (42604665),Andrew Benintendi (42604619),,RP,Aaron Civale (42604632),Aaron Civale,42604632,P,7400,ATH@NYM 04/11/2026 04:10PM ET,ATH,15.95
,,,,,,,,,,,,,,,RP,Jeffrey Springs (42604644),Jeffrey Springs,42604644,P,7400,ATH@NYM 04/11/2026 04:10PM ET,ATH,21.62
,,,,,,,,,,,,,,,SP,Tobias Myers (42604658),Tobias Myers,42604658,P,7400,ATH@NYM 04/11/2026 04:10PM ET,NYM,5.31
,,,,,,,,,,,,,,,SP,Christian Scott (42604772),Christian Scott,42604772,P,7400,ATH@NYM 04/11/2026 04:10PM ET,NYM,0
,,,,,,,,,,,,,,,SP,Jack Kochanowicz (42604738),Jack Kochanowicz,42604738,P,7300,LAA@CIN 04/11/2026 04:10PM ET,LAA,14.97
,,,,,,,,,,,,,,,SP,David Peterson (42604627),David Peterson,42604627,P,7300,ATH@NYM 04/11/2026 04:10PM ET,NYM,8.27
,,,,,,,,,,,,,,,SP,Jonah Tong (42604815),Jonah Tong,42604815,P,7300,ATH@NYM 04/11/2026 04:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Jacob Lopez (42604718),Jacob Lopez,42604718,P,7100,ATH@NYM 04/11/2026 04:10PM ET,ATH,3.68
,,,,,,,,,,,,,,,SP,Andrew Abbott (42604690),Andrew Abbott,42604690,P,6800,LAA@CIN 04/11/2026 04:10PM ET,CIN,11.28
,,,,,,,,,,,,,,,SP,Brandon Williamson (42604722),Brandon Williamson,42604722,P,6800,LAA@CIN 04/11/2026 04:10PM ET,CIN,12.15
,,,,,,,,,,,,,,,SP,Chase Petty (42604775),Chase Petty,42604775,P,6800,LAA@CIN 04/11/2026 04:10PM ET,CIN,0
,,,,,,,,,,,,,,,RP,Bailey Falter (42604640),Bailey Falter,42604640,P,6700,CWS@KC 04/11/2026 04:10PM ET,KC,-0.25
,,,,,,,,,,,,,,,RP,Daniel Lynch IV (42604681),Daniel Lynch IV,42604681,P,6700,CWS@KC 04/11/2026 04:10PM ET,KC,5.25
,,,,,,,,,,,,,,,RP,Luinder Avila (42604715),Luinder Avila,42604715,P,6700,CWS@KC 04/11/2026 04:10PM ET,KC,1.35
,,,,,,,,,,,,,,,SP,Alec Marsh (42604731),Alec Marsh,42604731,P,6700,CWS@KC 04/11/2026 04:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Mason Black (42604756),Mason Black,42604756,P,6700,CWS@KC 04/11/2026 04:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Stephen Kolek (42604714),Stephen Kolek,42604714,P,6600,CWS@KC 04/11/2026 04:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Mitch Spence (42604741),Mitch Spence,42604741,P,6600,CWS@KC 04/11/2026 04:10PM ET,KC,0
,,,,,,,,,,,,,,,SP,Sean Burke (42604783),Sean Burke,42604783,P,6600,CWS@KC 04/11/2026 04:10PM ET,CWS,13.85
,,,,,,,,,,,,,,,RP,Ryan Bergert (42604789),Ryan Bergert,42604789,P,6600,CWS@KC 04/11/2026 04:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Jack Perkins (42604721),Jack Perkins,42604721,P,6600,ATH@NYM 04/11/2026 04:10PM ET,ATH,13.45
,,,,,,,,,,,,,,,SP,Yusei Kikuchi (42604580),Yusei Kikuchi,42604580,P,6500,LAA@CIN 04/11/2026 04:10PM ET,LAA,9.13
,,,,,,,,,,,,,,,SP,Alek Manoah (42604703),Alek Manoah,42604703,P,6500,LAA@CIN 04/11/2026 04:10PM ET,LAA,0
,,,,,,,,,,,,,,,SP,Grayson Rodriguez (42604705),Grayson Rodriguez,42604705,P,6500,LAA@CIN 04/11/2026 04:10PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Sam Aldegheri (42604766),Sam Aldegheri,42604766,P,6500,LAA@CIN 04/11/2026 04:10PM ET,LAA,0
,,,,,,,,,,,,,,,SP,George Klassen (42604824),George Klassen,42604824,P,6500,LAA@CIN 04/11/2026 04:10PM ET,LAA,5.2
,,,,,,,,,,,,,,,RP,Mitch Farris (42604825),Mitch Farris,42604825,P,6500,LAA@CIN 04/11/2026 04:10PM ET,LAA,2.88
,,,,,,,,,,,,,,,RP,Anthony Kay (42604618),Anthony Kay,42604618,P,6500,CWS@KC 04/11/2026 04:10PM ET,CWS,13.2
,,,,,,,,,,,,,,,SP,Davis Martin (42604649),Davis Martin,42604649,P,6500,CWS@KC 04/11/2026 04:10PM ET,CWS,18.63
,,,,,,,,,,,,,,,SP,Luis Severino (42604598),Luis Severino,42604598,P,6500,ATH@NYM 04/11/2026 04:10PM ET,ATH,11.2
,,,,,,,,,,,,,,,SP,Luis Medina (42604672),Luis Medina,42604672,P,6500,ATH@NYM 04/11/2026 04:10PM ET,ATH,5.18
,,,,,,,,,,,,,,,RP,J.T. Ginn (42604707),J.T. Ginn,42604707,P,6500,ATH@NYM 04/11/2026 04:10PM ET,ATH,6.69
,,,,,,,,,,,,,,,SP,Gunnar Hoglund (42604708),Gunnar Hoglund,42604708,P,6500,ATH@NYM 04/11/2026 04:10PM ET,ATH,0
,,,,,,,,,,,,,,,RP,Hogan Harris (42604709),Hogan Harris,42604709,P,6500,ATH@NYM 04/11/2026 04:10PM ET,ATH,2.51
,,,,,,,,,,,,,,,SP,Joey Estes (42604746),Joey Estes,42604746,P,6500,ATH@NYM 04/11/2026 04:10PM ET,ATH,0
,,,,,,,,,,,,,,,SP,Luis Morales (42604823),Luis Morales,42604823,P,6500,ATH@NYM 04/11/2026 04:10PM ET,ATH,-3.35
,,,,,,,,,,,,,,,SP,Chase Silseth (42604781),Chase Silseth,42604781,P,6400,LAA@CIN 04/11/2026 04:10PM ET,LAA,2.52
,,,,,,,,,,,,,,,RP,Ryan Johnson (42604787),Ryan Johnson,42604787,P,6400,LAA@CIN 04/11/2026 04:10PM ET,LAA,-7.1
,,,,,,,,,,,,,,,SP,Caden Dana (42604809),Caden Dana,42604809,P,6400,LAA@CIN 04/11/2026 04:10PM ET,LAA,0
,,,,,,,,,,,,,,,SS,Bobby Witt Jr. (42604732),Bobby Witt Jr.,42604732,SS,6200,CWS@KC 04/11/2026 04:10PM ET,KC,8.36
,,,,,,,,,,,,,,,SS,Elly De La Cruz (42604768),Elly De La Cruz,42604768,SS,6100,LAA@CIN 04/11/2026 04:10PM ET,CIN,9.43
,,,,,,,,,,,,,,,SP,Erick Fedde (42604592),Erick Fedde,42604592,P,6000,CWS@KC 04/11/2026 04:10PM ET,CWS,11.48
,,,,,,,,,,,,,,,OF,Juan Soto (42604645),Juan Soto,42604645,OF,5900,ATH@NYM 04/11/2026 04:10PM ET,NYM,8.25
,,,,,,,,,,,,,,,RP,Sean Newcomb (42604609),Sean Newcomb,42604609,P,5700,CWS@KC 04/11/2026 04:10PM ET,CWS,3.39
,,,,,,,,,,,,,,,RP,Mike Vasil (42604758),Mike Vasil,42604758,P,5700,CWS@KC 04/11/2026 04:10PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Jonathan Cannon (42604786),Jonathan Cannon,42604786,P,5700,CWS@KC 04/11/2026 04:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Shane Smith (42604796),Shane Smith,42604796,P,5700,CWS@KC 04/11/2026 04:10PM ET,CWS,2.52
,,,,,,,,,,,,,,,SP,Drew Thorpe (42604804),Drew Thorpe,42604804,P,5700,CWS@KC 04/11/2026 04:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Grant Taylor (42604822),Grant Taylor,42604822,P,5700,CWS@KC 04/11/2026 04:10PM ET,CWS,3.91
,,,,,,,,,,,,,,,C,Shea Langeliers (42604666),Shea Langeliers,42604666,C,5700,ATH@NYM 04/11/2026 04:10PM ET,ATH,9.75
,,,,,,,,,,,,,,,OF,Luis Robert Jr. (42604674),Luis Robert Jr.,42604674,OF,5500,ATH@NYM 04/11/2026 04:10PM ET,NYM,9.08
,,,,,,,,,,,,,,,3B,Maikel Garcia (42604677),Maikel Garcia,42604677,3B,5400,CWS@KC 04/11/2026 04:10PM ET,KC,8.07
,,,,,,,,,,,,,,,SS,Francisco Lindor (42604586),Francisco Lindor,42604586,SS,5300,ATH@NYM 04/11/2026 04:10PM ET,NYM,6
,,,,,,,,,,,,,,,1B,Nick Kurtz (42604828),Nick Kurtz,42604828,1B,5200,ATH@NYM 04/11/2026 04:10PM ET,ATH,6.58
,,,,,,,,,,,,,,,OF,Mike Trout (42604574),Mike Trout,42604574,OF,5100,LAA@CIN 04/11/2026 04:10PM ET,LAA,8.15
,,,,,,,,,,,,,,,OF,Brent Rooker (42604646),Brent Rooker,42604646,OF,5000,ATH@NYM 04/11/2026 04:10PM ET,ATH,6.5
,,,,,,,,,,,,,,,1B,Munetaka Murakami (42604696),Munetaka Murakami,42604696,1B,4900,CWS@KC 04/11/2026 04:10PM ET,CWS,7.43
,,,,,,,,,,,,,,,3B,Eugenio Suarez (42604578),Eugenio Suarez,42604578,3B,4700,LAA@CIN 04/11/2026 04:10PM ET,CIN,6
,,,,,,,,,,,,,,,SS,Zach Neto (42604803),Zach Neto,42604803,SS,4700,LAA@CIN 04/11/2026 04:10PM ET,LAA,10.14
,,,,,,,,,,,,,,,1B,Vinnie Pasquantino (42604697),Vinnie Pasquantino,42604697,1B,4600,CWS@KC 04/11/2026 04:10PM ET,KC,4.21
,,,,,,,,,,,,,,,OF,Tyler Soderstrom (42604763),Tyler Soderstrom,42604763,OF,4600,ATH@NYM 04/11/2026 04:10PM ET,ATH,6.31
,,,,,,,,,,,,,,,1B,Sal Stewart (42604805),Sal Stewart,42604805,1B,4500,LAA@CIN 04/11/2026 04:10PM ET,CIN,11.07
,,,,,,,,,,,,,,,3B/SS,Colson Montgomery (42604773),Colson Montgomery,42604773,3B/SS,4400,CWS@KC 04/11/2026 04:10PM ET,CWS,6
,,,,,,,,,,,,,,,3B,Bo Bichette (42604657),Bo Bichette,42604657,3B,4200,ATH@NYM 04/11/2026 04:10PM ET,NYM,5.29
,,,,,,,,,,,,,,,1B/OF,Brett Baty (42604733),Brett Baty,42604733,1B/OF,4200,ATH@NYM 04/11/2026 04:10PM ET,NYM,6.75
,,,,,,,,,,,,,,,C,Salvador Perez (42604571),Salvador Perez,42604571,C,4100,CWS@KC 04/11/2026 04:10PM ET,KC,4.57
,,,,,,,,,,,,,,,RP,Drew Pomeranz (42604569),Drew Pomeranz,42604569,P,4000,LAA@CIN 04/11/2026 04:10PM ET,LAA,0.74
,,,,,,,,,,,,,,,RP,Pierce Johnson (42604576),Pierce Johnson,42604576,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,1.21
,,,,,,,,,,,,,,,RP,Kirby Yates (42604579),Kirby Yates,42604579,P,4000,LAA@CIN 04/11/2026 04:10PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Robert Stephenson (42604588),Robert Stephenson,42604588,P,4000,LAA@CIN 04/11/2026 04:10PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Brent Suter (42604596),Brent Suter,42604596,P,4000,LAA@CIN 04/11/2026 04:10PM ET,LAA,5.96
,,,,,,,,,,,,,,,RP,Sam Moll (42604607),Sam Moll,42604607,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,3.45
,,,,,,,,,,,,,,,RP,Emilio Pagan (42604616),Emilio Pagan,42604616,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,2.76
,,,,,,,,,,,,,,,RP,Shaun Anderson (42604620),Shaun Anderson,42604620,P,4000,LAA@CIN 04/11/2026 04:10PM ET,LAA,6.27
,,,,,,,,,,,,,,,RP,Brock Burke (42604624),Brock Burke,42604624,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,4.85
,,,,,,,,,,,,,,,RP,Jordan Romano (42604626),Jordan Romano,42604626,P,4000,LAA@CIN 04/11/2026 04:10PM ET,LAA,4.01
,,,,,,,,,,,,,,,RP,Caleb Ferguson (42604628),Caleb Ferguson,42604628,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Tony Santillan (42604636),Tony Santillan,42604636,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,4.98
,,,,,,,,,,,,,,,RP,Graham Ashcraft (42604661),Graham Ashcraft,42604661,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,4.14
,,,,,,,,,,,,,,,RP,Ryan Zeferjahn (42604670),Ryan Zeferjahn,42604670,P,4000,LAA@CIN 04/11/2026 04:10PM ET,LAA,6.36
,,,,,,,,,,,,,,,RP,Zach Maxwell (42604748),Zach Maxwell,42604748,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Connor Phillips (42604749),Connor Phillips,42604749,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,3.96
,,,,,,,,,,,,,,,RP,Luis Mey (42604751),Luis Mey,42604751,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,0
,,,,,,,,,,,,,,,RP,Kyle Nicolas (42604752),Kyle Nicolas,42604752,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,-4.9
,,,,,,,,,,,,,,,SP,Jose Franco (42604765),Jose Franco,42604765,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,3.18
,,,,,,,,,,,,,,,RP,Sam Bachman (42604770),Sam Bachman,42604770,P,4000,LAA@CIN 04/11/2026 04:10PM ET,LAA,4.84
,,,,,,,,,,,,,,,SP,Julian Aguiar (42604793),Julian Aguiar,42604793,P,4000,LAA@CIN 04/11/2026 04:10PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Walbert Urena (42604802),Walbert Urena,42604802,P,4000,LAA@CIN 04/11/2026 04:10PM ET,LAA,1.48
,,,,,,,,,,,,,,,RP,Ben Joyce (42604808),Ben Joyce,42604808,P,4000,LAA@CIN 04/11/2026 04:10PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Jose Fermin (42604826),Jose Fermin,42604826,P,4000,LAA@CIN 04/11/2026 04:10PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Carlos Estevez (42604591),Carlos Estevez,42604591,P,4000,CWS@KC 04/11/2026 04:10PM ET,KC,-14.85
,,,,,,,,,,,,,,,RP,Seranthony Dominguez (42604597),Seranthony Dominguez,42604597,P,4000,CWS@KC 04/11/2026 04:10PM ET,CWS,3.26
,,,,,,,,,,,,,,,RP,Lucas Sims (42604600),Lucas Sims,42604600,P,4000,CWS@KC 04/11/2026 04:10PM ET,CWS,3.85
,,,,,,,,,,,,,,,RP,Matt Strahm (42604603),Matt Strahm,42604603,P,4000,CWS@KC 04/11/2026 04:10PM ET,KC,2.09
,,,,,,,,,,,,,,,RP,Lucas Erceg (42604631),Lucas Erceg,42604631,P,4000,CWS@KC 04/11/2026 04:10PM ET,KC,1.76
,,,,,,,,,,,,,,,RP,Bryan Hudson (42604638),Bryan Hudson,42604638,P,4000,CWS@KC 04/11/2026 04:10PM ET,CWS,1.7
,,,,,,,,,,,,,,,RP,Jordan Hicks (42604639),Jordan Hicks,42604639,P,4000,CWS@KC 04/11/2026 04:10PM ET,CWS,0.59
,,,,,,,,,,,,,,,RP,Tyler Gilbert (42604641),Tyler Gilbert,42604641,P,4000,CWS@KC 04/11/2026 04:10PM ET,CWS,-3.55
,,,,,,,,,,,,,,,RP,Eli Morgan (42604651),Eli Morgan,42604651,P,4000,CWS@KC 04/11/2026 04:10PM ET,KC,10.42
,,,,,,,,,,,,,,,RP,John Schreiber (42604663),John Schreiber,42604663,P,4000,CWS@KC 04/11/2026 04:10PM ET,KC,0.54
,,,,,,,,,,,,,,,RP,James McArthur (42604675),James McArthur,42604675,P,4000,CWS@KC 04/11/2026 04:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Alex Lange (42604684),Alex Lange,42604684,P,4000,CWS@KC 04/11/2026 04:10PM ET,KC,4.19
