Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5109968064,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5109968065,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5109968066,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5109968067,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5109968068,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5109968069,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,
5109968070,MLB $300 Quarter Jukebox [Just $0.25!] (Night),189556621,$0.25,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Brennan Bernardino (42578033),Brennan Bernardino,42578033,P,4000,COL@SD 04/09/2026 09:40PM ET,COL,2.58
,,,,,,,,,,,,,,,RP,Sammy Peralta (42578039),Sammy Peralta,42578039,P,4000,COL@SD 04/09/2026 09:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Jaden Hill (42578040),Jaden Hill,42578040,P,4000,COL@SD 04/09/2026 09:40PM ET,COL,2.55
,,,,,,,,,,,,,,,RP,Jeremiah Estrada (42578041),Jeremiah Estrada,42578041,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,3.19
,,,,,,,,,,,,,,,RP,Luis Peralta (42578044),Luis Peralta,42578044,P,4000,COL@SD 04/09/2026 09:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Ty Adcock (42578046),Ty Adcock,42578046,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Juan Mejia (42578047),Juan Mejia,42578047,P,4000,COL@SD 04/09/2026 09:40PM ET,COL,2.68
,,,,,,,,,,,,,,,RP,Jason Adam (42578051),Jason Adam,42578051,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Bryan Hoeing (42578058),Bryan Hoeing,42578058,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Bradgley Rodriguez (42578059),Bradgley Rodriguez,42578059,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,5.16
,,,,,,,,,,,,,,,RP,Ron Marinaccio (42578060),Ron Marinaccio,42578060,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,4.45
,,,,,,,,,,,,,,,RP,Adrian Morejon (42578067),Adrian Morejon,42578067,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,1.66
,,,,,,,,,,,,,,,RP,Jimmy Herget (42578068),Jimmy Herget,42578068,P,4000,COL@SD 04/09/2026 09:40PM ET,COL,4.22
,,,,,,,,,,,,,,,RP,Wandy Peralta (42578069),Wandy Peralta,42578069,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,1.31
,,,,,,,,,,,,,,,RP,Yuki Matsui (42578073),Yuki Matsui,42578073,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Seth Halvorsen (42578075),Seth Halvorsen,42578075,P,4000,COL@SD 04/09/2026 09:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Zach Agnos (42578077),Zach Agnos,42578077,P,4000,COL@SD 04/09/2026 09:40PM ET,COL,2.84
,,,,,,,,,,,,,,,RP,Victor Vodnik (42578082),Victor Vodnik,42578082,P,4000,COL@SD 04/09/2026 09:40PM ET,COL,2.05
,,,,,,,,,,,,,,,RP,Mason Miller (42578086),Mason Miller,42578086,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,7.36
,,,,,,,,,,,,,,,RP,Alek Jacob (42578089),Alek Jacob,42578089,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,David Morgan (42578094),David Morgan,42578094,P,4000,COL@SD 04/09/2026 09:40PM ET,SD,3.83
,,,,,,,,,,,,,,,3B,Bo Bichette (42577843),Bo Bichette,42577843,3B,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,5.5
,,,,,,,,,,,,,,,SP,Kohl Drake (42578009),Kohl Drake,42578009,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Blake Walston (42578010),Blake Walston,42578010,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Jonathan Pintaro (42578012),Jonathan Pintaro,42578012,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,SP,Dylan Ray (42578014),Dylan Ray,42578014,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Mitch Bratt (42578023),Mitch Bratt,42578023,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Dylan Ross (42578024),Dylan Ross,42578024,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Austin Warren (42578026),Austin Warren,42578026,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Justin Hagenman (42578027),Justin Hagenman,42578027,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Brooks Raley (42578032),Brooks Raley,42578032,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,4.66
,,,,,,,,,,,,,,,RP,A.J. Puk (42578034),A.J. Puk,42578034,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Paul Sewald (42578035),Paul Sewald,42578035,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,2.99
,,,,,,,,,,,,,,,RP,Dedniel Nunez (42578037),Dedniel Nunez,42578037,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Brandyn Garcia (42578038),Brandyn Garcia,42578038,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Joe Ross (42578048),Joe Ross,42578048,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,-3.45
,,,,,,,,,,,,,,,RP,Kevin Ginkel (42578053),Kevin Ginkel,42578053,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0.71
,,,,,,,,,,,,,,,RP,Devin Williams (42578054),Devin Williams,42578054,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,4.21
,,,,,,,,,,,,,,,RP,Juan Morillo (42578055),Juan Morillo,42578055,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,2.16
,,,,,,,,,,,,,,,RP,Joey Gerber (42578061),Joey Gerber,42578061,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Richard Lovelady (42578063),Richard Lovelady,42578063,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,3.01
,,,,,,,,,,,,,,,RP,Drey Jameson (42578064),Drey Jameson,42578064,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Jonathan Loaisiga (42578066),Jonathan Loaisiga,42578066,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,2.24
,,,,,,,,,,,,,,,RP,Ryan Thompson (42578070),Ryan Thompson,42578070,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,1.64
,,,,,,,,,,,,,,,SP,Cristian Mena (42578071),Cristian Mena,42578071,P,4000,ARI@NYM 04/09/2026 07:10PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Luis Garcia (42578072),Luis Garcia,42578072,P,4000,ARI@NYM 04/09/2026 07:10PM ET,NYM,2.11
