Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
5106224712,MLB Satellite to NFL Best Ball $25 Millionaire (Turbo),189453104,$0.10 ,Brandon Woodruff (42538988),Zack Littell (42538996),Agustin Ramirez (42539026),Ryan O'Hearn (42539022),Brandon Lowe (42539012),Nick Gonzales (42539065),Otto Lopez (42539039),Oneil Cruz (42539003),Jakob Marsee (42539013),Bryan Reynolds (42539017),,SP,Gavin Williams (42539245),Gavin Williams,42539245,P,8000,KC@CLE 04/06/2026 06:10PM ET,CLE,25.6
5106224713,MLB Satellite to NFL Best Ball $25 Millionaire (Turbo),189453104,$0.10 ,Brandon Woodruff (42538988),Zack Littell (42538996),Agustin Ramirez (42539026),Spencer Horwitz (42539048),Brandon Lowe (42539012),Connor Norby (42539089),Otto Lopez (42539039),Oneil Cruz (42539003),Jakob Marsee (42539013),Ryan O'Hearn (42539022),,SP,Max Meyer (42539240),Max Meyer,42539240,P,8000,CIN@MIA 04/06/2026 06:40PM ET,MIA,12.98
5106224714,MLB Satellite to NFL Best Ball $25 Millionaire (Turbo),189453104,$0.10 ,Brandon Woodruff (42538988),Janson Junk (42538994),Agustin Ramirez (42539026),Ryan O'Hearn (42539022),Brandon Lowe (42539012),Connor Norby (42539089),Otto Lopez (42539039),Oneil Cruz (42539003),Jakob Marsee (42539013),Bryan Reynolds (42539017),,SP,Eury Perez (42539241),Eury Perez,42539241,P,8000,CIN@MIA 04/06/2026 06:40PM ET,MIA,12.88
5106224715,MLB Satellite to NFL Best Ball $25 Millionaire (Turbo),189453104,$0.10 ,Brandon Woodruff (42538988),Janson Junk (42538994),Agustin Ramirez (42539026),Spencer Horwitz (42539048),Brandon Lowe (42539012),Nick Gonzales (42539065),Otto Lopez (42539039),Oneil Cruz (42539003),Jakob Marsee (42539013),Ryan O'Hearn (42539022),,SP,Sandy Alcantara (42539246),Sandy Alcantara,42539246,P,8000,CIN@MIA 04/06/2026 06:40PM ET,MIA,33.5
,,,,Brandon Woodruff (42538988),Janson Junk (42538994),Ivan Herrera (42539037),Ryan O'Hearn (42539022),Brandon Lowe (42539012),Nick Gonzales (42539065),Otto Lopez (42539039),Oneil Cruz (42539003),Jakob Marsee (42539013),Bryan Reynolds (42539017),,RP,Kolby Allard (42539250),Kolby Allard,42539250,P,7800,KC@CLE 04/06/2026 06:10PM ET,CLE,12.2
,,,,,,,,,,,,,,,SP,Logan Allen (42539251),Logan Allen,42539251,P,7800,KC@CLE 04/06/2026 06:10PM ET,CLE,0
,,,,,,,,,,,,,,,SP,Hunter Greene (42539247),Hunter Greene,42539247,P,7800,CIN@MIA 04/06/2026 06:40PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Andrew Abbott (42539253),Andrew Abbott,42539253,P,7800,CIN@MIA 04/06/2026 06:40PM ET,CIN,13.32
,,,,,,,,,,,,,,,SP,Brady Singer (42539254),Brady Singer,42539254,P,7800,CIN@MIA 04/06/2026 06:40PM ET,CIN,10.62
,,,,,,,,,,,,,,,SP,Nick Lodolo (42539255),Nick Lodolo,42539255,P,7800,CIN@MIA 04/06/2026 06:40PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Nick Pivetta (42539248),Nick Pivetta,42539248,P,7800,SD@PIT 04/06/2026 06:40PM ET,SD,13.1
,,,,,,,,,,,,,,,SP,Joe Musgrove (42539249),Joe Musgrove,42539249,P,7800,SD@PIT 04/06/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Michael King (42539252),Michael King,42539252,P,7800,SD@PIT 04/06/2026 06:40PM ET,SD,14.8
,,,,,,,,,,,,,,,SP,Noah Cameron (42538991),Noah Cameron,42538991,P,7700,KC@CLE 04/06/2026 06:10PM ET,KC,20.25
,,,,,,,,,,,,,,,SP,Kris Bubic (42539256),Kris Bubic,42539256,P,7700,KC@CLE 04/06/2026 06:10PM ET,KC,17.78
,,,,,,,,,,,,,,,RP,Seth Lugo (42539257),Seth Lugo,42539257,P,7700,KC@CLE 04/06/2026 06:10PM ET,KC,19.45
,,,,,,,,,,,,,,,SP,Michael Wacha (42539258),Michael Wacha,42539258,P,7700,KC@CLE 04/06/2026 06:10PM ET,KC,25.1
,,,,,,,,,,,,,,,SP,Brayan Bello (42538992),Brayan Bello,42538992,P,7500,MIL@BOS 04/06/2026 06:45PM ET,BOS,-2.1
,,,,,,,,,,,,,,,RP,Braxton Ashcraft (42539259),Braxton Ashcraft,42539259,P,7500,SD@PIT 04/06/2026 06:40PM ET,PIT,19.9
,,,,,,,,,,,,,,,SP,Jared Jones (42539260),Jared Jones,42539260,P,7500,SD@PIT 04/06/2026 06:40PM ET,PIT,0
,,,,,,,,,,,,,,,SP,Mitch Keller (42539261),Mitch Keller,42539261,P,7500,SD@PIT 04/06/2026 06:40PM ET,PIT,16.6
,,,,,,,,,,,,,,,RP,Andre Pallante (42538993),Andre Pallante,42538993,P,7300,STL@WSH 04/06/2026 06:45PM ET,STL,17.65
,,,,,,,,,,,,,,,SP,Dustin May (42539263),Dustin May,42539263,P,7300,STL@WSH 04/06/2026 06:45PM ET,STL,-4.05
,,,,,,,,,,,,,,,SP,Michael McGreevy (42539264),Michael McGreevy,42539264,P,7300,STL@WSH 04/06/2026 06:45PM ET,STL,15.3
,,,,,,,,,,,,,,,RP,Matthew Liberatore (42539265),Matthew Liberatore,42539265,P,7300,STL@WSH 04/06/2026 06:45PM ET,STL,10.48
,,,,,,,,,,,,,,,SP,Walker Buehler (42539262),Walker Buehler,42539262,P,7300,SD@PIT 04/06/2026 06:40PM ET,SD,3.3
,,,,,,,,,,,,,,,SP,Shane Drohan (42539266),Shane Drohan,42539266,P,7200,MIL@BOS 04/06/2026 06:45PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Jake Woodford (42539267),Jake Woodford,42539267,P,7200,MIL@BOS 04/06/2026 06:45PM ET,MIL,7.78
,,,,,,,,,,,,,,,SP,Brandon Sproat (42539268),Brandon Sproat,42539268,P,7200,MIL@BOS 04/06/2026 06:45PM ET,MIL,-1.6
,,,,,,,,,,,,,,,SP,Quinn Priester (42539269),Quinn Priester,42539269,P,7200,MIL@BOS 04/06/2026 06:45PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Janson Junk (42538994),Janson Junk,42538994,P,7000,CIN@MIA 04/06/2026 06:40PM ET,MIA,12.15
,,,,,,,,,,,,,,,SP,Chris Paddack (42539270),Chris Paddack,42539270,P,7000,CIN@MIA 04/06/2026 06:40PM ET,MIA,6.95
,,,,,,,,,,,,,,,SP,Braxton Garrett (42539271),Braxton Garrett,42539271,P,7000,CIN@MIA 04/06/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Dax Fulton (42539272),Dax Fulton,42539272,P,7000,CIN@MIA 04/06/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Adam Mazur (42539273),Adam Mazur,42539273,P,7000,CIN@MIA 04/06/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Ryan Gusto (42539274),Ryan Gusto,42539274,P,7000,CIN@MIA 04/06/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Brandon Williamson (42538995),Brandon Williamson,42538995,P,6800,CIN@MIA 04/06/2026 06:40PM ET,CIN,-0.3
,,,,,,,,,,,,,,,SP,Rhett Lowder (42539275),Rhett Lowder,42539275,P,6800,CIN@MIA 04/06/2026 06:40PM ET,CIN,18.38
,,,,,,,,,,,,,,,SP,Chase Petty (42539277),Chase Petty,42539277,P,6800,CIN@MIA 04/06/2026 06:40PM ET,CIN,0
,,,,,,,,,,,,,,,SP,Randy Vasquez (42539276),Randy Vasquez,42539276,P,6800,SD@PIT 04/06/2026 06:40PM ET,SD,21.9
,,,,,,,,,,,,,,,SP,Tanner Houck (42539278),Tanner Houck,42539278,P,6700,MIL@BOS 04/06/2026 06:45PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Kutter Crawford (42539279),Kutter Crawford,42539279,P,6700,MIL@BOS 04/06/2026 06:45PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Patrick Sandoval (42539280),Patrick Sandoval,42539280,P,6700,MIL@BOS 04/06/2026 06:45PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Payton Tolle (42539281),Payton Tolle,42539281,P,6700,MIL@BOS 04/06/2026 06:45PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Johan Oviedo (42539282),Johan Oviedo,42539282,P,6700,MIL@BOS 04/06/2026 06:45PM ET,BOS,1.45
,,,,,,,,,,,,,,,SP,Alec Marsh (42539283),Alec Marsh,42539283,P,6700,KC@CLE 04/06/2026 06:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Mason Black (42539284),Mason Black,42539284,P,6700,KC@CLE 04/06/2026 06:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Bailey Falter (42539285),Bailey Falter,42539285,P,6700,KC@CLE 04/06/2026 06:10PM ET,KC,-0.25
,,,,,,,,,,,,,,,RP,Stephen Kolek (42539286),Stephen Kolek,42539286,P,6700,KC@CLE 04/06/2026 06:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Luinder Avila (42539287),Luinder Avila,42539287,P,6700,KC@CLE 04/06/2026 06:10PM ET,KC,-1.85
,,,,,,,,,,,,,,,RP,Ryan Bergert (42539288),Ryan Bergert,42539288,P,6700,KC@CLE 04/06/2026 06:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Mitch Spence (42539289),Mitch Spence,42539289,P,6700,KC@CLE 04/06/2026 06:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Daniel Lynch IV (42539290),Daniel Lynch IV,42539290,P,6700,KC@CLE 04/06/2026 06:10PM ET,KC,5.33
,,,,,,,,,,,,,,,RP,Zack Littell (42538996),Zack Littell,42538996,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,2.45
,,,,,,,,,,,,,,,SP,Foster Griffin (42539296),Foster Griffin,42539296,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,17.05
,,,,,,,,,,,,,,,SP,Jake Irvin (42539297),Jake Irvin,42539297,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,10.92
,,,,,,,,,,,,,,,SP,Josiah Gray (42539298),Josiah Gray,42539298,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,SP,DJ Herz (42539299),DJ Herz,42539299,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Jackson Rutledge (42539300),Jackson Rutledge,42539300,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Mitchell Parker (42539301),Mitchell Parker,42539301,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,RP,Brad Lord (42539302),Brad Lord,42539302,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,4.23
,,,,,,,,,,,,,,,SP,Andrew Alvarez (42539303),Andrew Alvarez,42539303,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Trevor Williams (42539304),Trevor Williams,42539304,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Cade Cavalli (42539305),Cade Cavalli,42539305,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,11.38
,,,,,,,,,,,,,,,SP,Miles Mikolas (42539306),Miles Mikolas,42539306,P,6500,STL@WSH 04/06/2026 06:45PM ET,WSH,-2.8
,,,,,,,,,,,,,,,SP,Antwone Kelly (42539291),Antwone Kelly,42539291,P,6500,SD@PIT 04/06/2026 06:40PM ET,PIT,0
,,,,,,,,,,,,,,,SP,Jose Urquidy (42539292),Jose Urquidy,42539292,P,6500,SD@PIT 04/06/2026 06:40PM ET,PIT,5.48
,,,,,,,,,,,,,,,SP,Hunter Barco (42539293),Hunter Barco,42539293,P,6500,SD@PIT 04/06/2026 06:40PM ET,PIT,1.4
,,,,,,,,,,,,,,,SP,Thomas Harrington (42539294),Thomas Harrington,42539294,P,6500,SD@PIT 04/06/2026 06:40PM ET,PIT,0
,,,,,,,,,,,,,,,RP,Carmen Mlodzinski (42539295),Carmen Mlodzinski,42539295,P,6500,SD@PIT 04/06/2026 06:40PM ET,PIT,14.92
,,,,,,,,,,,,,,,SP,Brycen Mautz (42539307),Brycen Mautz,42539307,P,6300,STL@WSH 04/06/2026 06:45PM ET,STL,0
,,,,,,,,,,,,,,,SP,Tekoah Roby (42539308),Tekoah Roby,42539308,P,6300,STL@WSH 04/06/2026 06:45PM ET,STL,0
,,,,,,,,,,,,,,,RP,Gordon Graceffo (42539309),Gordon Graceffo,42539309,P,6300,STL@WSH 04/06/2026 06:45PM ET,STL,2.93
,,,,,,,,,,,,,,,SP,Hunter Dobbins (42539310),Hunter Dobbins,42539310,P,6300,STL@WSH 04/06/2026 06:45PM ET,STL,0
,,,,,,,,,,,,,,,RP,Kyle Leahy (42539311),Kyle Leahy,42539311,P,6300,STL@WSH 04/06/2026 06:45PM ET,STL,6.85
,,,,,,,,,,,,,,,SP,Richard Fitts (42539312),Richard Fitts,42539312,P,6300,STL@WSH 04/06/2026 06:45PM ET,STL,0
,,,,,,,,,,,,,,,SP,Coleman Crow (42539313),Coleman Crow,42539313,P,6200,MIL@BOS 04/06/2026 06:45PM ET,MIL,0
,,,,,,,,,,,,,,,SP,Robert Gasser (42539314),Robert Gasser,42539314,P,6200,MIL@BOS 04/06/2026 06:45PM ET,MIL,0
,,,,,,,,,,,,,,,SS,Bobby Witt Jr. (42538998),Bobby Witt Jr.,42538998,SS,6000,KC@CLE 04/06/2026 06:10PM ET,KC,6.89
,,,,,,,,,,,,,,,SP,German Marquez (42538997),German Marquez,42538997,P,6000,SD@PIT 04/06/2026 06:40PM ET,SD,-4.65
,,,,,,,,,,,,,,,RP,Jhony Brito (42539315),Jhony Brito,42539315,P,6000,SD@PIT 04/06/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,SP,Kyle Hart (42539316),Kyle Hart,42539316,P,6000,SD@PIT 04/06/2026 06:40PM ET,SD,4.27
,,,,,,,,,,,,,,,SP,JP Sears (42539317),JP Sears,42539317,P,6000,SD@PIT 04/06/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,SP,Griffin Canning (42539318),Griffin Canning,42539318,P,6000,SD@PIT 04/06/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,SP,Matt Waldron (42539319),Matt Waldron,42539319,P,6000,SD@PIT 04/06/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,3B,Jose Ramirez (42538999),Jose Ramirez,42538999,3B,5800,KC@CLE 04/06/2026 06:10PM ET,CLE,5.9
,,,,,,,,,,,,,,,SS,Elly De La Cruz (42539000),Elly De La Cruz,42539000,SS,5600,CIN@MIA 04/06/2026 06:40PM ET,CIN,9
,,,,,,,,,,,,,,,OF,Roman Anthony (42539001),Roman Anthony,42539001,OF,5500,MIL@BOS 04/06/2026 06:45PM ET,BOS,6
,,,,,,,,,,,,,,,OF,Fernando Tatis Jr. (42539002),Fernando Tatis Jr.,42539002,OF,5400,SD@PIT 04/06/2026 06:40PM ET,SD,6.78
,,,,,,,,,,,,,,,OF,Oneil Cruz (42539003),Oneil Cruz,42539003,OF,5300,SD@PIT 04/06/2026 06:40PM ET,PIT,11.67
,,,,,,,,,,,,,,,OF,Jarren Duran (42539004),Jarren Duran,42539004,OF,5200,MIL@BOS 04/06/2026 06:45PM ET,BOS,7.5
,,,,,,,,,,,,,,,OF,Christian Yelich (42539005),Christian Yelich,42539005,OF,5100,MIL@BOS 04/06/2026 06:45PM ET,MIL,10.33
,,,,,,,,,,,,,,,OF,Jackson Chourio (42539157),Jackson Chourio,42539157,OF,5100,MIL@BOS 04/06/2026 06:45PM ET,MIL,0
,,,,,,,,,,,,,,,OF,James Wood (42539007),James Wood,42539007,OF,5000,STL@WSH 04/06/2026 06:45PM ET,WSH,7.67
,,,,,,,,,,,,,,,3B,Maikel Garcia (42539006),Maikel Garcia,42539006,3B,5000,KC@CLE 04/06/2026 06:10PM ET,KC,9.44
,,,,,,,,,,,,,,,2B,Brice Turang (42539009),Brice Turang,42539009,2B,4900,MIL@BOS 04/06/2026 06:45PM ET,MIL,11.89
,,,,,,,,,,,,,,,3B,Manny Machado (42539008),Manny Machado,42539008,3B,4900,SD@PIT 04/06/2026 06:40PM ET,SD,7
,,,,,,,,,,,,,,,OF,Wilyer Abreu (42539010),Wilyer Abreu,42539010,OF,4800,MIL@BOS 04/06/2026 06:45PM ET,BOS,11.89
