Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,,Instructions,,,,,,,,
5105844686,NBA $500 Quarter Jukebox [Just $0.25!],189457587,$0.25 ,Jalen Suggs (42526845),Desmond Bane (42526820),Ayo Dosunmu (42526829),Zion Williamson (42526799),Jaxson Hayes (42526948),Cody Williams (42526879),Kyle Filipowski (42526825),Jamal Cain (42527043),,PF,Chet Holmgren (42526805),Chet Holmgren,42526805,PF/F/UTIL,7500,UTA@OKC 04/05/2026 07:00PM ET,OKC,34.71
5105844687,NBA $500 Quarter Jukebox [Just $0.25!],189457587,$0.25 ,Jevon Carter (42527027),Luke Kennard (42526937),Saddiq Bey (42526837),LeBron James (42526777),Kyle Filipowski (42526825),Cody Williams (42526879),Paolo Banchero (42526780),Jamal Cain (42527043),,PG,Keyonte George (42526808),Keyonte George,42526808,PG/G/UTIL,7500,UTA@OKC 04/05/2026 07:00PM ET,UTA,39.92
5105844688,NBA $500 Quarter Jukebox [Just $0.25!],189457587,$0.25 ,Jalen Suggs (42526845),Desmond Bane (42526820),Saddiq Bey (42526837),Ace Bailey (42526841),Jaxson Hayes (42526948),Brice Sensabaugh (42526848),Tristan da Silva (42526941),Cody Williams (42526879),,SF,Brandon Miller (42526814),Brandon Miller,42526814,SF/F/UTIL,7400,CHA@MIN 04/05/2026 07:00PM ET,CHA,35.59
5105844689,NBA $500 Quarter Jukebox [Just $0.25!],189457587,$0.25 ,Jeremiah Fears (42526907),Ayo Dosunmu (42526829),Tristan da Silva (42526941),LeBron James (42526777),Jaxson Hayes (42526948),Brice Sensabaugh (42526848),Paolo Banchero (42526780),Jamal Cain (42527043),,SF,Jalen Williams (42526817),Jalen Williams,42526817,SF/F/UTIL,7300,UTA@OKC 04/05/2026 07:00PM ET,OKC,33.45
5105844690,NBA $500 Quarter Jukebox [Just $0.25!],189457587,$0.25 ,Jalen Suggs (42526845),Desmond Bane (42526820),Ayo Dosunmu (42526829),Zion Williamson (42526799),Jaxson Hayes (42526948),Cody Williams (42526879),Kyle Filipowski (42526825),Jamal Cain (42527043),,SG,Desmond Bane (42526820),Desmond Bane,42526820,SG/G/UTIL,7200,ORL@NOP 04/05/2026 07:00PM ET,ORL,34.77
5105852957,NBA $2K And-One,189458771,$1 ,Jevon Carter (42527027),Luke Kennard (42526937),Saddiq Bey (42526837),LeBron James (42526777),Kyle Filipowski (42526825),Cody Williams (42526879),Paolo Banchero (42526780),Jamal Cain (42527043),,C,Rudy Gobert (42526823),Rudy Gobert,42526823,C/UTIL,7100,CHA@MIN 04/05/2026 07:00PM ET,MIN,32.57
5105852958,NBA $2K And-One,189458771,$1 ,Jalen Suggs (42526845),Desmond Bane (42526820),Saddiq Bey (42526837),Ace Bailey (42526841),Jaxson Hayes (42526948),Brice Sensabaugh (42526848),Tristan da Silva (42526941),Cody Williams (42526879),,PF/C,Kyle Filipowski (42526825),Kyle Filipowski,42526825,PF/C/F/UTIL,7000,UTA@OKC 04/05/2026 07:00PM ET,UTA,26.81
5105852959,NBA $2K And-One,189458771,$1 ,Jeremiah Fears (42526907),Ayo Dosunmu (42526829),Tristan da Silva (42526941),LeBron James (42526777),Jaxson Hayes (42526948),Brice Sensabaugh (42526848),Paolo Banchero (42526780),Jamal Cain (42527043),,SF,Franz Wagner (42526834),Franz Wagner,42526834,SF/F/UTIL,6900,ORL@NOP 04/05/2026 07:00PM ET,ORL,35.48
,,,,,,,,,,,,,SG/SF,Ayo Dosunmu (42526829),Ayo Dosunmu,42526829,SG/SF/F/G/UTIL,6900,CHA@MIN 04/05/2026 07:00PM ET,MIN,27.08
,,,,,,,,,,,,,SF/PF,Saddiq Bey (42526837),Saddiq Bey,42526837,SF/PF/F/UTIL,6800,ORL@NOP 04/05/2026 07:00PM ET,NOP,30.99
,,,,,,,,,,,,,PG,Jalen Suggs (42526845),Jalen Suggs,42526845,PG/G/UTIL,6800,ORL@NOP 04/05/2026 07:00PM ET,ORL,31.77
,,,,,,,,,,,,,SF/PF,Ace Bailey (42526841),Ace Bailey,42526841,SF/PF/F/UTIL,6800,UTA@OKC 04/05/2026 07:00PM ET,UTA,24.71
,,,,,,,,,,,,,SG/SF,Naji Marshall (42526853),Naji Marshall,42526853,SG/SF/F/G/UTIL,6700,LAL@DAL 04/05/2026 07:30PM ET,DAL,28.15
,,,,,,,,,,,,,SG/SF,Brice Sensabaugh (42526848),Brice Sensabaugh,42526848,SG/SF/F/G/UTIL,6700,UTA@OKC 04/05/2026 07:00PM ET,UTA,23.22
,,,,,,,,,,,,,SG,Kon Knueppel (42526858),Kon Knueppel,42526858,SG/G/UTIL,6600,CHA@MIN 04/05/2026 07:00PM ET,CHA,33.35
,,,,,,,,,,,,,PF,PJ Washington (42526861),PJ Washington,42526861,PF/F/UTIL,6500,LAL@DAL 04/05/2026 07:30PM ET,DAL,29.86
,,,,,,,,,,,,,SF,Jaden McDaniels (42526864),Jaden McDaniels,42526864,SF/F/UTIL,6000,CHA@MIN 04/05/2026 07:00PM ET,MIN,28.22
,,,,,,,,,,,,,PG,Kennedy Chandler (42526867),Kennedy Chandler,42526867,PG/G/UTIL,6000,UTA@OKC 04/05/2026 07:00PM ET,UTA,28.16
,,,,,,,,,,,,,PF/C,Naz Reid (42526870),Naz Reid,42526870,PF/C/F/UTIL,5800,CHA@MIN 04/05/2026 07:00PM ET,MIN,29.12
,,,,,,,,,,,,,PF,Miles Bridges (42526874),Miles Bridges,42526874,PF/F/UTIL,5800,CHA@MIN 04/05/2026 07:00PM ET,CHA,31.72
,,,,,,,,,,,,,C,Isaiah Hartenstein (42526877),Isaiah Hartenstein,42526877,C/UTIL,5800,UTA@OKC 04/05/2026 07:00PM ET,OKC,30.05
,,,,,,,,,,,,,PG/SG,Anthony Black (42526884),Anthony Black,42526884,PG/SG/G/UTIL,5600,ORL@NOP 04/05/2026 07:00PM ET,ORL,29.88
,,,,,,,,,,,,,SG/SF,Cody Williams (42526879),Cody Williams,42526879,SG/SF/F/G/UTIL,5600,UTA@OKC 04/05/2026 07:00PM ET,UTA,16.89
,,,,,,,,,,,,,C,Deandre Ayton (42526890),Deandre Ayton,42526890,C/UTIL,5500,LAL@DAL 04/05/2026 07:30PM ET,LAL,26.77
,,,,,,,,,,,,,C,Moussa Diabate (42526888),Moussa Diabate,42526888,C/UTIL,5500,CHA@MIN 04/05/2026 07:00PM ET,CHA,25.2
,,,,,,,,,,,,,PG,Donte DiVincenzo (42526892),Donte DiVincenzo,42526892,PG/G/UTIL,5400,CHA@MIN 04/05/2026 07:00PM ET,MIN,27.64
,,,,,,,,,,,,,PG/SG,Coby White (42526895),Coby White,42526895,PG/SG/G/UTIL,5400,CHA@MIN 04/05/2026 07:00PM ET,CHA,29.32
,,,,,,,,,,,,,PG/SG,EJ Harkless (42526899),EJ Harkless,42526899,PG/SG/G/UTIL,5400,UTA@OKC 04/05/2026 07:00PM ET,UTA,16.53
,,,,,,,,,,,,,PG/SG,Brandon Williams (42526903),Brandon Williams,42526903,PG/SG/G/UTIL,5200,LAL@DAL 04/05/2026 07:30PM ET,DAL,24.24
,,,,,,,,,,,,,C,Daniel Gafford (42526911),Daniel Gafford,42526911,C/UTIL,5100,LAL@DAL 04/05/2026 07:30PM ET,DAL,23.43
,,,,,,,,,,,,,PG/SG,Jeremiah Fears (42526907),Jeremiah Fears,42526907,PG/SG/G/UTIL,5100,ORL@NOP 04/05/2026 07:00PM ET,NOP,25.19
,,,,,,,,,,,,,SG/SF,Jake LaRavia (42526913),Jake LaRavia,42526913,SG/SF/F/G/UTIL,5000,LAL@DAL 04/05/2026 07:30PM ET,LAL,19.09
,,,,,,,,,,,,,C,Wendell Carter Jr. (42526918),Wendell Carter Jr.,42526918,C/UTIL,5000,ORL@NOP 04/05/2026 07:00PM ET,ORL,27.38
,,,,,,,,,,,,,PG,Ajay Mitchell (42526920),Ajay Mitchell,42526920,PG/G/UTIL,5000,UTA@OKC 04/05/2026 07:00PM ET,OKC,26.58
,,,,,,,,,,,,,SG/SF,Marcus Smart (42526927),Marcus Smart,42526927,SG/SF/F/G/UTIL,4800,LAL@DAL 04/05/2026 07:30PM ET,LAL,20.71
,,,,,,,,,,,,,PG/SG,Bones Hyland (42526923),Bones Hyland,42526923,PG/SG/G/UTIL,4800,CHA@MIN 04/05/2026 07:00PM ET,MIN,16.12
,,,,,,,,,,,,,C,Herbert Jones (42526932),Herbert Jones,42526932,C/UTIL,4700,ORL@NOP 04/05/2026 07:00PM ET,NOP,21.61
,,,,,,,,,,,,,PG/SG,Luke Kennard (42526937),Luke Kennard,42526937,PG/SG/G/UTIL,4600,LAL@DAL 04/05/2026 07:30PM ET,LAL,15.65
,,,,,,,,,,,,,PF,Derik Queen (42526934),Derik Queen,42526934,PF/F/UTIL,4600,ORL@NOP 04/05/2026 07:00PM ET,NOP,28.42
,,,,,,,,,,,,,SF/PF,Tristan da Silva (42526941),Tristan da Silva,42526941,SF/PF/F/UTIL,4600,ORL@NOP 04/05/2026 07:00PM ET,ORL,19.88
,,,,,,,,,,,,,SG,Max Christie (42526945),Max Christie,42526945,SG/G/UTIL,4500,LAL@DAL 04/05/2026 07:30PM ET,DAL,21.7
,,,,,,,,,,,,,C,Jaxson Hayes (42526948),Jaxson Hayes,42526948,C/UTIL,4500,LAL@DAL 04/05/2026 07:30PM ET,LAL,16.06
,,,,,,,,,,,,,SF/PF,John Konchar (42526950),John Konchar,42526950,SF/PF/F/UTIL,4500,UTA@OKC 04/05/2026 07:00PM ET,UTA,15.52
,,,,,,,,,,,,,SF/PF,Rui Hachimura (42526954),Rui Hachimura,42526954,SF/PF/F/UTIL,4400,LAL@DAL 04/05/2026 07:30PM ET,LAL,18.47
,,,,,,,,,,,,,C,Marvin Bagley III (42526960),Marvin Bagley III,42526960,C/UTIL,4400,LAL@DAL 04/05/2026 07:30PM ET,DAL,22.24
,,,,,,,,,,,,,C,Jaylin Williams (42526958),Jaylin Williams,42526958,C/UTIL,4400,UTA@OKC 04/05/2026 07:00PM ET,OKC,20.74
,,,,,,,,,,,,,PG/SG,Bez Mbeng (42526962),Bez Mbeng,42526962,PG/SG/G/UTIL,4400,UTA@OKC 04/05/2026 07:00PM ET,UTA,17.35
,,,,,,,,,,,,,SG/SF,Cason Wallace (42526966),Cason Wallace,42526966,SG/SF/F/G/UTIL,4200,UTA@OKC 04/05/2026 07:00PM ET,OKC,21.25
,,,,,,,,,,,,,SG/SF,Klay Thompson (42526971),Klay Thompson,42526971,SG/SF/F/G/UTIL,4000,LAL@DAL 04/05/2026 07:30PM ET,DAL,19.02
,,,,,,,,,,,,,C,Yves Missi (42526978),Yves Missi,42526978,C/UTIL,4000,ORL@NOP 04/05/2026 07:00PM ET,NOP,17.85
,,,,,,,,,,,,,C,Ryan Kalkbrenner (42526976),Ryan Kalkbrenner,42526976,C/UTIL,4000,CHA@MIN 04/05/2026 07:00PM ET,CHA,19.41
,,,,,,,,,,,,,C,Oscar Tshiebwe (42526980),Oscar Tshiebwe,42526980,C/UTIL,4000,UTA@OKC 04/05/2026 07:00PM ET,UTA,16.27
,,,,,,,,,,,,,PG,Ryan Nembhard (42526982),Ryan Nembhard,42526982,PG/G/UTIL,3900,LAL@DAL 04/05/2026 07:30PM ET,DAL,16.6
,,,,,,,,,,,,,PF,Jarred Vanderbilt (42526988),Jarred Vanderbilt,42526988,PF/F/UTIL,3800,LAL@DAL 04/05/2026 07:30PM ET,LAL,14.12
,,,,,,,,,,,,,SF/PF,Khris Middleton (42526991),Khris Middleton,42526991,SF/PF/F/UTIL,3800,LAL@DAL 04/05/2026 07:30PM ET,DAL,20.9
,,,,,,,,,,,,,SG,Isaiah Joe (42526985),Isaiah Joe,42526985,SG/G/UTIL,3800,UTA@OKC 04/05/2026 07:00PM ET,OKC,18.76
,,,,,,,,,,,,,PG/SG,Bronny James (42526999),Bronny James,42526999,PG/SG/G/UTIL,3700,LAL@DAL 04/05/2026 07:30PM ET,LAL,5.56
,,,,,,,,,,,,,PF/C,Karlo Matkovic (42526995),Karlo Matkovic,42526995,PF/C/F/UTIL,3700,ORL@NOP 04/05/2026 07:00PM ET,NOP,14.11
,,,,,,,,,,,,,SG/SF,John Poulakidas (42527011),John Poulakidas,42527011,SG/SF/F/G/UTIL,3600,LAL@DAL 04/05/2026 07:30PM ET,DAL,11.31
,,,,,,,,,,,,,SF/PF,Sion James (42527003),Sion James,42527003,SF/PF/F/UTIL,3600,CHA@MIN 04/05/2026 07:00PM ET,CHA,14.57
,,,,,,,,,,,,,PF/C,Kyle Anderson (42527007),Kyle Anderson,42527007,PF/C/F/UTIL,3600,CHA@MIN 04/05/2026 07:00PM ET,MIN,17.14
,,,,,,,,,,,,,C,Dwight Powell (42527020),Dwight Powell,42527020,C/UTIL,3500,LAL@DAL 04/05/2026 07:30PM ET,DAL,10.94
,,,,,,,,,,,,,PG,Jevon Carter (42527027),Jevon Carter,42527027,PG/G/UTIL,3500,ORL@NOP 04/05/2026 07:00PM ET,ORL,13.11
,,,,,,,,,,,,,SG/SF,Josh Green (42527022),Josh Green,42527022,SG/SF/F/G/UTIL,3500,CHA@MIN 04/05/2026 07:00PM ET,CHA,9.75
,,,,,,,,,,,,,SF/PF,Aaron Wiggins (42527016),Aaron Wiggins,42527016,SF/PF/F/UTIL,3500,UTA@OKC 04/05/2026 07:00PM ET,OKC,19.01
,,,,,,,,,,,,,PG,AJ Johnson (42527040),AJ Johnson,42527040,PG/G/UTIL,3400,LAL@DAL 04/05/2026 07:30PM ET,DAL,5.99
,,,,,,,,,,,,,SG/SF,Jamal Cain (42527043),Jamal Cain,42527043,SG/SF/F/G/UTIL,3400,ORL@NOP 04/05/2026 07:00PM ET,ORL,8.91
,,,,,,,,,,,,,PG,Mike Conley (42527037),Mike Conley,42527037,PG/G/UTIL,3400,CHA@MIN 04/05/2026 07:00PM ET,MIN,12.7
,,,,,,,,,,,,,SG,Luguentz Dort (42527030),Luguentz Dort,42527030,SG/G/UTIL,3400,UTA@OKC 04/05/2026 07:00PM ET,OKC,17.8
,,,,,,,,,,,,,SF/PF,Alex Caruso (42527033),Alex Caruso,42527033,SF/PF/F/UTIL,3400,UTA@OKC 04/05/2026 07:00PM ET,OKC,16.19
,,,,,,,,,,,,,PF/C,Tyler Smith (42527059),Tyler Smith,42527059,PF/C/F/UTIL,3300,LAL@DAL 04/05/2026 07:30PM ET,DAL,6.94
,,,,,,,,,,,,,SF,Micah Peavy (42527052),Micah Peavy,42527052,SF/F/UTIL,3300,ORL@NOP 04/05/2026 07:00PM ET,NOP,9.1
,,,,,,,,,,,,,SF/PF,Pat Connaughton (42527055),Pat Connaughton,42527055,SF/PF/F/UTIL,3300,CHA@MIN 04/05/2026 07:00PM ET,CHA,6.13
,,,,,,,,,,,,,PG/SG,Jared McCain (42527048),Jared McCain,42527048,PG/SG/G/UTIL,3300,UTA@OKC 04/05/2026 07:00PM ET,OKC,14.43
,,,,,,,,,,,,,C,Moussa Cisse (42527079),Moussa Cisse,42527079,C/UTIL,3200,LAL@DAL 04/05/2026 07:30PM ET,DAL,13.35
,,,,,,,,,,,,,C,Goga Bitadze (42527063),Goga Bitadze,42527063,C/UTIL,3200,ORL@NOP 04/05/2026 07:00PM ET,ORL,15.94
,,,,,,,,,,,,,SG/SF,Jordan Hawkins (42527069),Jordan Hawkins,42527069,SG/SF/F/G/UTIL,3200,ORL@NOP 04/05/2026 07:00PM ET,NOP,7.76
,,,,,,,,,,,,,SG/SF,Terrence Shannon Jr. (42527074),Terrence Shannon Jr.,42527074,SG/SF/F/G/UTIL,3200,CHA@MIN 04/05/2026 07:00PM ET,MIN,7.36
,,,,,,,,,,,,,PF,Grant Williams (42527081),Grant Williams,42527081,PF/F/UTIL,3200,CHA@MIN 04/05/2026 07:00PM ET,CHA,16.17
,,,,,,,,,,,,,PF/C,Kenrich Williams (42527065),Kenrich Williams,42527065,PF/C/F/UTIL,3200,UTA@OKC 04/05/2026 07:00PM ET,OKC,13.69
,,,,,,,,,,,,,C,Branden Carlson (42527084),Branden Carlson,42527084,C/UTIL,3100,UTA@OKC 04/05/2026 07:00PM ET,OKC,10.16
,,,,,,,,,,,,,PG,Nikola Topic (42527086),Nikola Topic,42527086,PG/G/UTIL,3100,UTA@OKC 04/05/2026 07:00PM ET,OKC,7.33
,,,,,,,,,,,,,SF/PF,Caleb Martin (42527094),Caleb Martin,42527094,SF/PF/F/UTIL,3000,LAL@DAL 04/05/2026 07:30PM ET,DAL,10.82
,,,,,,,,,,,,,SF,Dalton Knecht (42527105),Dalton Knecht,42527105,SF/F/UTIL,3000,LAL@DAL 04/05/2026 07:30PM ET,LAL,7.14
,,,,,,,,,,,,,PF/C,Maxi Kleber (42527133),Maxi Kleber,42527133,PF/C/F/UTIL,3000,LAL@DAL 04/05/2026 07:30PM ET,LAL,6.87
,,,,,,,,,,,,,SG,Nick Smith Jr. (42527165),Nick Smith Jr.,42527165,SG/G/UTIL,3000,LAL@DAL 04/05/2026 07:30PM ET,LAL,9.56
,,,,,,,,,,,,,PF/C,Drew Timme (42527168),Drew Timme,42527168,PF/C/F/UTIL,3000,LAL@DAL 04/05/2026 07:30PM ET,LAL,6.22
,,,,,,,,,,,,,SF/PF,Adou Thiero (42527172),Adou Thiero,42527172,SF/PF/F/UTIL,3000,LAL@DAL 04/05/2026 07:30PM ET,LAL,3.55
,,,,,,,,,,,,,PG,Kobe Bufkin (42527180),Kobe Bufkin,42527180,PG/G/UTIL,3000,LAL@DAL 04/05/2026 07:30PM ET,LAL,4.86
,,,,,,,,,,,,,C,Dereck Lively II (42527192),Dereck Lively II,42527192,C/UTIL,3000,LAL@DAL 04/05/2026 07:30PM ET,DAL,17.25
,,,,,,,,,,,,,SF,Chris Manon (42527194),Chris Manon,42527194,SF/F/UTIL,3000,LAL@DAL 04/05/2026 07:30PM ET,LAL,3.42
,,,,,,,,,,,,,PG,Kyrie Irving (42527227),Kyrie Irving,42527227,PG/G/UTIL,3000,LAL@DAL 04/05/2026 07:30PM ET,DAL,0
,,,,,,,,,,,,,SF/PF,Noah Penda (42527098),Noah Penda,42527098,SF/PF/F/UTIL,3000,ORL@NOP 04/05/2026 07:00PM ET,ORL,11.71
,,,,,,,,,,,,,SG,Jett Howard (42527102),Jett Howard,42527102,SG/G/UTIL,3000,ORL@NOP 04/05/2026 07:00PM ET,ORL,9.8
,,,,,,,,,,,,,PF/C,Jonathan Isaac (42527112),Jonathan Isaac,42527112,PF/C/F/UTIL,3000,ORL@NOP 04/05/2026 07:00PM ET,ORL,8.24
,,,,,,,,,,,,,PG,Jase Richardson (42527116),Jase Richardson,42527116,PG/G/UTIL,3000,ORL@NOP 04/05/2026 07:00PM ET,ORL,8.43
,,,,,,,,,,,,,SF,Bryce McGowens (42527128),Bryce McGowens,42527128,SF/F/UTIL,3000,ORL@NOP 04/05/2026 07:00PM ET,NOP,14.84
,,,,,,,,,,,,,PG/SG,Jordan Poole (42527141),Jordan Poole,42527141,PG/SG/G/UTIL,3000,ORL@NOP 04/05/2026 07:00PM ET,NOP,22.1
,,,,,,,,,,,,,C,Moritz Wagner (42527152),Moritz Wagner,42527152,C/UTIL,3000,ORL@NOP 04/05/2026 07:00PM ET,ORL,13.22
,,,,,,,,,,,,,C,Kevon Looney (42527176),Kevon Looney,42527176,C/UTIL,3000,ORL@NOP 04/05/2026 07:00PM ET,NOP,12.68
