Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,,Instructions
5124121540,NBA $1 Winner Take All [$100 to 1st],189937305,$1,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5124121541,NBA $1 Winner Take All [$100 to 1st],189937305,$1,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5124121542,NBA $1 Winner Take All [$100 to 1st],189937305,$1,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5124111278,NBA $250 Dime Time [Just $0.10!],189937306,$0.10,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5124111279,NBA $250 Dime Time [Just $0.10!],189937306,$0.10,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5124111280,NBA $250 Dime Time [Just $0.10!],189937306,$0.10,,,,,,,,,,
5124111281,NBA $250 Dime Time [Just $0.10!],189937306,$0.10,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
5124111292,NBA $250 Dime Time [Just $0.10!],189937306,$0.10,,,,,,,,,,SF,Kevin Durant (42753695),Kevin Durant,42753695,SF/F/UTIL,8300,LAL@HOU 04/26/2026 09:30PM ET,HOU,42.30
5124111293,NBA $250 Dime Time [Just $0.10!],189937306,$0.10,,,,,,,,,,PG,James Harden (42753698),James Harden,42753698,PG/G/UTIL,8200,CLE@TOR 04/26/2026 01:00PM ET,CLE,44.73
5124111294,NBA $250 Dime Time [Just $0.10!],189937306,$0.10,,,,,,,,,,PF,Scottie Barnes (42753701),Scottie Barnes,42753701,PF/F/UTIL,8100,CLE@TOR 04/26/2026 01:00PM ET,TOR,41.3
5124111295,NBA $250 Dime Time [Just $0.10!],189937306,$0.10,,,,,,,,,,PG,Amen Thompson (42753704),Amen Thompson,42753704,PG/G/UTIL,8000,LAL@HOU 04/26/2026 09:30PM ET,HOU,39.76
5124111296,NBA $250 Dime Time [Just $0.10!],189937306,$0.10,,,,,,,,,,SG,Stephon Castle (42753707),Stephon Castle,42753707,SG/G/UTIL,7800,SAS@POR 04/26/2026 03:30PM ET,SAS,37.09
5124111297,NBA $250 Dime Time [Just $0.10!],189937306,$0.10,,,,,,,,,,PG/SG,Austin Reaves (42753710),Austin Reaves,42753710,PG/SG/G/UTIL,7700,LAL@HOU 04/26/2026 09:30PM ET,LAL,40.22
5124111207,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,PF/C,Evan Mobley (42753714),Evan Mobley,42753714,PF/C/F/UTIL,7500,CLE@TOR 04/26/2026 01:00PM ET,CLE,39.78
5124111208,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,PG,De'Aaron Fox (42753718),De'Aaron Fox,42753718,PG/G/UTIL,7300,SAS@POR 04/26/2026 03:30PM ET,SAS,34.50
5124111209,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,SF/PF,Paul George (42753721),Paul George,42753721,SF/PF/F/UTIL,7200,BOS@PHI 04/26/2026 07:00PM ET,PHI,33.75
5124111210,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,PG/SG,VJ Edgecombe (42753725),VJ Edgecombe,42753725,PG/SG/G/UTIL,7100,BOS@PHI 04/26/2026 07:00PM ET,PHI,33.63
5124111211,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,PG/SG,Jrue Holiday (42753729),Jrue Holiday,42753729,PG/SG/G/UTIL,7000,SAS@POR 04/26/2026 03:30PM ET,POR,34.06
5124111212,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,SG,Brandon Ingram (42753733),Brandon Ingram,42753733,SG/G/UTIL,7000,CLE@TOR 04/26/2026 01:00PM ET,TOR,35.27
5124111213,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,SF,RJ Barrett (42753736),RJ Barrett,42753736,SF/F/UTIL,6700,CLE@TOR 04/26/2026 01:00PM ET,TOR,33.38
5124111214,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,PF/C,Jabari Smith Jr. (42753739),Jabari Smith Jr.,42753739,PF/C/F/UTIL,6400,LAL@HOU 04/26/2026 09:30PM ET,HOU,31.33
5124111215,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,PG,Derrick White (42753743),Derrick White,42753743,PG/G/UTIL,6300,BOS@PHI 04/26/2026 07:00PM ET,BOS,34.91
5124111216,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,C,Donovan Clingan (42753746),Donovan Clingan,42753746,C/UTIL,6100,SAS@POR 04/26/2026 03:30PM ET,POR,34.43
5124111217,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,SG/SF,Marcus Smart (42753748),Marcus Smart,42753748,SG/SF/F/G/UTIL,6000,LAL@HOU 04/26/2026 09:30PM ET,LAL,22.07
5124111218,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,PG/SG,Payton Pritchard (42753753),Payton Pritchard,42753753,PG/SG/G/UTIL,5900,BOS@PHI 04/26/2026 07:00PM ET,BOS,31.84
5124111219,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,PG/SG,Luke Kennard (42753757),Luke Kennard,42753757,PG/SG/G/UTIL,5800,LAL@HOU 04/26/2026 09:30PM ET,LAL,17.36
5124111220,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,SF,Devin Vassell (42753761),Devin Vassell,42753761,SF/F/UTIL,5700,SAS@POR 04/26/2026 03:30PM ET,SAS,26.22
5124111221,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,C,Jarrett Allen (42753764),Jarrett Allen,42753764,C/UTIL,5600,CLE@TOR 04/26/2026 01:00PM ET,CLE,31.80
5124111222,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,C,Deandre Ayton (42753766),Deandre Ayton,42753766,C/UTIL,5500,LAL@HOU 04/26/2026 09:30PM ET,LAL,26.48
5124111223,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,PG,Immanuel Quickley (42753768),Immanuel Quickley,42753768,PG/G/UTIL,5500,CLE@TOR 04/26/2026 01:00PM ET,TOR,33.84
5124111224,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,SG/SF,Kelly Oubre Jr. (42753771),Kelly Oubre Jr.,42753771,SG/SF/F/G/UTIL,5400,BOS@PHI 04/26/2026 07:00PM ET,PHI,26.64
5124111225,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,C,Neemias Queta (42753776),Neemias Queta,42753776,C/UTIL,5300,BOS@PHI 04/26/2026 07:00PM ET,BOS,26.86
5124111226,NBA $250 Dime Time [Just $0.10!],189937307,$0.10,,,,,,,,,,SF/PF,Rui Hachimura (42753778),Rui Hachimura,42753778,SF/PF/F/UTIL,5200,LAL@HOU 04/26/2026 09:30PM ET,LAL,19.58
5124121465,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,PG,Scoot Henderson (42753782),Scoot Henderson,42753782,PG/G/UTIL,5100,SAS@POR 04/26/2026 03:30PM ET,POR,25.71
5124121466,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,SF,Toumani Camara (42753785),Toumani Camara,42753785,SF/F/UTIL,5000,SAS@POR 04/26/2026 03:30PM ET,POR,26.83
5124121467,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,SG/SF,Tari Eason (42753788),Tari Eason,42753788,SG/SF/F/G/UTIL,4900,LAL@HOU 04/26/2026 09:30PM ET,HOU,24.30
5124121468,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,PG/SG,Reed Sheppard (42753793),Reed Sheppard,42753793,PG/SG/G/UTIL,4800,LAL@HOU 04/26/2026 09:30PM ET,HOU,27.22
5124121469,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,PF/C,Collin Murray-Boyles (42753799),Collin Murray-Boyles,42753799,PF/C/F/UTIL,4700,CLE@TOR 04/26/2026 01:00PM ET,TOR,21.46
5124121470,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,C,Andre Drummond (42753797),Andre Drummond,42753797,C/UTIL,4700,BOS@PHI 04/26/2026 07:00PM ET,PHI,22.02
5124121471,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,SF/PF,Julian Champagnie (42753803),Julian Champagnie,42753803,SF/PF/F/UTIL,4600,SAS@POR 04/26/2026 03:30PM ET,SAS,23.75
5124121472,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,PG,Jamal Shead (42753807),Jamal Shead,42753807,PG/G/UTIL,4600,CLE@TOR 04/26/2026 01:00PM ET,TOR,19.06
5124121473,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,C,Luke Kornet (42753810),Luke Kornet,42753810,C/UTIL,4500,SAS@POR 04/26/2026 03:30PM ET,SAS,20.02
5124121474,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,C,Robert Williams (42753814),Robert Williams,42753814,C/UTIL,4500,SAS@POR 04/26/2026 03:30PM ET,POR,21.32
5124121475,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,C,Nikola Vucevic (42753812),Nikola Vucevic,42753812,C/UTIL,4500,BOS@PHI 04/26/2026 07:00PM ET,BOS,33.13
5124121476,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,PG/SG,Dylan Harper (42753820),Dylan Harper,42753820,PG/SG/G/UTIL,4400,SAS@POR 04/26/2026 03:30PM ET,SAS,23.99
5124121477,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,SF/PF,Sam Hauser (42753816),Sam Hauser,42753816,SF/PF/F/UTIL,4400,BOS@PHI 04/26/2026 07:00PM ET,BOS,18.80
5124121478,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,SG/SF,Max Strus (42753828),Max Strus,42753828,SG/SF/F/G/UTIL,4100,CLE@TOR 04/26/2026 01:00PM ET,CLE,22.85
5124121479,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,PG/SG,Quentin Grimes (42753824),Quentin Grimes,42753824,PG/SG/G/UTIL,4100,BOS@PHI 04/26/2026 07:00PM ET,PHI,24.68
5124121480,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,SG/SF,Keldon Johnson (42753833),Keldon Johnson,42753833,SG/SF/F/G/UTIL,4000,SAS@POR 04/26/2026 03:30PM ET,SAS,23.18
5124121481,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,PF,Jerami Grant (42753840),Jerami Grant,42753840,PF/F/UTIL,4000,SAS@POR 04/26/2026 03:30PM ET,POR,28.07
5124121482,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,C,Sandro Mamukelashvili (42753838),Sandro Mamukelashvili,42753838,C/UTIL,4000,CLE@TOR 04/26/2026 01:00PM ET,TOR,22.94
5124121483,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,C,Jakob Poeltl (42753843),Jakob Poeltl,42753843,C/UTIL,3900,CLE@TOR 04/26/2026 01:00PM ET,TOR,24.69
5124121484,NBA $2K Quarter Jukebox [Just $0.25!],189941631,$0.25,,,,,,,,,,PG/SG,Shaedon Sharpe (42753853),Shaedon Sharpe,42753853,PG/SG/G/UTIL,3800,SAS@POR 04/26/2026 03:30PM ET,POR,31.41
5124121739,NBA $20K mini-MAX [150 Max Entry],189941632,$0.50,,,,,,,,,,SG/SF,Jake LaRavia (42753845),Jake LaRavia,42753845,SG/SF/F/G/UTIL,3800,LAL@HOU 04/26/2026 09:30PM ET,LAL,18.91
5124121740,NBA $20K mini-MAX [150 Max Entry],189941632,$0.50,,,,,,,,,,SG,Sam Merrill (42753850),Sam Merrill,42753850,SG/G/UTIL,3800,CLE@TOR 04/26/2026 01:00PM ET,CLE,21.61
5124121741,NBA $20K mini-MAX [150 Max Entry],189941632,$0.50,,,,,,,,,,C,Jaxson Hayes (42753861),Jaxson Hayes,42753861,C/UTIL,3700,LAL@HOU 04/26/2026 09:30PM ET,LAL,16.25
5124121742,NBA $20K mini-MAX [150 Max Entry],189941632,$0.50,,,,,,,,,,PG/SG,Ja'Kobe Walter (42753857),Ja'Kobe Walter,42753857,PG/SG/G/UTIL,3700,CLE@TOR 04/26/2026 01:00PM ET,TOR,15.29
5124121743,NBA $20K mini-MAX [150 Max Entry],189941632,$0.50,,,,,,,,,,SG/SF,Josh Okogie (42753863),Josh Okogie,42753863,SG/SF/F/G/UTIL,3600,LAL@HOU 04/26/2026 09:30PM ET,HOU,11.11
5124121744,NBA $20K mini-MAX [150 Max Entry],189941632,$0.50,,,,,,,,,,SF,Dean Wade (42753868),Dean Wade,42753868,SF/F/UTIL,3600,CLE@TOR 04/26/2026 01:00PM ET,CLE,15.95
5124121745,NBA $20K mini-MAX [150 Max Entry],189941632,$0.50,,,,,,,,,,PF,Harrison Barnes (42753871),Harrison Barnes,42753871,PF/F/UTIL,3400,SAS@POR 04/26/2026 03:30PM ET,SAS,17.86
5124121746,NBA $20K mini-MAX [150 Max Entry],189941632,$0.50,,,,,,,,,,PF,Dorian Finney-Smith (42753882),Dorian Finney-Smith,42753882,PF/F/UTIL,3400,LAL@HOU 04/26/2026 09:30PM ET,HOU,9.12
5124121747,NBA $20K mini-MAX [150 Max Entry],189941632,$0.50,,,,,,,,,,SF/PF,Keon Ellis (42753874),Keon Ellis,42753874,SF/PF/F/UTIL,3400,CLE@TOR 04/26/2026 01:00PM ET,CLE,14.12
5124121748,NBA $20K mini-MAX [150 Max Entry],189941632,$0.50,,,,,,,,,,SF/PF,Jamison Battle (42753878),Jamison Battle,42753878,SF/PF/F/UTIL,3400,CLE@TOR 04/26/2026 01:00PM ET,TOR,6.12
,,,,,,,,,,,,,SF,Carter Bryant (42753887),Carter Bryant,42753887,SF/F/UTIL,3300,SAS@POR 04/26/2026 03:30PM ET,SAS,9.68
,,,,,,,,,,,,,PF/C,Jeff Green (42753894),Jeff Green,42753894,PF/C/F/UTIL,3300,LAL@HOU 04/26/2026 09:30PM ET,HOU,3.93
,,,,,,,,,,,,,SF/PF,Jaylon Tyson (42753890),Jaylon Tyson,42753890,SF/PF/F/UTIL,3300,CLE@TOR 04/26/2026 01:00PM ET,CLE,25.28
,,,,,,,,,,,,,C,Adem Bona (42753885),Adem Bona,42753885,C/UTIL,3300,BOS@PHI 04/26/2026 07:00PM ET,PHI,13.60
,,,,,,,,,,,,,PF,Jarred Vanderbilt (42753903),Jarred Vanderbilt,42753903,PF/F/UTIL,3200,LAL@HOU 04/26/2026 09:30PM ET,LAL,13.95
,,,,,,,,,,,,,SF/PF,Jae'Sean Tate (42753906),Jae'Sean Tate,42753906,SF/PF/F/UTIL,3200,LAL@HOU 04/26/2026 09:30PM ET,HOU,6.03
,,,,,,,,,,,,,SG/SF,Baylor Scheierman (42753898),Baylor Scheierman,42753898,SG/SF/F/G/UTIL,3200,BOS@PHI 04/26/2026 07:00PM ET,BOS,13.75
,,,,,,,,,,,,,PF/C,Kelly Olynyk (42753929),Kelly Olynyk,42753929,PF/C/F/UTIL,3100,SAS@POR 04/26/2026 03:30PM ET,SAS,7.89
,,,,,,,,,,,,,SF/PF,Matisse Thybulle (42753933),Matisse Thybulle,42753933,SF/PF/F/UTIL,3100,SAS@POR 04/26/2026 03:30PM ET,POR,13.93
,,,,,,,,,,,,,C,Clint Capela (42753910),Clint Capela,42753910,C/UTIL,3100,LAL@HOU 04/26/2026 09:30PM ET,HOU,12.59
,,,,,,,,,,,,,PG/SG,Aaron Holiday (42753922),Aaron Holiday,42753922,PG/SG/G/UTIL,3100,LAL@HOU 04/26/2026 09:30PM ET,HOU,9.25
,,,,,,,,,,,,,PG,Bronny James (42753926),Bronny James,42753926,PG/G/UTIL,3100,LAL@HOU 04/26/2026 09:30PM ET,LAL,6.14
,,,,,,,,,,,,,PG,Dennis Schroder (42753912),Dennis Schroder,42753912,PG/G/UTIL,3100,CLE@TOR 04/26/2026 01:00PM ET,CLE,22.44
,,,,,,,,,,,,,PF,Jordan Walsh (42753915),Jordan Walsh,42753915,PF/F/UTIL,3100,BOS@PHI 04/26/2026 07:00PM ET,BOS,13.72
,,,,,,,,,,,,,SF/PF,Justin Edwards (42753918),Justin Edwards,42753918,SF/PF/F/UTIL,3100,BOS@PHI 04/26/2026 07:00PM ET,PHI,11.93
,,,,,,,,,,,,,PF/C,Sidy Cissoko (42753942),Sidy Cissoko,42753942,PF/C/F/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,POR,11.76
,,,,,,,,,,,,,SG/SF,Vit Krejci (42753957),Vit Krejci,42753957,SG/SF/F/G/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,POR,15.80
,,,,,,,,,,,,,SG/SF,Kris Murray (42753972),Kris Murray,42753972,SG/SF/F/G/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,POR,14.13
,,,,,,,,,,,,,SG,Caleb Love (42753999),Caleb Love,42753999,SG/G/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,POR,18.64
,,,,,,,,,,,,,C,Hansen Yang (42754005),Hansen Yang,42754005,C/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,POR,4.98
,,,,,,,,,,,,,PG,Jordan McLaughlin (42754007),Jordan McLaughlin,42754007,PG/G/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,SAS,5.25
,,,,,,,,,,,,,SG,Lindy Waters III (42754018),Lindy Waters III,42754018,SG/G/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,SAS,4.48
,,,,,,,,,,,,,PG,Blake Wesley (42754023),Blake Wesley,42754023,PG/G/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,POR,9.74
,,,,,,,,,,,,,SG,Chris Youngblood (42754026),Chris Youngblood,42754026,SG/G/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,POR,4.29
,,,,,,,,,,,,,C,Bismack Biyombo (42754052),Bismack Biyombo,42754052,C/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,SAS,2.73
,,,,,,,,,,,,,C,Mason Plumlee (42754064),Mason Plumlee,42754064,C/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,SAS,7.06
,,,,,,,,,,,,,PG,David Jones-Garcia (42754081),David Jones-Garcia,42754081,PG/G/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,SAS,8.02
,,,,,,,,,,,,,SF,Harrison Ingram (42754096),Harrison Ingram,42754096,SF/F/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,SAS,2.32
,,,,,,,,,,,,,PF,Jayson Kent (42754102),Jayson Kent,42754102,PF/F/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,POR,4.15
,,,,,,,,,,,,,SF,Emanuel Miller (42754105),Emanuel Miller,42754105,SF/F/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,SAS,5.95
,,,,,,,,,,,,,PG,Damian Lillard (42754119),Damian Lillard,42754119,PG/G/UTIL,3000,SAS@POR 04/26/2026 03:30PM ET,POR,0
,,,,,,,,,,,,,SG/SF,Dalton Knecht (42753979),Dalton Knecht,42753979,SG/SF/F/G/UTIL,3000,LAL@HOU 04/26/2026 09:30PM ET,LAL,7.50
,,,,,,,,,,,,,PF/C,Maxi Kleber (42754014),Maxi Kleber,42754014,PF/C/F/UTIL,3000,LAL@HOU 04/26/2026 09:30PM ET,LAL,6.76
,,,,,,,,,,,,,C,Steven Adams (42754029),Steven Adams,42754029,C/UTIL,3000,LAL@HOU 04/26/2026 09:30PM ET,HOU,21.09
,,,,,,,,,,,,,PG,Nick Smith Jr. (42754031),Nick Smith Jr.,42754031,PG/G/UTIL,3000,LAL@HOU 04/26/2026 09:30PM ET,LAL,9.32
,,,,,,,,,,,,,PG,JD Davison (42754038),JD Davison,42754038,PG/G/UTIL,3000,LAL@HOU 04/26/2026 09:30PM ET,HOU,6.73
,,,,,,,,,,,,,C,Drew Timme (42754046),Drew Timme,42754046,C/UTIL,3000,LAL@HOU 04/26/2026 09:30PM ET,LAL,6.62
,,,,,,,,,,,,,SF/PF,Adou Thiero (42754048),Adou Thiero,42754048,SF/PF/F/UTIL,3000,LAL@HOU 04/26/2026 09:30PM ET,LAL,4.44
,,,,,,,,,,,,,SF,Isaiah Crawford (42754066),Isaiah Crawford,42754066,SF/F/UTIL,3000,LAL@HOU 04/26/2026 09:30PM ET,HOU,4.64
,,,,,,,,,,,,,SG,Chris Manon (42754084),Chris Manon,42754084,SG/G/UTIL,3000,LAL@HOU 04/26/2026 09:30PM ET,LAL,4.17
,,,,,,,,,,,,,PG,Tristen Newton (42754113),Tristen Newton,42754113,PG/G/UTIL,3000,LAL@HOU 04/26/2026 09:30PM ET,HOU,18.75
,,,,,,,,,,,,,PG,Fred VanVleet (42754116),Fred VanVleet,42754116,PG/G/UTIL,3000,LAL@HOU 04/26/2026 09:30PM ET,HOU,0
,,,,,,,,,,,,,SG/SF,Gradey Dick (42753937),Gradey Dick,42753937,SG/SF/F/G/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,TOR,10.62
,,,,,,,,,,,,,PF,Nae'Qwan Tomlin (42753962),Nae'Qwan Tomlin,42753962,PF/F/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,CLE,12.72
,,,,,,,,,,,,,PG,Craig Porter Jr. (42753965),Craig Porter Jr.,42753965,PG/G/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,CLE,15.89
,,,,,,,,,,,,,C,Thomas Bryant (42753977),Thomas Bryant,42753977,C/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,CLE,12.80
,,,,,,,,,,,,,C,Trayce Jackson-Davis (42753984),Trayce Jackson-Davis,42753984,C/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,TOR,9.03
,,,,,,,,,,,,,PG/SG,Tyrese Proctor (42753990),Tyrese Proctor,42753990,PG/SG/G/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,CLE,10.19
,,,,,,,,,,,,,PF/C,Jonathan Mogbo (42754010),Jonathan Mogbo,42754010,PF/C/F/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,TOR,5.20
,,,,,,,,,,,,,C,Larry Nance Jr. (42754021),Larry Nance Jr.,42754021,C/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,CLE,9.52
,,,,,,,,,,,,,SG/SF,AJ Lawson (42754041),AJ Lawson,42754041,SG/SF/F/G/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,TOR,7.97
,,,,,,,,,,,,,SG,Alijah Martin (42754054),Alijah Martin,42754054,SG/G/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,TOR,5.10
,,,,,,,,,,,,,SG/SF,Garrett Temple (42754057),Garrett Temple,42754057,SG/SF/F/G/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,TOR,2.32
,,,,,,,,,,,,,SF,Tristan Enaruna (42754087),Tristan Enaruna,42754087,SF/F/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,CLE,8.33
,,,,,,,,,,,,,SF,Riley Minix (42754090),Riley Minix,42754090,SF/F/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,CLE,6.28
,,,,,,,,,,,,,C,Olivier Sarr (42754108),Olivier Sarr,42754108,C/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,CLE,11.31
,,,,,,,,,,,,,PG,Chucky Hepburn (42754110),Chucky Hepburn,42754110,PG/G/UTIL,3000,CLE@TOR 04/26/2026 01:00PM ET,TOR,2.88
,,,,,,,,,,,,,SG/SF,Hugo Gonzalez (42753946),Hugo Gonzalez,42753946,SG/SF/F/G/UTIL,3000,BOS@PHI 04/26/2026 07:00PM ET,BOS,10.54
