Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,,Instructions,,,,,,,,
5114072393,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,Jrue Holiday (42638659),Devin Booker (42638638),Brandon Miller (42638647),Jerami Grant (42638685),Bam Adebayo (42638642),Davion Mitchell (42638729),Jordan Goodwin (42638734),Mark Williams (42638703),,PF,Jerami Grant (42638685),Jerami Grant,42638685,PF/F/UTIL,5300,POR@PHX 04/14/2026 10:00PM ET,POR,29.04
5114072394,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,LaMelo Ball (42638644),Devin Booker (42638638),Matisse Thybulle (42638739),Jerami Grant (42638685),Bam Adebayo (42638642),Tyler Herro (42638650),Rasheer Fleming (42638777),Pelle Larsson (42638715),,PG,Scoot Henderson (42638688),Scoot Henderson,42638688,PG/G/UTIL,5300,POR@PHX 04/14/2026 10:00PM ET,POR,25.3
5114072395,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,LaMelo Ball (42638644),Jalen Green (42638656),Deni Avdija (42638633),Andrew Wiggins (42638705),Bam Adebayo (42638642),Coby White (42638723),Ryan Dunn (42638720),Jordan Goodwin (42638734),,SG/SF,Norman Powell (42638691),Norman Powell,42638691,SG/SF/F/G/UTIL,5100,MIA@CHA 04/14/2026 07:30PM ET,MIA,31.99
5114072396,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,Davion Mitchell (42638729),Devin Booker (42638638),Deni Avdija (42638633),Andrew Wiggins (42638705),Donovan Clingan (42638654),Tyler Herro (42638650),Royce O'Neale (42638710),Oso Ighodaro (42638708),,C,Moussa Diabate (42638696),Moussa Diabate,42638696,C/UTIL,4900,MIA@CHA 04/14/2026 07:30PM ET,CHA,25.07
5114072397,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,Tyler Herro (42638650),Kon Knueppel (42638665),Brandon Miller (42638647),Ryan Dunn (42638720),Bam Adebayo (42638642),Deni Avdija (42638633),Rasheer Fleming (42638777),Jordan Goodwin (42638734),,SG/SF,Jaime Jaquez Jr. (42638698),Jaime Jaquez Jr.,42638698,SG/SF/F/G/UTIL,4700,MIA@CHA 04/14/2026 07:30PM ET,MIA,30.06
5114072398,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,Scoot Henderson (42638688),Jalen Green (42638656),Deni Avdija (42638633),Andrew Wiggins (42638705),Donovan Clingan (42638654),Tyler Herro (42638650),Norman Powell (42638691),Oso Ighodaro (42638708),,C,Mark Williams (42638703),Mark Williams,42638703,C/UTIL,4700,POR@PHX 04/14/2026 10:00PM ET,PHX,26.54
5114072399,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,Jrue Holiday (42638659),Kon Knueppel (42638665),Brandon Miller (42638647),Jerami Grant (42638685),Bam Adebayo (42638642),Toumani Camara (42638674),Andrew Wiggins (42638705),Moussa Diabate (42638696),,PF,Andrew Wiggins (42638705),Andrew Wiggins,42638705,PF/F/UTIL,4500,MIA@CHA 04/14/2026 07:30PM ET,MIA,30
5114072400,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,LaMelo Ball (42638644),Jalen Green (42638656),Pelle Larsson (42638715),Jerami Grant (42638685),Bam Adebayo (42638642),Tyler Herro (42638650),Jordan Goodwin (42638734),Moussa Diabate (42638696),,C,Kel'el Ware (42638713),Kel'el Ware,42638713,C/UTIL,4400,MIA@CHA 04/14/2026 07:30PM ET,MIA,27.79
5114072401,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,LaMelo Ball (42638644),Jalen Green (42638656),Brandon Miller (42638647),Matisse Thybulle (42638739),Bam Adebayo (42638642),Tyler Herro (42638650),Rasheer Fleming (42638777),Jordan Goodwin (42638734),,C,Oso Ighodaro (42638708),Oso Ighodaro,42638708,C/UTIL,4400,POR@PHX 04/14/2026 10:00PM ET,PHX,18.87
5114072402,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,Davion Mitchell (42638729),Jalen Green (42638656),Deni Avdija (42638633),Ryan Dunn (42638720),Donovan Clingan (42638654),Devin Booker (42638638),Jaime Jaquez Jr. (42638698),Oso Ighodaro (42638708),,PF,Royce O'Neale (42638710),Royce O'Neale,42638710,PF/F/UTIL,4400,POR@PHX 04/14/2026 10:00PM ET,PHX,23.48
5114072403,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,Jrue Holiday (42638659),Devin Booker (42638638),Deni Avdija (42638633),Andrew Wiggins (42638705),Bam Adebayo (42638642),Jordan Goodwin (42638734),Ryan Dunn (42638720),Robert Williams (42638732),,SG/SF,Pelle Larsson (42638715),Pelle Larsson,42638715,SG/SF/F/G/UTIL,4300,MIA@CHA 04/14/2026 07:30PM ET,MIA,22.44
5114072404,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,Scoot Henderson (42638688),Devin Booker (42638638),Rasheer Fleming (42638777),Andrew Wiggins (42638705),Donovan Clingan (42638654),Tyler Herro (42638650),Deni Avdija (42638633),Oso Ighodaro (42638708),,PG/SG,Coby White (42638723),Coby White,42638723,PG/SG/G/UTIL,4200,MIA@CHA 04/14/2026 07:30PM ET,CHA,28.71
5114072405,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,LaMelo Ball (42638644),Kon Knueppel (42638665),Brandon Miller (42638647),Jerami Grant (42638685),Bam Adebayo (42638642),Scoot Henderson (42638688),Rasheer Fleming (42638777),Norman Powell (42638691),,PG,Davion Mitchell (42638729),Davion Mitchell,42638729,PG/G/UTIL,4200,MIA@CHA 04/14/2026 07:30PM ET,MIA,24.61
5114072406,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,LaMelo Ball (42638644),Tyler Herro (42638650),Brandon Miller (42638647),Jerami Grant (42638685),Bam Adebayo (42638642),Pelle Larsson (42638715),Jordan Goodwin (42638734),Oso Ighodaro (42638708),,PF,Ryan Dunn (42638720),Ryan Dunn,42638720,PF/F/UTIL,4200,POR@PHX 04/14/2026 10:00PM ET,PHX,15.89
5114072407,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,LaMelo Ball (42638644),Jalen Green (42638656),Brandon Miller (42638647),Royce O'Neale (42638710),Mark Williams (42638703),Toumani Camara (42638674),Rasheer Fleming (42638777),Deni Avdija (42638633),,C,Khaman Maluach (42638727),Khaman Maluach,42638727,C/UTIL,4000,POR@PHX 04/14/2026 10:00PM ET,PHX,8.3
5114072408,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,Davion Mitchell (42638729),Jalen Green (42638656),Deni Avdija (42638633),Andrew Wiggins (42638705),Donovan Clingan (42638654),Devin Booker (42638638),Ryan Dunn (42638720),Moussa Diabate (42638696),,PF,Simone Fontecchio (42638743),Simone Fontecchio,42638743,PF/F/UTIL,3900,MIA@CHA 04/14/2026 07:30PM ET,MIA,16.3
5114072409,NBA $250 Dime Time [Just $0.10!],189657339,$0.10,Jrue Holiday (42638659),Devin Booker (42638638),Brandon Miller (42638647),Ryan Dunn (42638720),Donovan Clingan (42638654),Tyler Herro (42638650),Matisse Thybulle (42638739),Jordan Goodwin (42638734),,C,Robert Williams (42638732),Robert Williams,42638732,C/UTIL,3900,POR@PHX 04/14/2026 10:00PM ET,POR,20.97
5114072441,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Tyler Herro (42638650),Jalen Green (42638656),Deni Avdija (42638633),Jerami Grant (42638685),Bam Adebayo (42638642),Jordan Goodwin (42638734),Ryan Dunn (42638720),Oso Ighodaro (42638708),,SG/SF,Jordan Goodwin (42638734),Jordan Goodwin,42638734,SG/SF/F/G/UTIL,3800,POR@PHX 04/14/2026 10:00PM ET,PHX,21.81
5114072442,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Tyler Herro (42638650),Jalen Green (42638656),Rasheer Fleming (42638777),Andrew Wiggins (42638705),Bam Adebayo (42638642),Toumani Camara (42638674),Deni Avdija (42638633),Oso Ighodaro (42638708),,SF/PF,Matisse Thybulle (42638739),Matisse Thybulle,42638739,SF/PF/F/UTIL,3800,POR@PHX 04/14/2026 10:00PM ET,POR,14.82
5114072443,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Jrue Holiday (42638659),Devin Booker (42638638),Rasheer Fleming (42638777),Jerami Grant (42638685),Bam Adebayo (42638642),Deni Avdija (42638633),Pelle Larsson (42638715),Jordan Goodwin (42638734),,PF,Grant Williams (42638746),Grant Williams,42638746,PF/F/UTIL,3600,MIA@CHA 04/14/2026 07:30PM ET,CHA,16.5
5114072444,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Davion Mitchell (42638729),Devin Booker (42638638),Deni Avdija (42638633),Andrew Wiggins (42638705),Donovan Clingan (42638654),Tyler Herro (42638650),Jordan Goodwin (42638734),Mark Williams (42638703),,C,Ryan Kalkbrenner (42638749),Ryan Kalkbrenner,42638749,C/UTIL,3500,MIA@CHA 04/14/2026 07:30PM ET,CHA,19.02
5114072445,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Scoot Henderson (42638688),Jalen Green (42638656),Matisse Thybulle (42638739),Royce O'Neale (42638710),Bam Adebayo (42638642),Tyler Herro (42638650),Ryan Dunn (42638720),Deni Avdija (42638633),,PG,Kasparas Jakucionis (42638764),Kasparas Jakucionis,42638764,PG/G/UTIL,3500,MIA@CHA 04/14/2026 07:30PM ET,MIA,14.98
5114072446,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Jrue Holiday (42638659),Devin Booker (42638638),Deni Avdija (42638633),Andrew Wiggins (42638705),Donovan Clingan (42638654),Jaime Jaquez Jr. (42638698),Pelle Larsson (42638715),Oso Ighodaro (42638708),,SF/PF,Sion James (42638751),Sion James,42638751,SF/PF/F/UTIL,3300,MIA@CHA 04/14/2026 07:30PM ET,CHA,14.6
5114072447,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Tyler Herro (42638650),Jalen Green (42638656),Deni Avdija (42638633),Jerami Grant (42638685),Bam Adebayo (42638642),Jordan Goodwin (42638734),Ryan Dunn (42638720),Oso Ighodaro (42638708),,PF/C,Sidy Cissoko (42638755),Sidy Cissoko,42638755,PF/C/F/UTIL,3300,POR@PHX 04/14/2026 10:00PM ET,POR,12.05
5114072448,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Tyler Herro (42638650),Jalen Green (42638656),Deni Avdija (42638633),Rasheer Fleming (42638777),Bam Adebayo (42638642),Toumani Camara (42638674),Norman Powell (42638691),Robert Williams (42638732),,C,Keshad Johnson (42638767),Keshad Johnson,42638767,C/UTIL,3200,MIA@CHA 04/14/2026 07:30PM ET,MIA,8.53
5114072449,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Jrue Holiday (42638659),Devin Booker (42638638),Rasheer Fleming (42638777),Jerami Grant (42638685),Bam Adebayo (42638642),Deni Avdija (42638633),Pelle Larsson (42638715),Jordan Goodwin (42638734),,SG/SF,Kris Murray (42638759),Kris Murray,42638759,SG/SF/F/G/UTIL,3200,POR@PHX 04/14/2026 10:00PM ET,POR,14.9
5114072450,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Davion Mitchell (42638729),Devin Booker (42638638),Deni Avdija (42638633),Andrew Wiggins (42638705),Donovan Clingan (42638654),Tyler Herro (42638650),Jordan Goodwin (42638734),Mark Williams (42638703),,PG,Dru Smith (42638769),Dru Smith,42638769,PG/G/UTIL,3100,MIA@CHA 04/14/2026 07:30PM ET,MIA,15.92
5114072451,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Scoot Henderson (42638688),Jalen Green (42638656),Matisse Thybulle (42638739),Ryan Dunn (42638720),Bam Adebayo (42638642),Tyler Herro (42638650),Deni Avdija (42638633),Oso Ighodaro (42638708),,SG/SF,Josh Green (42638772),Josh Green,42638772,SG/SF/F/G/UTIL,3100,MIA@CHA 04/14/2026 07:30PM ET,CHA,9.32
5114072452,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Jrue Holiday (42638659),Devin Booker (42638638),Deni Avdija (42638633),Andrew Wiggins (42638705),Donovan Clingan (42638654),Jaime Jaquez Jr. (42638698),Pelle Larsson (42638715),Oso Ighodaro (42638708),,SF/PF,Rasheer Fleming (42638777),Rasheer Fleming,42638777,SF/PF/F/UTIL,3100,POR@PHX 04/14/2026 10:00PM ET,PHX,9.29
5114072453,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Devin Booker (42638638),Jalen Green (42638656),Jordan Goodwin (42638734),Jerami Grant (42638685),Bam Adebayo (42638642),Tyler Herro (42638650),Ryan Dunn (42638720),Oso Ighodaro (42638708),,PG/SG,Tre Mann (42638786),Tre Mann,42638786,PG/SG/G/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,CHA,11.19
5114072454,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Devin Booker (42638638),Jalen Green (42638656),Rasheer Fleming (42638777),Jerami Grant (42638685),Bam Adebayo (42638642),Tyler Herro (42638650),Royce O'Neale (42638710),Norman Powell (42638691),,PF/C,Nikola Jovic (42638796),Nikola Jovic,42638796,PF/C/F/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,MIA,16.26
5114072455,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Jrue Holiday (42638659),Toumani Camara (42638674),Rasheer Fleming (42638777),Dillon Brooks (42638662),Bam Adebayo (42638642),Devin Booker (42638638),Andrew Wiggins (42638705),Grayson Allen (42638677),,SF/PF,Myron Gardner (42638805),Myron Gardner,42638805,SF/PF/F/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,MIA,9.86
5114072456,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Davion Mitchell (42638729),Jalen Green (42638656),Jordan Goodwin (42638734),Jerami Grant (42638685),Bam Adebayo (42638642),Devin Booker (42638638),Andrew Wiggins (42638705),Tyler Herro (42638650),,SF/PF,Pat Connaughton (42638811),Pat Connaughton,42638811,SF/PF/F/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,CHA,5.77
5114072457,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Jrue Holiday (42638659),Jalen Green (42638656),Pelle Larsson (42638715),Ryan Dunn (42638720),Donovan Clingan (42638654),Devin Booker (42638638),Jordan Goodwin (42638734),Tyler Herro (42638650),,PF,Tidjane Salaun (42638815),Tidjane Salaun,42638815,PF/F/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,CHA,13.55
5114072458,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Jrue Holiday (42638659),Jalen Green (42638656),Grayson Allen (42638677),Andrew Wiggins (42638705),Donovan Clingan (42638654),Devin Booker (42638638),Jaime Jaquez Jr. (42638698),Oso Ighodaro (42638708),,SF/PF,Liam McNeeley (42638827),Liam McNeeley,42638827,SF/PF/F/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,CHA,9.06
5114072459,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Jrue Holiday (42638659),Jalen Green (42638656),Norman Powell (42638691),Dillon Brooks (42638662),Donovan Clingan (42638654),Toumani Camara (42638674),Jerami Grant (42638685),Scoot Henderson (42638688),,C,Xavier Tillman (42638831),Xavier Tillman,42638831,C/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,CHA,4.76
5114072460,NBA $250 Dime Time [Just $0.10!],189657783,$0.10,Jrue Holiday (42638659),Shaedon Sharpe (42638671),Grayson Allen (42638677),Dillon Brooks (42638662),Donovan Clingan (42638654),Collin Gillespie (42638668),Jerami Grant (42638685),Toumani Camara (42638674),,C,PJ Hall (42638833),PJ Hall,42638833,C/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,CHA,11.36
,,,,,,,,,,,,,PG,Jahmir Young (42638835),Jahmir Young,42638835,PG/G/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,MIA,3.25
,,,,,,,,,,,,,SG,Antonio Reeves (42638841),Antonio Reeves,42638841,SG/G/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,CHA,4.65
,,,,,,,,,,,,,C,Vladislav Goldin (42638844),Vladislav Goldin,42638844,C/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,MIA,3.03
,,,,,,,,,,,,,SF,Trevor Keels (42638846),Trevor Keels,42638846,SF/F/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,MIA,1.69
,,,,,,,,,,,,,SF,Tosan Evbuomwan (42638852),Tosan Evbuomwan,42638852,SF/F/UTIL,3000,MIA@CHA 04/14/2026 07:30PM ET,CHA,0.5
,,,,,,,,,,,,,SG/SF,Vit Krejci (42638781),Vit Krejci,42638781,SG/SF/F/G/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,POR,16.28
,,,,,,,,,,,,,SG,Caleb Love (42638790),Caleb Love,42638790,SG/G/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,POR,18.64
,,,,,,,,,,,,,PG,Jamaree Bouyea (42638793),Jamaree Bouyea,42638793,PG/G/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,PHX,12.5
,,,,,,,,,,,,,SG/SF,Amir Coffey (42638800),Amir Coffey,42638800,SG/SF/F/G/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,PHX,6.36
,,,,,,,,,,,,,C,Hansen Yang (42638809),Hansen Yang,42638809,C/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,POR,5.19
,,,,,,,,,,,,,PF,Isaiah Livers (42638818),Isaiah Livers,42638818,PF/F/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,PHX,5.96
,,,,,,,,,,,,,SG,Chris Youngblood (42638821),Chris Youngblood,42638821,SG/G/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,POR,4.29
,,,,,,,,,,,,,PG,Blake Wesley (42638824),Blake Wesley,42638824,PG/G/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,POR,10.36
,,,,,,,,,,,,,SG,Koby Brea (42638838),Koby Brea,42638838,SG/G/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,PHX,6.38
,,,,,,,,,,,,,SF,Haywood Highsmith (42638849),Haywood Highsmith,42638849,SF/F/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,PHX,10.96
,,,,,,,,,,,,,PF,Jayson Kent (42638855),Jayson Kent,42638855,PF/F/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,POR,4.15
,,,,,,,,,,,,,C,CJ Huntley (42638858),CJ Huntley,42638858,C/UTIL,3000,POR@PHX 04/14/2026 10:00PM ET,PHX,5.81
