Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,,Instructions
5129206748,NBA $8.5K mini-MAX [150 Entry Max],190081971,$2,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5129206749,NBA $8.5K mini-MAX [150 Entry Max],190081971,$2,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5129206750,NBA $8.5K mini-MAX [150 Entry Max],190081971,$2,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5129201020,NBA $250 Dime Time [Just $0.10!],190113244,$0.10,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5129201021,NBA $250 Dime Time [Just $0.10!],190113244,$0.10,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5129201022,NBA $250 Dime Time [Just $0.10!],190113244,$0.10,,,,,,,,,,
5129201023,NBA $250 Dime Time [Just $0.10!],190113244,$0.10,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,C,Trayce Jackson-Davis (42949177),Trayce Jackson-Davis,42949177,C/UTIL,3000,CLE@TOR 05/01/2026 07:30PM ET,TOR,9.03
,,,,,,,,,,,,,PG/SG,Tyrese Proctor (42949183),Tyrese Proctor,42949183,PG/SG/G/UTIL,3000,CLE@TOR 05/01/2026 07:30PM ET,CLE,10.19
,,,,,,,,,,,,,PF/C,Jonathan Mogbo (42949194),Jonathan Mogbo,42949194,PF/C/F/UTIL,3000,CLE@TOR 05/01/2026 07:30PM ET,TOR,5.20
,,,,,,,,,,,,,C,Larry Nance Jr. (42949208),Larry Nance Jr.,42949208,C/UTIL,3000,CLE@TOR 05/01/2026 07:30PM ET,CLE,9.52
,,,,,,,,,,,,,SG/SF,AJ Lawson (42949222),AJ Lawson,42949222,SG/SF/F/G/UTIL,3000,CLE@TOR 05/01/2026 07:30PM ET,TOR,7.42
,,,,,,,,,,,,,SG,Alijah Martin (42949236),Alijah Martin,42949236,SG/G/UTIL,3000,CLE@TOR 05/01/2026 07:30PM ET,TOR,5.10
,,,,,,,,,,,,,SG/SF,Garrett Temple (42949239),Garrett Temple,42949239,SG/SF/F/G/UTIL,3000,CLE@TOR 05/01/2026 07:30PM ET,TOR,2.32
,,,,,,,,,,,,,SF,Tristan Enaruna (42949252),Tristan Enaruna,42949252,SF/F/UTIL,3000,CLE@TOR 05/01/2026 07:30PM ET,CLE,8.33
,,,,,,,,,,,,,SF,Riley Minix (42949255),Riley Minix,42949255,SF/F/UTIL,3000,CLE@TOR 05/01/2026 07:30PM ET,CLE,6.28
,,,,,,,,,,,,,C,Olivier Sarr (42949271),Olivier Sarr,42949271,C/UTIL,3000,CLE@TOR 05/01/2026 07:30PM ET,CLE,11.31
,,,,,,,,,,,,,PG,Chucky Hepburn (42949273),Chucky Hepburn,42949273,PG/G/UTIL,3000,CLE@TOR 05/01/2026 07:30PM ET,TOR,2.88
,,,,,,,,,,,,,PF,Ronald Holland II (42949135),Ronald Holland II,42949135,PF/F/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,DET,17.56
,,,,,,,,,,,,,SG/SF,Kevin Huerter (42949144),Kevin Huerter,42949144,SG/SF/F/G/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,DET,20.45
,,,,,,,,,,,,,C,Paul Reed (42949149),Paul Reed,42949149,C/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,DET,18.18
,,,,,,,,,,,,,SF/PF,Noah Penda (42949159),Noah Penda,42949159,SF/PF/F/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,ORL,10.88
,,,,,,,,,,,,,SG,Jett Howard (42949163),Jett Howard,42949163,SG/G/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,ORL,9.53
,,,,,,,,,,,,,PG,Jase Richardson (42949171),Jase Richardson,42949171,PG/G/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,ORL,8.26
,,,,,,,,,,,,,PG,Jevon Carter (42949174),Jevon Carter,42949174,PG/G/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,ORL,12.82
,,,,,,,,,,,,,PF/C,Jonathan Isaac (42949179),Jonathan Isaac,42949179,PF/C/F/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,ORL,8.24
,,,,,,,,,,,,,PG/SG,Marcus Sasser (42949202),Marcus Sasser,42949202,PG/SG/G/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,DET,10.58
,,,,,,,,,,,,,C,Moritz Wagner (42949206),Moritz Wagner,42949206,C/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,ORL,12.41
,,,,,,,,,,,,,SF,Chaz Lanier (42949210),Chaz Lanier,42949210,SF/F/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,DET,4.60
,,,,,,,,,,,,,C,Tolu Smith (42949247),Tolu Smith,42949247,C/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,DET,9.95
,,,,,,,,,,,,,PF/C,Isaac Jones (42949258),Isaac Jones,42949258,PF/C/F/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,DET,2.61
,,,,,,,,,,,,,SF/PF,Wendell Moore Jr. (42949262),Wendell Moore Jr.,42949262,SF/PF/F/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,DET,5.17
,,,,,,,,,,,,,PG,Alex Morales (42949266),Alex Morales,42949266,PG/G/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,ORL,3.94
,,,,,,,,,,,,,C,Colin Castleton (42949269),Colin Castleton,42949269,C/UTIL,3000,DET@ORL 05/01/2026 07:00PM ET,ORL,4.38
,,,,,,,,,,,,,C,Clint Capela (42949138),Clint Capela,42949138,C/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,HOU,12.59
,,,,,,,,,,,,,SG/SF,Dalton Knecht (42949166),Dalton Knecht,42949166,SG/SF/F/G/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,LAL,7.59
,,,,,,,,,,,,,SF/PF,Jae'Sean Tate (42949187),Jae'Sean Tate,42949187,SF/PF/F/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,HOU,5.97
,,,,,,,,,,,,,PG,Bronny James (42949191),Bronny James,42949191,PG/G/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,LAL,6.30
,,,,,,,,,,,,,PF/C,Maxi Kleber (42949198),Maxi Kleber,42949198,PF/C/F/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,LAL,6.77
,,,,,,,,,,,,,PF/C,Jeff Green (42949213),Jeff Green,42949213,PF/C/F/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,HOU,3.80
,,,,,,,,,,,,,PG,Nick Smith Jr. (42949217),Nick Smith Jr.,42949217,PG/G/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,LAL,9.24
,,,,,,,,,,,,,C,Steven Adams (42949220),Steven Adams,42949220,C/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,HOU,21.09
,,,,,,,,,,,,,PG,JD Davison (42949227),JD Davison,42949227,PG/G/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,HOU,6.62
,,,,,,,,,,,,,C,Drew Timme (42949230),Drew Timme,42949230,C/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,LAL,6.62
,,,,,,,,,,,,,SF/PF,Adou Thiero (42949232),Adou Thiero,42949232,SF/PF/F/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,LAL,4.36
,,,,,,,,,,,,,SF,Isaiah Crawford (42949244),Isaiah Crawford,42949244,SF/F/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,HOU,4.64
,,,,,,,,,,,,,SG,Chris Manon (42949249),Chris Manon,42949249,SG/G/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,LAL,4.17
,,,,,,,,,,,,,PG,Tristen Newton (42949276),Tristen Newton,42949276,PG/G/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,HOU,18.75
,,,,,,,,,,,,,PG,Fred VanVleet (42949279),Fred VanVleet,42949279,PG/G/UTIL,3000,LAL@HOU 05/01/2026 09:30PM ET,HOU,0
